pch18_ft (ll=3.5e-07) X,pch18_ft (ll=3.5e-07) Y,pch18_ft (ll=4e-07) X,pch18_ft (ll=4e-07) Y,pch18_ft (ll=5e-07) X,pch18_ft (ll=5e-07) Y,pch18_ft (ll=6e-07) X,pch18_ft (ll=6e-07) Y,pch18_ft (ll=7e-07) X,pch18_ft (ll=7e-07) Y,pch18_ft (ll=8e-07) X,pch18_ft (ll=8e-07) Y,pch18_ft (ll=9e-07) X,pch18_ft (ll=9e-07) Y,pch18_ft (ll=1e-06) X,pch18_ft (ll=1e-06) Y,pch18_ft (ll=1.2e-06) X,pch18_ft (ll=1.2e-06) Y,pch18_ft (ll=1.4e-06) X,pch18_ft (ll=1.4e-06) Y,pch18_ft (ll=1.6e-06) X,pch18_ft (ll=1.6e-06) Y,pch18_ft (ll=1.8e-06) X,pch18_ft (ll=1.8e-06) Y,pch18_ft (ll=2e-06) X,pch18_ft (ll=2e-06) Y,pch18_ft (ll=2.2e-06) X,pch18_ft (ll=2.2e-06) Y,pch18_ft (ll=2.4e-06) X,pch18_ft (ll=2.4e-06) Y
0.9800000000000006,-5962576333.906561,0.9800000000000006,-4415576550.8602,0.9800000000000006,-2692037032.766153,0.9800000000000006,-1806396921.16692,0.9800000000000006,-1293307698.253367,0.9800000000000006,-970350055.602607,0.9800000000000006,-754290541.7321134,0.9800000000000006,-602824049.7069706,0.9800000000000006,-410015489.8252932,0.9800000000000006,-296665146.7958319,0.9800000000000006,-224500225.3477385,0.9800000000000006,-175767377.7755733,0.9800000000000006,-141331098.490723,0.9800000000000006,-116105477.3568292,0.9800000000000006,-97078385.97141746
0.9900000000000007,-6055590918.951019,0.9900000000000007,-4485170415.450167,0.9900000000000007,-2734915235.695587,0.9900000000000007,-1835328192.018076,0.9900000000000007,-1314095413.610242,0.9900000000000007,-985986812.0435079,0.9900000000000007,-766469291.6307199,0.9900000000000007,-612572149.4889641,0.9900000000000007,-416660669.520114,0.9900000000000007,-301480760.028031,0.9900000000000007,-228148581.483268,0.9900000000000007,-178626246.7906207,0.9900000000000007,-143631412.0921608,0.9900000000000007,-117996238.8700828,0.9900000000000007,-98659991.69911034
1.000000000000001,-6146664271.313078,1.000000000000001,-4553426343.579452,1.000000000000001,-2777064613.798635,1.000000000000001,-1863809535.427016,1.000000000000001,-1334580983.289141,1.000000000000001,-1001408086.331601,1.000000000000001,-778487297.9412298,1.000000000000001,-622196092.9352325,1.000000000000001,-423225782.299021,1.000000000000001,-306240693.1183516,1.000000000000001,-231756074.1797056,1.000000000000001,-181453894.1383748,1.000000000000001,-145907115.1918961,1.000000000000001,-119867113.4269297,1.000000000000001,-100225199.223818
1.010000000000001,-6235829605.458117,1.010000000000001,-4620366251.125259,1.010000000000001,-2818496596.855703,1.010000000000001,-1891847897.184891,1.010000000000001,-1354769055.253219,1.010000000000001,-1016617200.563376,1.010000000000001,-790347051.0689882,1.010000000000001,-631697815.447379,1.010000000000001,-429712092.8676547,1.010000000000001,-310945836.7202289,1.010000000000001,-235323364.5143103,1.010000000000001,-184250829.9598697,1.010000000000001,-148158613.4219034,1.010000000000001,-121718431.3129147,1.010000000000001,-101774282.7206673
1.020000000000001,-6323121374.672869,1.020000000000001,-4686012877.415486,1.020000000000001,-2859223029.462799,1.020000000000001,-1919450463.168718,1.020000000000001,-1374664430.868618,1.020000000000001,-1031617582.106843,1.020000000000001,-802051117.6028597,1.020000000000001,-641079309.8524212,1.020000000000001,-436120901.632514,1.020000000000001,-315597105.6746449,1.020000000000001,-238851130.9732629,1.020000000000001,-187017577.4989899,1.020000000000001,-150386322.6201295,1.020000000000001,-123550530.9814811,1.020000000000001,-103307523.0464306
1.030000000000001,-6408574842.004821,1.030000000000001,-4750389497.382492,1.030000000000001,-2899256020.426937,1.030000000000001,-1946624568.788554,1.030000000000001,-1394272005.157358,1.030000000000001,-1046412721.509195,1.030000000000001,-813602109.1900479,1.030000000000001,-650342602.5182246,1.030000000000001,-442453529.4338204,1.030000000000001,-320195428.4523929,1.030000000000001,-242340061.7327398,1.030000000000001,-189754667.2207251,1.030000000000001,-152590664.2034486,1.030000000000001,-125363755.3206879,1.030000000000001,-104825204.6648418
1.040000000000001,-6492225707.374387,1.040000000000001,-4813519671.312492,1.040000000000001,-2938607811.850495,1.040000000000001,-1973377620.308529,1.040000000000001,-1413596714.91086,1.040000000000001,-1061006135.960224,1.040000000000001,-825002655.5315785,1.040000000000001,-659489732.6397719,1.040000000000001,-448711304.3150833,1.040000000000001,-324741738.0105224,1.040000000000001,-245790847.9774076,1.040000000000001,-192462631.7222097,1.040000000000001,-154772061.1658284,1.040000000000001,-127158448.4254647,1.040000000000001,-106327612.9890416
1.050000000000001,-6574109785.364623,1.050000000000001,-4875427028.436065,1.050000000000001,-2977290665.869146,1.050000000000001,-1999717026.783099,1.050000000000001,-1432643493.815207,1.050000000000001,-1075401337.703268,1.050000000000001,-836255381.0423309,1.050000000000001,-668522734.3423198,1.050000000000001,-454895550.0990844,1.050000000000001,-329236963.9016131,1.050000000000001,-249204178.1372435,1.050000000000001,-195142001.3450897,1.050000000000001,-156930934.6292917,1.050000000000001,-128934952.8166405,1.050000000000001,-107815032.0925403
1.060000000000001,-6654262728.431987,1.060000000000001,-4936135080.783232,1.060000000000001,-3015316767.117018,1.060000000000001,-2025650141.422001,1.060000000000001,-1451417233.790521,1.060000000000001,-1089601806.823022,1.060000000000001,-847362884.7485718,1.060000000000001,-677443621.2703918,1.060000000000001,-461007576.5553114,1.060000000000001,-333682025.4854912,1.060000000000001,-252580732.9317199,1.060000000000001,-197793300.404044,1.060000000000001,-159067700.8802904,1.060000000000001,-130693607.0521369,1.060000000000001,-109287742.7435463
1.070000000000001,-6732719790.569768,1.070000000000001,-4995667063.933708,1.070000000000001,-3052698139.112731,1.070000000000001,-2051184211.275011,1.070000000000001,-1469922751.80019,1.070000000000001,-1103610967.878882,1.070000000000001,-858327723.0256498,1.070000000000001,-686254373.3548765,1.070000000000001,-467048670.9593399,1.070000000000001,-338077826.1039401,1.070000000000001,-255921181.1185535,1.070000000000001,-200417043.9526266,1.070000000000001,-161182768.8291385,1.070000000000001,-132434743.6797784,1.070000000000001,-110746020.7208695
1.080000000000001,-6809515626.776501,1.080000000000001,-5054045801.51778,1.080000000000001,-3089446572.886228,1.080000000000001,-2076326334.207339,1.080000000000001,-1488164761.44056,1.080000000000001,-1117432169.891962,1.080000000000001,-869152394.8084377,1.080000000000001,-694956925.4738853,1.080000000000001,-473020090.8599068,1.080000000000001,-342425248.0897153,1.080000000000001,-259226175.8522127,1.080000000000001,-203013735.0137421,1.080000000000001,-163276537.8350299,1.080000000000001,-134158687.4851729,1.080000000000001,-112190135.3729267
1.090000000000001,-6884684124.019376,1.090000000000001,-5111293590.556079,1.090000000000001,-3125573566.29458,1.090000000000001,-2101083422.216116,1.090000000000001,-1506147848.675456,1.090000000000001,-1131068669.232716,1.090000000000001,-879839328.9361364,1.090000000000001,-703553157.7455629,1.090000000000001,-478923057.8842006,1.090000000000001,-346725148.491513,1.090000000000001,-262496351.5650077,1.090000000000001,-205583862.20792,1.090000000000001,-165349395.8438245,1.090000000000001,-135865753.9918565,1.090000000000001,-113620348.3844902
1.100000000000001,-6958258259.723723,1.100000000000001,-5167432104.95961,1.100000000000001,-3161090272.600403,1.100000000000001,-2125462170.216176,1.100000000000001,-1523876451.132114,1.100000000000001,-1144523614.993172,1.100000000000001,-890390873.3209463,1.100000000000001,-712044887.2125981,1.100000000000001,-484758752.4257722,1.100000000000001,-350978355.4062874,1.100000000000001,-265732321.2907563,1.100000000000001,-208127897.7180894,1.100000000000001,-167401717.7901371,1.100000000000001,-137556248.1744677,1.100000000000001,-115036912.718742
1.110000000000001,-7030269984.157772,1.110000000000001,-5222482314.739954,1.110000000000001,-3196007457.008767,1.110000000000001,-2149469029.497416,1.110000000000001,-1541354840.424417,1.110000000000001,-1157800036.463086,1.110000000000001,-900809285.6560912,1.110000000000001,-720433860.6983132,1.110000000000001,-490528309.07253,1.110000000000001,-355185664.8193468,1.110000000000001,-268934674.3576961,1.110000000000001,-210646295.5346151,1.110000000000001,-169433864.2192831,1.110000000000001,-139230463.3489289,1.110000000000001,-116440071.7048818
1.120000000000001,-7100750123.408399,1.120000000000001,-5276464418.699371,1.120000000000001,-3230335459.973906,1.120000000000001,-2173110185.125941,1.120000000000001,-1558587107.015853,1.120000000000001,-1170900832.361792,1.120000000000001,-911096725.4030786,1.120000000000001,-728721748.6328621,1.120000000000001,-496232812.6441504,1.120000000000001,-359347837.8609195,1.120000000000001,-272103974.3833304,1.120000000000001,-213139489.9290025,1.120000000000001,-171446180.0882807,1.120000000000001,-140888680.2065865,1.120000000000001,-117830058.2439692
1.130000000000001,-7169728299.955075,1.130000000000001,-5329397788.577899,1.130000000000001,-3264084166.195183,1.130000000000001,-2196391536.626066,1.130000000000001,-1575577147.176849,1.130000000000001,-1183828761.50766,1.130000000000001,-921255246.8199514,1.130000000000001,-736910139.6648769,1.130000000000001,-501873294.719048,1.130000000000001,-363465598.3953337,1.130000000000001,-275240757.5093636,1.130000000000001,-215607894.1087965,1.130000000000001,-173438993.7083532,1.130000000000001,-142531165.9618723,1.130000000000001,-119207094.1078345
1.140000000000001,-7237232868.14158,1.140000000000001,-5381300922.829247,1.140000000000001,-3297262978.322297,1.140000000000001,-2219318681.339699,1.140000000000001,-1592328651.63044,1.140000000000001,-1196586434.634005,1.140000000000001,-931286792.8123372,1.140000000000001,-745000535.8891749,1.140000000000001,-507450730.5405951,1.140000000000001,-367539630.8655286,1.140000000000001,-278345530.8196435,1.140000000000001,-218051899.0098546,1.140000000000001,-175412615.7942482,1.140000000000001,-144158173.5853491,1.140000000000001,-120571389.3077927
1.150000000000001,-7303290862.117848,1.150000000000001,-5432191408.377075,1.150000000000001,-3329880794.481056,1.150000000000001,-2241896899.913629,1.150000000000001,-1608845095.514656,1.150000000000001,-1209176307.084527,1.150000000000001,-941193189.406643,1.150000000000001,-752994348.5344132,1.150000000000001,-512966036.2007369,1.150000000000001,-371570578.3213359,1.150000000000001,-281418770.8881885,1.150000000000001,-220471872.1852891,1.150000000000001,-177367338.5881146,1.150000000000001,-145769941.0959734,1.150000000000001,-121923141.5115007
1.160000000000001,-7367927954.074549,1.160000000000001,-5482085888.867828,1.160000000000001,-3361945988.814257,1.160000000000001,-2264131143.413378,1.160000000000001,-1625129729.321283,1.160000000000001,-1221600672.1427,1.160000000000001,-950976140.6600622,1.160000000000001,-760892893.966189,1.160000000000001,-518420066.0062377,1.160000000000001,-375559040.5648351,1.160000000000001,-284460922.4078583,1.160000000000001,-222868156.7530111,1.160000000000001,-179303435.0277449,1.160000000000001,-147366690.8880353,1.160000000000001,-123262535.4876389
1.170000000000001,-7431168420.823055,1.170000000000001,-5531000038.086033,1.170000000000001,-3393466394.306911,1.170000000000001,-2286026021.605259,1.170000000000001,-1641185570.497548,1.170000000000001,-1233861654.767672,1.170000000000001,-960637223.8353943,1.170000000000001,-768697389.870905,1.170000000000001,-523813609.9388866,1.170000000000001,-379505572.3500791,1.170000000000001,-287472396.8530812,1.170000000000001,-225241070.3659298,1.170000000000001,-181221157.9306146,1.170000000000001,-148948629.0695546,1.170000000000001,-124589742.5591603
1.180000000000001,-7493035116.980785,1.180000000000001,-5578948537.33333,1.180000000000001,-3424449287.230683,1.180000000000001,-2307585791.985398,1.180000000000001,-1657015395.420552,1.180000000000001,-1245961205.525038,1.180000000000001,-970177884.6794239,1.180000000000001,-776408951.4938067,1.180000000000001,-529147391.1257454,1.180000000000001,-383410681.5776631,1.180000000000001,-290453571.1322633,1.180000000000001,-227590904.1704809,1.180000000000001,-183120739.1664073,1.180000000000001,-150515944.7898726,1.180000000000001,-125904920.0466355
1.190000000000001,-7553549453.210705,1.190000000000001,-5625945055.693123,1.190000000000001,-3454901372.601296,1.190000000000001,-2328814349.166885,1.190000000000001,-1672621731.47397,1.190000000000001,-1257901094.513559,1.190000000000001,-979599432.6526744,1.190000000000001,-784028587.8109668,1.190000000000001,-534422063.2392287,1.190000000000001,-387274827.4269429,1.190000000000001,-293404786.1870968,1.190000000000001,-229917921.720316,1.190000000000001,-185002388.7915591,1.190000000000001,-152068809.5348623,1.190000000000001,-127208210.6837572
1.200000000000001,-7612731378.131263,1.200000000000001,-5672002232.210503,1.200000000000001,-3484828770.092954,1.200000000000001,-2349715214.263484,1.200000000000001,-1688006848.972661,1.200000000000001,-1269682905.099157,1.200000000000001,-988903035.9651389,1.200000000000001,-791557197.5198753,1.200000000000001,-539638207.7494205,1.200000000000001,-391098418.3702265,1.200000000000001,-296326345.4969534,1.200000000000001,-232222357.8126274,1.200000000000001,-186866294.1198243,1.200000000000001,-153607376.3684923,1.200000000000001,-128499741.9873069
1.210000000000001,-7670599362.664604,1.210000000000001,-5717131659.112899,1.210000000000001,-3514236999.897985,1.210000000000001,-2370291523.931191,1.210000000000001,-1703172752.693773,1.210000000000001,-1281308027.275416,1.210000000000001,-998089716.2775503,1.210000000000001,-798995564.7364453,1.210000000000001,-544796330.9525126,1.210000000000001,-394881810.0140452,1.210000000000001,-299218513.4469599,1.210000000000001,-234504417.2147852,1.210000000000001,-188712618.7029513,1.210000000000001,-155131779.0995334,1.210000000000001,-129779625.5638945
1.220000000000001,-7727170385.725005,1.220000000000001,-5761343865.280967,1.220000000000001,-3543130968.05714,1.220000000000001,-2390546018.74746,1.220000000000001,-1718121172.782914,1.220000000000001,-1292777650.475276,1.220000000000001,-1007160342.930889,1.220000000000001,-806344354.2881339,1.220000000000001,-549896860.6997463,1.220000000000001,-398625302.7125993,1.220000000000001,-302081513.5181218,1.220000000000001,-236764273.2486982,1.220000000000001,-190541501.1952747,1.220000000000001,-156642131.3518945,1.220000000000001,-131047956.3355003
1.230000000000001,-7782459920.269053,1.230000000000001,-5804648299.253827,1.230000000000001,-3571514950.818327,1.230000000000001,-2410481030.62311,1.230000000000001,-1732853554.81118,1.230000000000001,-1304092755.662117,1.230000000000001,-1016115626.568397,1.230000000000001,-813604106.4932357,1.230000000000001,-554940142.7508112,1.230000000000001,-402329138.8977418,1.230000000000001,-304915526.2571466,1.230000000000001,-239002066.1995905,1.230000000000001,-192353054.0753726,1.230000000000001,-158138525.5165064,1.230000000000001,-132304811.6653513
1.240000000000001,-7836481918.836925,1.240000000000001,-5847053311.118442,1.240000000000001,-3599392577.608373,1.240000000000001,-2430098468.953289,1.240000000000001,-1747371048.763605,1.240000000000001,-1315254106.529956,1.240000000000001,-1024956112.014196,1.240000000000001,-820775231.315614,1.240000000000001,-559926436.6742411,1.240000000000001,-405993500.0684916,1.240000000000001,-307720686.9822996,1.240000000000001,-241217901.5147583,1.240000000000001,-194147362.1969579,1.240000000000001,-159621031.5617983,1.240000000000001,-133550250.3648691
1.250000000000001,-7889248797.809492,1.250000000000001,-5888566132.692248,1.250000000000001,-3626766812.225855,1.250000000000001,-2449399805.223296,1.250000000000001,-1761674496.74262,1.250000000000001,-1326262239.642577,1.250000000000001,-1033682170.271441,1.250000000000001,-827858001.7822165,1.250000000000001,-564855911.2151841,1.250000000000001,-409618503.3810214,1.250000000000001,-310497083.1798899,1.250000000000001,-243411847.7563289,1.250000000000001,-195924481.139828,1.250000000000001,-161089695.678652,1.250000000000001,-134784311.5614521
1.260000000000001,-7940771419.694519,1.260000000000001,-5929192855.461047,1.260000000000001,-3653639931.88358,1.260000000000001,-2468386055.79199,1.260000000000001,-1775764419.171266,1.260000000000001,-1337117453.340012,1.260000000000001,-1042293989.50043,1.260000000000001,-834852546.547888,1.260000000000001,-569728639.0480464,1.260000000000001,-413204197.7775117,1.260000000000001,-313244751.5437136,1.260000000000001,-245583934.2701441,1.260000000000001,-197684435.3300735,1.260000000000001,-162544538.7343216,1.260000000000001,-136007013.40561
1.270000000000001,-7991059072.836273,1.270000000000001,-5968938405.784398,1.270000000000001,-3680013503.747737,1.270000000000001,-2487057762.58157,1.270000000000001,-1789640999.281515,1.270000000000001,-1347819795.23894,1.270000000000001,-1050791564.834064,1.270000000000001,-841758841.4885138,1.270000000000001,-574544590.8281314,1.270000000000001,-416750559.5892294,1.270000000000001,-315963674.6072459,1.270000000000001,-247734148.5306743,1.270000000000001,-199427215.8968528,1.270000000000001,-163985554.508166,1.270000000000001,-137218351.5945615
1.280000000000001,-8040119448.02058,1.280000000000001,-6007806516.929046,1.280000000000001,-3705888358.639924,1.280000000000001,-2505414971.408648,1.280000000000001,-1803304065.673268,1.280000000000001,-1358369048.151144,1.280000000000001,-1059174686.8846,1.280000000000001,-848576700.1996886,1.280000000000001,-579303628.4525424,1.280000000000001,-420257487.5458925,1.280000000000001,-318653776.9154614,1.280000000000001,-249862433.1194322,1.280000000000001,-201152778.2309307,1.280000000000001,-165412707.6802217,1.280000000000001,-138418297.6878159
1.290000000000001,-8087958611.523899,1.290000000000001,-6045799697.540399,1.290000000000001,-3731264561.587917,1.290000000000001,-2523457207.698442,1.290000000000001,-1816753072.730608,1.290000000000001,-1368764714.242289,1.290000000000001,-1067442928.792441,1.290000000000001,-855305763.2744207,1.290000000000001,-584005497.4369522,1.290000000000001,-423724797.1199108,1.290000000000001,-321314920.6802151,1.290000000000001,-251968682.291743,1.290000000000001,-202861039.207946,1.290000000000001,-166825931.5417175,1.290000000000001,-139606797.1885762
1.300000000000001,-8134580974.23455,1.300000000000001,-6082919196.21482,1.300000000000001,-3756141378.935473,1.300000000000001,-2541183449.334153,1.300000000000001,-1829987078.684988,1.300000000000001,-1379005997.252974,1.300000000000001,-1075595631.665568,1.300000000000001,-861945486.2302871,1.300000000000001,-588649818.3112518,1.300000000000001,-427152214.1308611,1.300000000000001,-323946900.8601521,1.300000000000001,-254052738.0842007,1.300000000000001,-204551874.0371362,1.300000000000001,-168225125.3946464,1.300000000000001,-140783767.3630733
1.310000000000001,-8179989256.558256,1.310000000000001,-6119164961.896022,1.310000000000001,-3780517241.751342,1.310000000000001,-2558592096.408165,1.310000000000001,-1843004721.121625,1.310000000000001,-1389091782.605966,1.310000000000001,-1083631888.257812,1.310000000000001,-868495125.954862,1.310000000000001,-593236076.9345156,1.310000000000001,-430539367.5327384,1.310000000000001,-326549439.6035343,1.310000000000001,-256114385.9127514,1.310000000000001,-206225112.6941432,1.310000000000001,-169610151.6056827,1.310000000000001,-141949094.7682805
1.320000000000001,-8224184448.915639,1.320000000000001,-6154535599.889401,1.320000000000001,-3804389705.31728,1.320000000000001,-2575680937.66371,1.320000000000001,-1855804189.737089,1.320000000000001,-1399020615.229753,1.320000000000001,-1091550524.736992,1.320000000000001,-874953725.5389992,1.320000000000001,-597763613.6285597,1.320000000000001,-433885781.3047792,1.320000000000001,-329122179.99045,1.320000000000001,-258153349.6094923,1.320000000000001,-207880535.8947882,1.320000000000001,-170980832.2781019,1.320000000000001,-143102632.4570227
1.330000000000001,-8267165767.74842,1.330000000000001,-6189028323.37469,1.330000000000001,-3827755404.527825,1.330000000000001,-2592447113.447819,1.330000000000001,-1868383196.176146,1.330000000000001,-1408790674.940718,1.330000000000001,-1099350080.401363,1.330000000000001,-881320097.3719494,1.330000000000001,-602231611.030542,1.330000000000001,-437190865.3664825,1.330000000000001,-331664679.0100946,1.330000000000001,-260169285.8452813,1.330000000000001,-209517870.565623,1.330000000000001,-172336945.504316,1.330000000000001,-144244196.8284546
1.340000000000001,-8308930607.080948,1.340000000000001,-6222638900.403985,1.340000000000001,-3850610005.104864,1.340000000000001,-2608887075.04269,1.340000000000001,-1880738940.806235,1.340000000000001,-1418399749.24672,1.340000000000001,-1107028785.216837,1.340000000000001,-887592804.3819954,1.340000000000001,-606639080.5698826,1.340000000000001,-440453905.4397118,1.340000000000001,-334176399.7098441,1.340000000000001,-262161777.8855512,1.340000000000001,-211136784.7670166,1.340000000000001,-173678221.161361,1.340000000000001,-145373564.0915118
1.350000000000001,-8349474485.839678,1.350000000000001,-6255361596.506146,1.350000000000001,-3872948150.623968,1.350000000000001,-2624996540.307078,1.350000000000001,-1892868076.333171,1.350000000000001,-1427845203.466939,1.350000000000001,-1114584535.070456,1.350000000000001,-893770139.3232248,1.350000000000001,-610984847.4842485,1.350000000000001,-443674051.7865456,1.350000000000001,-336656702.4563971,1.350000000000001,-264130328.6290439,1.350000000000001,-212736882.026021,1.350000000000001,-175004336.2126709,1.350000000000001,-146490466.3095962
1.360000000000001,-8388790991.322323,1.360000000000001,-6287189113.186288,1.360000000000001,-3894763405.472802,1.360000000000001,-2640770445.648255,1.360000000000001,-1904766668.225684,1.360000000000001,-1437123948.109718,1.360000000000001,-1122014864.670875,1.360000000000001,-899850102.0359244,1.360000000000001,-615267534.3058854,1.360000000000001,-446850306.7621281,1.360000000000001,-339104835.2564831,1.360000000000001,-266074352.8842284,1.360000000000001,-214317695.0399691,1.360000000000001,-176314909.482206,1.360000000000001,-147594586.9968323
1.370000000000001,-8426871719.439434,1.370000000000001,-6318112522.818321,1.370000000000001,-3916048194.022518,1.370000000000001,-2656202894.463982,1.370000000000001,-1916430152.004812,1.370000000000001,-1446232403.516734,1.370000000000001,-1129316918.077418,1.370000000000001,-905830374.6476744,1.370000000000001,-619485542.7747704,1.370000000000001,-449981511.1388454,1.370000000000001,-341519923.0966763,1.370000000000001,-267993168.8470286,1.370000000000001,-215878678.7184157,1.370000000000001,-177609495.8722122,1.370000000000001,-148685556.2403773
1.380000000000001,-8463706212.631217,1.380000000000001,-6348121200.690227,1.380000000000001,-3936793736.499598,1.380000000000001,-2671287102.350755,1.380000000000001,-1927853287.573124,1.380000000000001,-1455166461.873149,1.380000000000001,-1136487416.910537,1.380000000000001,-911708294.7386527,1.380000000000001,-623637034.1721535,1.380000000000001,-453066329.1838308,1.380000000000001,-343900956.2804067,1.380000000000001,-269885988.7573705,1.380000000000001,-217419202.5417957,1.380000000000001,-178887580.0043644,1.380000000000001,-149762945.3300961
1.390000000000001,-8499281896.702573,1.390000000000001,-6377202755.282129,1.390000000000001,-3956989982.306737,1.390000000000001,-2686015339.577865,1.390000000000001,-1939030110.915619,1.390000000000001,-1463921446.805479,1.390000000000001,-1143522626.392829,1.390000000000001,-917480826.5719614,1.390000000000001,-627719908.119882,1.390000000000001,-456103232.5083483,1.390000000000001,-346246777.7672071,1.390000000000001,-271751908.7325627,1.390000000000001,-218938542.2311592,1.390000000000001,-180148569.2768624,1.390000000000001,-150826260.8873692
1.400000000000001,-8533584018.226905,1.400000000000001,-6405342958.250911,1.400000000000001,-3976625541.868556,1.400000000000001,-2700378871.584996,1.400000000000001,-1949953883.706621,1.400000000000001,-1472492070.948772,1.400000000000001,-1150418319.497612,1.400000000000001,-923144530.5932045,1.400000000000001,-631731779.9615941,1.400000000000001,-459090482.7582102,1.400000000000001,-348556069.5567708,1.400000000000001,-273589897.8043724,1.400000000000001,-220435870.7461461,1.400000000000001,-181391786.3484174,1.400000000000001,-151874938.4999078
1.410000000000001,-8566595584.655651,1.410000000000001,-6432525676.067855,1.410000000000001,-3995687618.480072,1.410000000000001,-2714367898.5844,1.410000000000001,-1960617041.613718,1.410000000000001,-1480872392.069497,1.410000000000001,-1157169739.647075,1.410000000000001,-928695531.5384188,1.410000000000001,-635669956.9351408,1.410000000000001,-462026113.2819094,1.410000000000001,-350827338.2112822,1.410000000000001,-275398786.2260523,1.410000000000001,-221910248.659626,1.410000000000001,-182616461.08547,1.410000000000001,-152908335.8904246
1.420000000000001,-8598297309.842531,1.420000000000001,-6458732805.819349,1.420000000000001,-4014161942.122968,1.420000000000001,-2727971495.745813,1.420000000000001,-1971011142.408905,1.420000000000001,-1489055768.587792,1.420000000000001,-1163771562.611424,1.420000000000001,-934129485.6617472,1.420000000000001,-639531413.4665186,1.420000000000001,-464907910.0015832,1.420000000000001,-353058899.67632,1.420000000000001,-277177253.1677608,1.420000000000001,-223360613.9991745,1.420000000000001,-183821722.0429964,1.420000000000001,-153925725.6752449
1.430000000000001,-8628667568.354174,1.430000000000001,-6483944218.340674,1.430000000000001,-4032032707.794457,1.430000000000001,-2741177555.920677,1.430000000000001,-1981126815.386009,1.430000000000001,-1497034815.65919,1.430000000000001,-1170217858.519967,1.430000000000001,-939441547.8093287,1.430000000000001,-643312766.0680648,1.430000000000001,-467733391.8244262,1.430000000000001,-355248863.6466348,1.430000000000001,-278923813.9862714,1.430000000000001,-224785771.6997297,1.430000000000001,-185006587.5936767,1.430000000000001,-154926287.8059447
1.440000000000001,-8657682362.695822,1.440000000000001,-6508137712.609797,1.440000000000001,-4049282521.56862,1.440000000000001,-2753972737.42701,1.440000000000001,-1990953714.047229,1.440000000000001,-1504801363.356704,1.440000000000001,-1176502055.209887,1.440000000000001,-944626339.3285297,1.440000000000001,-647010248.5121677,1.440000000000001,-470499791.0725123,1.440000000000001,-357395117.8308693,1.440000000000001,-280636807.339966,1.440000000000001,-226184382.8804775,1.440000000000001,-186169956.8767092,1.440000000000001,-155909101.8343349
1.450000000000001,-8685315308.424622,1.450000000000001,-6531288986.180159,1.450000000000001,-4065892358.378367,1.450000000000001,-2766342420.065993,1.450000000000001,-2000480474.561058,1.450000000000001,-1512346418.941249,1.450000000000001,-1182616904.5109,1.450000000000001,-949677918.1145566,1.450000000000001,-650619688.1785961,1.450000000000001,-473204034.5793399,1.450000000000001,-359495312.6011723,1.450000000000001,-282314382.5248034,1.450000000000001,-227554954.2439336,1.450000000000001,-187310600.8076818,1.450000000000001,-156873139.1999604
1.460000000000001,-8711537643.042044,1.460000000000001,-6553371627.360617,1.460000000000001,-4081841536.354274,1.460000000000001,-2778270673.267566,1.460000000000001,-2009694683.103159,1.460000000000001,-1519660135.718016,1.460000000000001,-1188554453.492198,1.460000000000001,-954589752.4588026,1.460000000000001,-654136484.7395301,1.460000000000001,-475842726.3029217,1.460000000000001,-361546846.6707094,1.460000000000001,-283954487.5323491,1.460000000000001,-228895827.9973956,1.460000000000001,-188427153.4756973,1.460000000000001,-157817255.8106176
1.470000000000001,-8736318265.522646,1.470000000000001,-6574357135.829806,1.470000000000001,-4097107713.458702,1.470000000000001,-2789740241.04399,1.470000000000001,-2018582855.855315,1.470000000000001,-1526731791.537549,1.470000000000001,-1194306023.173853,1.470000000000001,-959354700.7690011,1.470000000000001,-657555592.6478746,1.470000000000001,-478412132.5360083,1.470000000000001,-363546854.6233707,1.470000000000001,-285554858.4766469,1.470000000000001,-230205172.8162908,1.470000000000001,-189518104.3533493,1.470000000000001,-158740185.2704099
1.480000000000001,-8759623814.306133,1.480000000000001,-6594214979.354161,1.480000000000001,-4111666913.065438,1.480000000000001,-2800732549.230929,1.480000000000001,-2027130436.126868,1.480000000000001,-1533549780.590124,1.480000000000001,-1199862197.710261,1.480000000000001,-963964999.6664407,1.480000000000001,-660871509.2229465,1.480000000000001,-480908171.0483497,1.480000000000001,-365492197.3215812,1.480000000000001,-287113011.1999103,1.480000000000001,-231480976.5034555,1.480000000000001,-190581791.8577366,1.480000000000001,-159640533.2053671
1.490000000000001,-8781418792.489641,1.490000000000001,-6612912695.192706,1.490000000000001,-4125493585.989024,1.490000000000001,-2811227741.258427,1.490000000000001,-2035321813.731106,1.490000000000001,-1540101622.723392,1.490000000000001,-1205212827.558845,1.490000000000001,-968412263.4061012,1.490000000000001,-664078270.4666858,1.490000000000001,-483326405.7622824,1.490000000000001,-367379456.4317257,1.490000000000001,-288626236.0414634,1.490000000000001,-232721041.1432212,1.490000000000001,-191616398.9227175,1.490000000000001,-160516773.2407098
1.5,-8801665749.718189,1.5,-6630416045.521839,1.5,-4138560717.171381,1.5,-2821204749.337953,1.5,-2043140372.329666,1.5,-1546373995.031623,1.5,-1210347050.6077,1.5,-972687497.9743572,1.5,-667169457.0673101,1.5,-485662048.8227196,1.5,-369204934.518312,1.5,-290091596.9293904,1.5,-233922981.6959494,1.5,-192619951.3671756,1.5,-161367245.2908074
