nch18_ft (ll=3.5e-07) X,nch18_ft (ll=3.5e-07) Y,nch18_ft (ll=4e-07) X,nch18_ft (ll=4e-07) Y,nch18_ft (ll=5e-07) X,nch18_ft (ll=5e-07) Y,nch18_ft (ll=6e-07) X,nch18_ft (ll=6e-07) Y,nch18_ft (ll=7e-07) X,nch18_ft (ll=7e-07) Y,nch18_ft (ll=8e-07) X,nch18_ft (ll=8e-07) Y,nch18_ft (ll=9e-07) X,nch18_ft (ll=9e-07) Y,nch18_ft (ll=1e-06) X,nch18_ft (ll=1e-06) Y,nch18_ft (ll=1.2e-06) X,nch18_ft (ll=1.2e-06) Y,nch18_ft (ll=1.4e-06) X,nch18_ft (ll=1.4e-06) Y,nch18_ft (ll=1.6e-06) X,nch18_ft (ll=1.6e-06) Y,nch18_ft (ll=1.8e-06) X,nch18_ft (ll=1.8e-06) Y,nch18_ft (ll=2e-06) X,nch18_ft (ll=2e-06) Y,nch18_ft (ll=2.2e-06) X,nch18_ft (ll=2.2e-06) Y,nch18_ft (ll=2.4e-06) X,nch18_ft (ll=2.4e-06) Y
0.9800000000000006,-20065828490.30833,0.9800000000000006,-15507851799.53227,0.9800000000000006,-10067477371.71315,0.9800000000000006,-7066692658.608993,0.9800000000000006,-5236805805.360024,0.9800000000000006,-4038355762.585639,0.9800000000000006,-3210411395.127192,0.9800000000000006,-2614247339.916934,0.9800000000000006,-1831319218.802322,0.9800000000000006,-1354682584.219419,0.9800000000000006,-1042879003.526109,0.9800000000000006,-827698685.6151907,0.9800000000000006,-672926800.7694527,0.9800000000000006,-557872029.3016033,0.9800000000000006,-470008506.0985937
0.9900000000000007,-20264416815.64696,0.9900000000000007,-15670882862.34656,0.9900000000000007,-10181831821.2766,0.9900000000000007,-7150866272.428251,0.9900000000000007,-5301213745.77826,0.9900000000000007,-4089178677.83621,0.9900000000000007,-3251516896.599486,0.9900000000000007,-2648169821.23272,0.9900000000000007,-1855544823.872473,0.9900000000000007,-1372840214.613794,0.9900000000000007,-1056990628.156049,0.9900000000000007,-838978869.9716403,0.9900000000000007,-682148718.5411998,0.9900000000000007,-565551109.1183448,0.9900000000000007,-476501496.5971354
1.000000000000001,-20455440362.91058,1.000000000000001,-15828171274.63176,1.000000000000001,-10292632923.84132,1.000000000000001,-7232666956.376477,1.000000000000001,-5363942925.280424,1.000000000000001,-4138760041.629026,1.000000000000001,-3291671561.080489,1.000000000000001,-2681343374.933481,1.000000000000001,-1879274525.992852,1.000000000000001,-1390647334.531419,1.000000000000001,-1070842315.829501,1.000000000000001,-850059075.8008436,1.000000000000001,-691212271.3833576,1.000000000000001,-573101817.994957,1.000000000000001,-482888412.7878658
1.010000000000001,-20639146028.57793,1.010000000000001,-15979886791.08286,1.010000000000001,-10399970125.26169,1.010000000000001,-7312147432.67583,1.010000000000001,-5425027107.655405,1.010000000000001,-4187122881.828189,1.010000000000001,-3330891883.671058,1.010000000000001,-2713780287.262715,1.010000000000001,-1902515779.876623,1.010000000000001,-1408108884.828434,1.010000000000001,-1084437556.756154,1.010000000000001,-860941889.2073851,1.010000000000001,-700119447.5423559,1.010000000000001,-580525729.8907903,1.010000000000001,-489170530.4925098
1.020000000000001,-20815773178.74446,1.020000000000001,-16126194666.96996,1.020000000000001,-10503930958.94317,1.020000000000001,-7389359444.98476,1.020000000000001,-5484499481.057341,1.020000000000001,-4234289850.644129,1.020000000000001,-3369194094.768509,1.020000000000001,-2745492647.046479,1.020000000000001,-1925275916.826763,1.020000000000001,-1425229721.009247,1.020000000000001,-1097779778.232953,1.020000000000001,-871629847.8665911,1.020000000000001,-708872196.7898865,1.020000000000001,-587824387.4526311,1.020000000000001,-495349099.5560164
1.030000000000001,-20985553237.69851,1.030000000000001,-16267255274.63562,1.030000000000001,-10604600768.69772,1.030000000000001,-7464353564.205357,1.030000000000001,-5542392518.617377,1.030000000000001,-4280283121.340148,1.030000000000001,-3406594081.18631,1.030000000000001,-2776492283.852744,1.030000000000001,-1947562104.206597,1.030000000000001,-1442014584.844056,1.030000000000001,-1110872323.759277,1.030000000000001,-882125425.0607311,1.030000000000001,-717472417.8495388,1.030000000000001,-594999291.8697294,1.030000000000001,-501425335.4969558
1.040000000000001,-21148709416.53707,1.040000000000001,-16403223825.8873,1.040000000000001,-10702062494.27721,1.040000000000001,-7537179033.888783,1.040000000000001,-5598737865.595709,1.040000000000001,-4325124303.609925,1.040000000000001,-3443107320.934655,1.040000000000001,-2806790716.473939,1.040000000000001,-1969381311.270384,1.040000000000001,-1458468080.21653,1.040000000000001,-1123718435.130104,1.040000000000001,-892431015.9064556,1.040000000000001,-725921947.4926616,1.040000000000001,-602051894.0366651,1.040000000000001,-507400412.2067294
1.050000000000001,-21305456558.25222,1.050000000000001,-16534250183.33216,1.050000000000001,-10796396510.00995,1.050000000000001,-7607883649.264231,1.050000000000001,-5653566249.048496,1.050000000000001,-4368834374.75734,1.050000000000001,-3478748829.528589,1.050000000000001,-2836399110.086293,1.050000000000001,-1990740280.290292,1.050000000000001,-1474594652.462011,1.050000000000001,-1136321236.965126,1.050000000000001,-902548925.3583859,1.050000000000001,-734222550.9755734,1.050000000000001,-608983586.758428,1.050000000000001,-513275455.4778731
1.060000000000001,-21456001078.75536,1.060000000000001,-16660478745.77893,1.060000000000001,-10887680508.0701,1.060000000000001,-7676513664.578414,1.060000000000001,-5706907406.433576,1.060000000000001,-4411433624.121507,1.060000000000001,-3513533115.907382,1.060000000000001,-2865328240.604982,1.060000000000001,-2011645502.025099,1.060000000000001,-1490398570.529256,1.060000000000001,-1148683723.180908,1.060000000000001,-912481357.6103171,1.060000000000001,-742375913.5181062,1.060000000000001,-615795697.7540883,1.060000000000001,-519051537.1596224
1.070000000000001,-21600540986.05469,1.070000000000001,-16782048394.72852,1.070000000000001,-10975989418.93055,1.070000000000001,-7743113724.065789,1.070000000000001,-5758790029.96694,1.070000000000001,-4452941608.465348,1.070000000000001,-3547474146.26382,1.070000000000001,-2893588464.915702,1.070000000000001,-2032103194.670461,1.070000000000001,-1505883911.36183,1.070000000000001,-1160808744.958682,1.070000000000001,-922230406.5486665,1.070000000000001,-750383632.5486188,1.070000000000001,-622489483.2348948,1.070000000000001,-524729669.7543662
1.080000000000001,-21739265962.26727,1.080000000000001,-16899092490.69159,1.080000000000001,-11061395362.4734,1.080000000000001,-7807726812.407442,1.080000000000001,-5809241723.933057,1.080000000000001,-4493377116.313911,1.080000000000001,-3580585314.26574,1.080000000000001,-2921189695.801812,1.080000000000001,-2052119285.517859,1.080000000000001,-1521054545.952546,1.080000000000001,-1172698999.799757,1.080000000000001,-931798046.941402,1.080000000000001,-758247210.4619699,1.080000000000001,-629066121.8490766,1.080000000000001,-530310801.2814857
1.090000000000001,-21872357495.34324,1.090000000000001,-17011738909.61382,1.090000000000001,-11143967624.09419,1.090000000000001,-7870394221.077574,1.090000000000001,-5858288972.476349,1.090000000000001,-4532758139.457172,1.090000000000001,-3612879416.323681,1.090000000000001,-2948141380.514812,1.090000000000001,-2071699394.626199,1.090000000000001,-1535914126.574326,1.090000000000001,-1184357021.294852,1.090000000000001,-941186126.0700231,1.090000000000001,-765968047.6548584,1.090000000000001,-635526708.7991052,1.090000000000001,-535795810.2454782
1.100000000000001,-21999989049.32624,1.100000000000001,-17120110111.05044,1.100000000000001,-11223772650.8565,1.100000000000001,-7931155527.41984,1.100000000000001,-5905957115.70908,1.100000000000001,-4571101850.044512,1.100000000000001,-3644368630.710152,1.100000000000001,-2974452482.048811,1.100000000000001,-2090848819.877481,1.100000000000001,-1550466074.733793,1.100000000000001,-1195785169.262292,1.100000000000001,-950396355.5321583,1.100000000000001,-773547435.6171886,1.100000000000001,-641872249.9476615,1.100000000000001,-541185500.5530818
1.110000000000001,-22122326263.65811,1.110000000000001,-17224323230.98843,1.110000000000001,-11300874063.46554,1.110000000000001,-7990048583.714068,1.110000000000001,-5952270332.240465,1.110000000000001,-4608424581.884497,1.110000000000001,-3675064499.47018,1.110000000000001,-3000131462.278832,1.110000000000001,-2109572522.845893,1.110000000000001,-1564713569.430007,1.110000000000001,-1206985619.933617,1.110000000000001,-959430302.9581275,1.110000000000001,-780986549.8690239,1.110000000000001,-648103655.7360896,1.110000000000001,-546480596.229426
1.120000000000001,-22239527173.60894,1.120000000000001,-17324490193.21404,1.120000000000001,-11375332680.40226,1.120000000000001,-8047109513.85861,1.120000000000001,-5997251626.471218,1.120000000000001,-4644741814.728203,1.120000000000001,-3704977912.180401,1.120000000000001,-3025186266.209274,1.120000000000001,-2127875114.959019,1.120000000000001,-1578659535.330518,1.120000000000001,-1217960355.883556,1.120000000000001,-968289383.3964747,1.120000000000001,-788286442.5400118,1.120000000000001,-654221734.7436874,1.120000000000001,-551681735.7859489
1.130000000000001,-22351742445.07823,1.130000000000001,-17420717834.13774,1.130000000000001,-11447206551.09571,1.130000000000001,-8102372715.61684,1.130000000000001,-6040922819.208837,1.130000000000001,-4680068160.45895,1.130000000000001,-3734119090.716052,1.130000000000001,-3049624306.652588,1.130000000000001,-2145760843.470685,1.130000000000001,-1592306630.500172,1.130000000000001,-1228711155.414784,1.130000000000001,-976974850.1311001,1.130000000000001,-795448034.3921375,1.130000000000001,-660227186.7179396,1.130000000000001,-556789466.0930827
1.140000000000001,-22459115618.28319,1.140000000000001,-17513108036.75805,1.140000000000001,-11516550995.47118,1.140000000000001,-8155870866.658654,1.140000000000001,-6083304540.343176,1.140000000000001,-4714417350.236296,1.140000000000001,-3762497574.272791,1.140000000000001,-3073452448.721035,1.140000000000001,-2163233576.797939,1.140000000000001,-1605657233.335722,1.140000000000001,-1239239581.116818,1.140000000000001,-985487784.6963236,1.140000000000001,-802472106.087464,1.140000000000001,-666120594.9045938,1.140000000000001,-561804235.6084288
1.150000000000001,-22561783355.73064,1.150000000000001,-17601757870.17253,1.150000000000001,-11583418647.61518,1.150000000000001,-8207634932.875704,1.150000000000001,-6124416222.482162,1.150000000000001,-4747802221.750153,1.150000000000001,-3790122203.964879,1.150000000000001,-3096676993.566538,1.150000000000001,-2180296788.800537,1.150000000000001,-1618713428.371232,1.150000000000001,-1249546967.322629,1.150000000000001,-993829085.8563032,1.150000000000001,-809359288.4998562,1.150000000000001,-671902417.5025579,1.150000000000001,-566726386.806397
1.160000000000001,-22659875690.73544,1.160000000000001,-17686759731.65434,1.160000000000001,-11647859501.64824,1.160000000000001,-8257694177.663437,1.160000000000001,-6164276094.585944,1.160000000000001,-4780234705.833268,1.160000000000001,-3817001106.38389,1.160000000000001,-3119303660.846195,1.160000000000001,-2196953541.600297,1.160000000000001,-1631476990.626135,1.160000000000001,-1259634406.186827,1.160000000000001,-1001999457.311617,1.160000000000001,-816110051.8642902,1.160000000000001,-677572978.062,1.160000000000001,-571556147.6481788
1.170000000000001,-22753516273.45521,1.170000000000001,-17768201488.83984,1.170000000000001,-11709920958.19933,1.170000000000001,-8306076171.048547,1.170000000000001,-6202901174.756751,1.170000000000001,-4811725811.758459,1.170000000000001,-3843141675.55397,1.170000000000001,-3141337569.425484,1.170000000000001,-2213206466.550952,1.170000000000001,-1643949368.169983,1.170000000000001,-1269502732.105588,1.170000000000001,-1009999393.889083,1.170000000000001,-822724693.5487906,1.170000000000001,-683132454.6347717,1.170000000000001,-576293621.9214875
1.180000000000001,-22842822612.01798,1.180000000000001,-17846166620.02444,1.180000000000001,-11769647870.13692,1.180000000000001,-8352806797.700627,1.180000000000001,-6240307261.443911,1.180000000000001,-4842285610.613261,1.180000000000001,-3868550552.762556,1.180000000000001,-3162783215.857986,1.180000000000001,-2229057742.976948,1.180000000000001,-1656131662.576136,1.180000000000001,-1279152504.191407,1.180000000000001,-1017829165.961071,1.180000000000001,-829203324.2230225,1.180000000000001,-688580867.4747925,1.180000000000001,-580938778.2679235
1.190000000000001,-22927906306.83159,1.190000000000001,-17920734350.94786,1.190000000000001,-11827082586.43541,1.190000000000001,-8397910263.003983,1.190000000000001,-6276508922.409999,1.190000000000001,-4871923216.20016,1.190000000000001,-3893233603.780285,1.190000000000001,-3183644450.200963,1.190000000000001,-2244509074.303295,1.190000000000001,-1668024606.931169,1.190000000000001,-1288583986.505809,1.190000000000001,-1025488801.8283,1.190000000000001,-835545852.1842624,1.190000000000001,-693918065.0724444,1.190000000000001,-585491437.7024592
1.200000000000001,-23008873276.59681,1.200000000000001,-17991979786.7777,1.200000000000001,-11882264993.24757,1.200000000000001,-8441409096.483613,1.200000000000001,-6311519480.879096,1.200000000000001,-4900646762.957319,1.200000000000001,-3917195893.012191,1.200000000000001,-3203924448.742194,1.200000000000001,-2259561661.198767,1.200000000000001,-1679628541.059062,1.200000000000001,-1297797125.741039,1.200000000000001,-1032978067.785895,1.200000000000001,-841751965.5864488,1.200000000000001,-699143708.2918787,1.200000000000001,-589951259.4146732
1.210000000000001,-23085823974.90856,1.210000000000001,-18059974038.2763,1.210000000000001,-11935232551.41821,1.210000000000001,-8483324151.980753,1.210000000000001,-6345350998.351319,1.210000000000001,-4928463380.43475,1.210000000000001,-3940441654.146037,1.210000000000001,-3223625683.225365,1.210000000000001,-2274216171.352795,1.210000000000001,-1690943383.609739,1.210000000000001,-1306791526.028481,1.210000000000001,-1040296445.577405,1.210000000000001,-847821112.3021567,1.210000000000001,-704257252.3642662,1.210000000000001,-594317724.6258036
1.220000000000001,-23158853596.63144,1.220000000000001,-18124784341.36903,1.220000000000001,-11986020329.81377,1.220000000000001,-8523674604.060898,1.220000000000001,-6378014253.624396,1.220000000000001,-4955379163.895762,1.220000000000001,-3962974256.884197,1.220000000000001,-3242749886.171999,1.220000000000001,-2288472705.504227,1.220000000000001,-1701968600.65225,1.220000000000001,-1315566420.538454,1.220000000000001,-1047443106.926439,1.220000000000001,-853752477.1316409,1.220000000000001,-709257926.4742272,1.220000000000001,-598590118.2602663
1.230000000000001,-23228052273.4883,1.230000000000001,-18186474169.528,1.230000000000001,-12034661033.96327,1.230000000000001,-8562477940.214034,1.230000000000001,-6409518717.612042,1.230000000000001,-4981399140.645627,1.230000000000001,-3984796169.365308,1.230000000000001,-3261298011.908614,1.230000000000001,-2302330759.338946,1.230000000000001,-1712703170.405362,1.230000000000001,-1324120639.524979,1.230000000000001,-1054416884.822697,1.230000000000001,-859544956.059355,1.230000000000001,-714144710.6627617,1.230000000000001,-602767508.1765122
1.240000000000001,-23293505258.50671,1.240000000000001,-18245103338.54943,1.240000000000001,-12081185029.60976,1.240000000000001,-8599749948.47529,1.240000000000001,-6439872523.596246,1.240000000000001,-5006527231.721401,1.240000000000001,-4005908915.903203,1.240000000000001,-3279270192.921147,1.240000000000001,-2315789180.876612,1.240000000000001,-1723145543.735306,1.240000000000001,-1332452574.462435,1.240000000000001,-1061216241.230529,1.240000000000001,-865197127.2486284,1.240000000000001,-718916309.7598109,1.240000000000001,-606848721.6918302
1.250000000000001,-23355293099.13839,1.250000000000001,-18300728103.4401,1.250000000000001,-12125620360.86151,1.250000000000001,-8635504700.156828,1.250000000000001,-6469082432.595901,1.250000000000001,-5030766208.610737,1.250000000000001,-4026313029.696212,1.250000000000001,-3296665691.178138,1.250000000000001,-2328846122.97701,1.250000000000001,-1733293600.055193,1.250000000000001,-1340560137.922306,1.250000000000001,-1067839230.887046,1.250000000000001,-870707218.4627113,1.250000000000001,-723571124.056237,1.250000000000001,-610832319.1318504
1.260000000000001,-23413491799.00716,1.260000000000001,-18353401247.24457,1.260000000000001,-12167992762.71307,1.260000000000001,-8669754527.442612,1.260000000000001,-6497153793.582213,1.260000000000001,-5054117644.707478,1.260000000000001,-4046008000.193638,1.260000000000001,-3313482844.092778,1.260000000000001,-2341498990.618291,1.260000000000001,-1743144598.277414,1.260000000000001,-1348440718.851471,1.260000000000001,-1074283460.867672,1.260000000000001,-876073070.6092746,1.260000000000001,-728107216.4323907,1.260000000000001,-614716564.1417247
1.270000000000001,-23468172968.35137,1.270000000000001,-18403172161.74091,1.270000000000001,-12208325667.77912,1.270000000000001,-8702509995.657738,1.270000000000001,-6524090498.325479,1.270000000000001,-5076581861.260853,1.270000000000001,-4064992214.852062,1.270000000000001,-3329719004.837261,1.270000000000001,-2353744382.63799,1.270000000000001,-1752695122.505183,1.270000000000001,-1356091132.94506,1.270000000000001,-1080546045.625447,1.270000000000001,-881292097.1312801,1.270000000000001,-732522275.6839702,1.270000000000001,-618499390.5173948
1.280000000000001,-23519403963.32208,1.280000000000001,-18450086920.0158,1.280000000000001,-12246640207.15392,1.280000000000001,-8733779870.088631,1.280000000000001,-6549894930.719931,1.280000000000001,-5098157867.638166,1.280000000000001,-4083262895.077265,1.280000000000001,-3345370476.785968,1.280000000000001,-2365578027.689873,1.280000000000001,-1761941022.209242,1.280000000000001,-1363507567.863651,1.280000000000001,-1086623557.263969,1.280000000000001,-886361239.0172859,1.280000000000001,-736813575.8325322,1.280000000000001,-622178365.3587887
1.290000000000001,-23567248014.36848,1.290000000000001,-18494188341.00203,1.290000000000001,-12282955205.37691,1.290000000000001,-8763571077.301275,1.290000000000001,-6574567910.510902,1.290000000000001,-5118843295.803122,1.290000000000001,-4100816026.234796,1.290000000000001,-3360432441.954606,1.290000000000001,-2376994714.263886,1.290000000000001,-1770877346.730185,1.290000000000001,-1370685523.136878,1.290000000000001,-1092511970.892298,1.290000000000001,-891276915.2880286,1.290000000000001,-740977931.287056,1.290000000000001,-625750648.4208589
1.300000000000001,-23611764344.00703,1.300000000000001,-18535516046.12372,1.300000000000001,-12317287169.55573,1.300000000000001,-8791888660.987116,1.300000000000001,-6598108631.443321,1.300000000000001,-5138634329.020049,1.300000000000001,-4117646281.730413,1.300000000000001,-3374898883.429341,1.300000000000001,-2387988214.753659,1.300000000000001,-1779498274.087338,1.300000000000001,-1377619744.734809,1.300000000000001,-1098206605.045408,1.300000000000001,-896034968.945824,1.300000000000001,-745011647.8458122,1.300000000000001,-629212947.654246
1.310000000000001,-23653008274.31718,1.310000000000001,-18574106508.25356,1.310000000000001,-12349650272.77316,1.310000000000001,-8818735732.463371,1.310000000000001,-6620514593.971517,1.310000000000001,-5157525624.93529,1.310000000000001,-4133746941.321215,1.310000000000001,-3388762501.953423,1.310000000000001,-2398551203.748528,1.310000000000001,-1787797034.276289,1.310000000000001,-1384304154.490207,1.310000000000001,-1103702057.351232,1.310000000000001,-900630608.5632485,1.310000000000001,-748910469.7089478,1.310000000000001,-632561471.0987737
1.320000000000001,-23691031324.55122,1.320000000000001,-18609993093.24166,1.320000000000001,-12380056331.98853,1.320000000000001,-8844113416.072233,1.320000000000001,-6641781532.821508,1.320000000000001,-5175510233.370959,1.320000000000001,-4149109804.028724,1.320000000000001,-3402014627.072278,1.320000000000001,-2408675170.99123,1.320000000000001,-1795765827.515672,1.320000000000001,-1390731774.836699,1.320000000000001,-1108992135.902837,1.320000000000001,-905058345.9560351,1.320000000000001,-752669522.9286642,1.320000000000001,-635791875.5363046
1.330000000000001,-23725881299.28272,1.330000000000001,-18643206094.33141,1.330000000000001,-12408514780.7408,1.330000000000001,-8868020789.867197,1.330000000000001,-6661903339.889043,1.330000000000001,-5192579509.402081,1.330000000000001,-4163725096.301049,1.330000000000001,-3414645123.546029,1.330000000000001,-2418350329.795792,1.330000000000001,-1803395738.280538,1.330000000000001,-1396894649.711014,1.330000000000001,-1114069787.172919,1.330000000000001,-909311930.7523552,1.330000000000001,-756283256.0757151,1.330000000000001,-638899212.6437597
1.340000000000001,-23757602367.55155,1.340000000000001,-18673772759.836,1.340000000000001,-12435032637.0726,1.340000000000001,-8890454822.149105,1.340000000000001,-6680871983.196349,1.340000000000001,-5208723022.589513,1.340000000000001,-4177581376.425649,1.340000000000001,-3426642294.13829,1.340000000000001,-2427565522.183996,1.340000000000001,-1810676646.456779,1.340000000000001,-1402783762.975359,1.340000000000001,-1118927021.810977,1.340000000000001,-913384283.1593055,1.340000000000001,-759745379.3695368,1.340000000000001,-641877873.8327014
1.350000000000001,-23786235133.49881,1.350000000000001,-18701717314.51239,1.350000000000001,-12459614467.22717,1.350000000000001,-8911410304.629837,1.350000000000001,-6698677422.929116,1.350000000000001,-5223928463.619671,1.350000000000001,-4190665436.64479,1.350000000000001,-3437992780.400624,1.350000000000001,-2436308122.595403,1.350000000000001,-1817597137.593107,1.350000000000001,-1408388956.373142,1.350000000000001,-1123554840.315231,1.350000000000001,-917267426.8607467,1.350000000000001,-763048804.1264991,1.350000000000001,-644721535.5390432
1.360000000000001,-23811816699.01968,1.360000000000001,-18727060975.14159,1.360000000000001,-12482262345.82839,1.360000000000001,-8930879783.261244,1.360000000000001,-6715307525.944213,1.360000000000001,-5238181550.073779,1.360000000000001,-4202962204.989261,1.360000000000001,-3448681463.713829,1.360000000000001,-2444563942.778738,1.360000000000001,-1824144415.038195,1.360000000000001,-1413698849.861191,1.360000000000001,-1127943161.393521,1.360000000000001,-920952424.7784842,1.360000000000001,-766185585.1448061,1.360000000000001,-647423107.4517149
1.370000000000001,-23834380719.0014,1.370000000000001,-18749821960.90414,1.370000000000001,-12502975813.44068,1.370000000000001,-8948853488.083036,1.370000000000001,-6730747980.588489,1.370000000000001,-5251465933.628722,1.370000000000001,-4214454649.540747,1.370000000000001,-3458691369.639192,1.370000000000001,-2452317141.402087,1.370000000000001,-1830304217.750796,1.370000000000001,-1418700768.182476,1.370000000000001,-1132080756.835816,1.370000000000001,-924429321.4041655,1.370000000000001,-769146869.5755758,1.370000000000001,-649974687.0502646
1.380000000000001,-23853957449.75817,1.380000000000001,-18770015499.23574,1.380000000000001,-12521751832.62948,1.380000000000001,-8965319263.821548,1.380000000000001,-6744982214.212805,1.380000000000001,-5263763111.693436,1.380000000000001,-4225123688.675639,1.380000000000001,-3468003579.592936,1.380000000000001,-2459550143.042372,1.380000000000001,-1836060748.771947,1.380000000000001,-1423380678.761895,1.380000000000001,-1135955197.917015,1.380000000000001,-927687096.559568,1.380000000000001,-771922856.9216036,1.380000000000001,-652367524.8496566
1.390000000000001,-23870573791.32624,1.390000000000001,-18787653827.95679,1.390000000000001,-12538584743.90547,1.390000000000001,-8980262503.422962,1.390000000000001,-6757991316.414619,1.390000000000001,-5275052347.321792,1.390000000000001,-4234948111.845547,1.390000000000001,-3476597154.995859,1.390000000000001,-2466243572.534268,1.390000000000001,-1841396620.74597,1.390000000000001,-1427723147.41039,1.390000000000001,-1139552819.71158,1.390000000000001,-930713636.7407454,1.390000000000001,-774502776.0260637,1.390000000000001,-654592005.8903199
1.400000000000001,-23884253324.34386,1.400000000000001,-18802746194.6001,1.400000000000001,-12553466223.24585,1.400000000000001,-8993666087.235224,1.400000000000001,-6769753971.80559,1.400000000000001,-5285310602.22401,1.400000000000001,-4243904516.618099,1.400000000000001,-3484449080.367564,1.400000000000001,-2472376212.161346,1.400000000000001,-1846292826.440092,1.400000000000001,-1431711319.864155,1.400000000000001,-1142858711.173813,1.400000000000001,-933495731.5809028,1.400000000000001,-776874886.1913821,1.400000000000001,-656637654.1879119
1.410000000000001,-23895016342.31236,1.410000000000001,-18815298854.01057,1.410000000000001,-12566385243.24793,1.410000000000001,-9005510331.172062,1.410000000000001,-6780246406.984571,1.410000000000001,-5294512488.824424,1.410000000000001,-4251967269.027684,1.410000000000001,-3491534233.312807,1.410000000000001,-2477924990.812965,1.410000000000001,-1850728743.871569,1.410000000000001,-1435326938.774459,1.410000000000001,-1145856740.311559,1.410000000000001,-936019104.3094802,1.410000000000001,-779026510.778589,1.410000000000001,-658493167.9421114
1.420000000000001,-23902879880.12094,1.420000000000001,-18825315065.46698,1.420000000000001,-12577328040.38861,1.420000000000001,-9015772947.902998,1.420000000000001,-6789442357.39933,1.420000000000001,-5302630248.572721,1.420000000000001,-4259108495.744579,1.420000000000001,-3497825390.941141,1.420000000000001,-2482865015.923915,1.420000000000001,-1854682187.281877,1.420000000000001,-1438550407.246354,1.420000000000001,-1148529625.083407,1.420000000000001,-938268486.2047224,1.420000000000001,-780944112.5882046,1.420000000000001,-660146494.1046321
1.430000000000001,-23907857739.81675,1.430000000000001,-18832795090.7793,1.430000000000001,-12586278091.3427,1.430000000000001,-9024429025.916281,1.430000000000001,-6797313060.893651,1.430000000000001,-5309633765.080477,1.430000000000001,-4265298118.107269,1.430000000000001,-3503293283.888221,1.430000000000001,-2487169660.618203,1.430000000000001,-1858129516.608296,1.430000000000001,-1441360911.172308,1.430000000000001,-1150859061.528361,1.430000000000001,-940227745.6717764,1.430000000000001,-782613420.7502112,1.430000000000001,-661584951.1620913
1.440000000000001,-23909960514.7211,1.440000000000001,-18837736195.0485,1.440000000000001,-12593216101.85653,1.440000000000001,-9031451032.191658,1.440000000000001,-6803827285.933592,1.440000000000001,-5315490622.070549,1.440000000000001,-4270503939.587866,1.440000000000001,-3507906710.636602,1.440000000000001,-2490810719.783383,1.440000000000001,-1861045819.020936,1.440000000000001,-1443736613.107862,1.440000000000001,-1152825920.76107,1.440000000000001,-941880082.3915331,1.440000000000001,-784019618.4216832,1.440000000000001,-662795408.3796771
1.450000000000001,-23909195613.1278,1.450000000000001,-18840132652.04382,1.450000000000001,-12598120012.279,1.450000000000001,-9036808845.181896,1.450000000000001,-6808951403.746799,1.450000000000001,-5320166217.50844,1.450000000000001,-4274691799.636225,1.450000000000001,-3511632726.074435,1.450000000000001,-2493758649.519252,1.450000000000001,-1863405176.163877,1.450000000000001,-1445654929.901919,1.450000000000001,-1154410525.438025,1.450000000000001,-943208295.5890813,1.450000000000001,-785147598.9373262,1.450000000000001,-663764527.9321662
1.460000000000001,-23905567282.9782,1.460000000000001,-18839975756.45547,1.460000000000001,-12600965024.51732,1.460000000000001,-9040469825.810583,1.460000000000001,-6812649514.820889,1.460000000000001,-5323623946.504868,1.460000000000001,-4277825807.881639,1.460000000000001,-3514436918.923205,1.460000000000001,-2495982904.169696,1.460000000000001,-1865181029.539913,1.460000000000001,-1447092904.288561,1.460000000000001,-1155593013.701044,1.460000000000001,-944195132.477823,1.460000000000001,-785982294.833769,1.460000000000001,-664479073.0146382
1.470000000000001,-23899076639.08772,1.470000000000001,-18837253845.61917,1.470000000000001,-12601723655.90016,1.470000000000001,-9042398935.20533,1.470000000000001,-6814883641.292696,1.470000000000001,-5325825466.462858,1.470000000000001,-4279868673.108286,1.470000000000001,-3516283792.484424,1.470000000000001,-2497452383.535217,1.470000000000001,-1866346653.560156,1.470000000000001,-1448027676.748259,1.470000000000001,-1156353794.068511,1.470000000000001,-944823718.0484608,1.470000000000001,-786509079.142508,1.470000000000001,-664926280.007148
1.480000000000001,-23889721694.70344,1.480000000000001,-18831952333.68768,1.480000000000001,-12600365826.17882,1.480000000000001,-9042558908.839199,1.480000000000001,-6815613997.582067,1.480000000000001,-5326731058.263975,1.480000000000001,-4280782140.947526,1.480000000000001,-3517137261.716796,1.480000000000001,-2498135999.435687,1.480000000000001,-1866875740.7392,1.480000000000001,-1448437057.84434,1.480000000000001,-1156674088.075287,1.480000000000001,-945078060.5033499,1.480000000000001,-786714231.5267282,1.480000000000001,-665094286.151479
1.490000000000001,-23877497399.40243,1.490000000000001,-18824053761.63494,1.490000000000001,-12596858984.65372,1.490000000000001,-9040910497.56134,1.490000000000001,-6814799352.003944,1.490000000000001,-5326300096.770058,1.490000000000001,-4280527552.489829,1.490000000000001,-3516961276.55646,1.490000000000001,-2498003365.166247,1.490000000000001,-1866743096.107802,1.490000000000001,-1448300192.869759,1.490000000000001,-1156536548.76884,1.490000000000001,-944943618.0443287,1.490000000000001,-786585453.595853,1.490000000000001,-664972596.4380574
