pch18_Id_W (ll=3.5e-07) X,pch18_Id_W (ll=3.5e-07) Y,pch18_Id_W (ll=4e-07) X,pch18_Id_W (ll=4e-07) Y,pch18_Id_W (ll=5e-07) X,pch18_Id_W (ll=5e-07) Y,pch18_Id_W (ll=6e-07) X,pch18_Id_W (ll=6e-07) Y,pch18_Id_W (ll=7e-07) X,pch18_Id_W (ll=7e-07) Y,pch18_Id_W (ll=8e-07) X,pch18_Id_W (ll=8e-07) Y,pch18_Id_W (ll=9e-07) X,pch18_Id_W (ll=9e-07) Y,pch18_Id_W (ll=1e-06) X,pch18_Id_W (ll=1e-06) Y,pch18_Id_W (ll=1.2e-06) X,pch18_Id_W (ll=1.2e-06) Y,pch18_Id_W (ll=1.4e-06) X,pch18_Id_W (ll=1.4e-06) Y,pch18_Id_W (ll=1.6e-06) X,pch18_Id_W (ll=1.6e-06) Y,pch18_Id_W (ll=1.8e-06) X,pch18_Id_W (ll=1.8e-06) Y,pch18_Id_W (ll=2e-06) X,pch18_Id_W (ll=2e-06) Y,pch18_Id_W (ll=2.2e-06) X,pch18_Id_W (ll=2.2e-06) Y,pch18_Id_W (ll=2.4e-06) X,pch18_Id_W (ll=2.4e-06) Y
1.350000000000001,-45.56998891363323,1.350000000000001,-39.48358586387254,1.350000000000001,-31.09323878838208,1.350000000000001,-25.58445235509449,1.350000000000001,-21.69801384649171,1.350000000000001,-18.81510560627376,1.350000000000001,-16.59520475974231,1.350000000000001,-14.83547658816006,1.350000000000001,-12.22696011436253,1.350000000000001,-10.38988476659314,1.350000000000001,-9.028323480240358,1.350000000000001,-7.979904955349771,1.350000000000001,-7.148323006690067,1.350000000000001,-6.472935288346585,1.350000000000001,-5.913700473312334
1.360000000000001,-46.48249251100709,1.360000000000001,-40.28046515208811,1.360000000000001,-31.72689397278088,1.360000000000001,-26.1089686509842,1.360000000000001,-22.14471128057562,1.360000000000001,-19.20365844968209,1.360000000000001,-16.93874301292378,1.360000000000001,-15.14318072301298,1.360000000000001,-12.48129686823599,1.360000000000001,-10.60645538477955,1.360000000000001,-9.216804931262887,1.360000000000001,-8.146699509687771,1.360000000000001,-7.297879823224955,1.360000000000001,-6.608468352074655,1.360000000000001,-6.037605368161307
1.370000000000001,-47.39933911079677,1.370000000000001,-41.08146291513036,1.370000000000001,-32.36419765996352,1.370000000000001,-26.63671922607088,1.370000000000001,-22.59429744347599,1.370000000000001,-19.59481366060983,1.370000000000001,-17.28464487485262,1.370000000000001,-15.45304746848678,1.370000000000001,-12.73747841421461,1.370000000000001,-10.824632151078,1.370000000000001,-9.406707447792488,1.370000000000001,-8.314767710799375,1.370000000000001,-7.448590253985462,1.370000000000001,-6.745055485143543,1.370000000000001,-6.162480489752599
1.380000000000001,-48.32038668358411,1.380000000000001,-41.88645774606161,1.380000000000001,-33.00505803852442,1.380000000000001,-27.16763171242325,1.380000000000001,-23.0467133609911,1.380000000000001,-19.98852189612061,1.380000000000001,-17.63286818215951,1.380000000000001,-15.76504017550534,1.380000000000001,-12.9954759376008,1.380000000000001,-11.04439148717069,1.380000000000001,-9.598011162463273,1.380000000000001,-8.484092441007625,1.380000000000001,-7.600439291035459,1.380000000000001,-6.882683344261934,1.380000000000001,-6.288313838641589
1.390000000000001,-49.24549194648336,1.390000000000001,-42.69532675515057,1.390000000000001,-33.64938171703966,1.390000000000001,-27.70163224335131,1.390000000000001,-23.50189868509207,1.390000000000001,-20.38473256587594,1.390000000000001,-17.98336963933275,1.390000000000001,-16.07912116421773,1.390000000000001,-13.25525975733947,1.390000000000001,-11.26570907260249,1.390000000000001,-9.790695561330743,1.390000000000001,-8.65465601117652,1.390000000000001,-7.753411415261398,1.390000000000001,-7.02133812423412,1.390000000000001,-6.415092994408808
1.400000000000001,-50.17451012644152,1.400000000000001,-43.50794533794655,1.400000000000001,-34.29707350761114,1.400000000000001,-28.23864525535362,1.400000000000001,-23.95979151384545,1.400000000000001,-20.78339366836524,1.400000000000001,-18.33610466930946,1.400000000000001,-16.39525158709774,1.400000000000001,-13.51679920945785,1.400000000000001,-11.48855974377595,1.400000000000001,-9.984739395002658,1.400000000000001,-8.826440081511519,1.400000000000001,-7.90749052502477,1.400000000000001,-7.161005493097552,1.400000000000001,-6.542805056234349
1.410000000000001,-51.10729471664156,1.410000000000001,-44.3241869343074,1.410000000000001,-34.94803619799399,1.410000000000001,-28.77859327780435,1.410000000000001,-24.42032819900723,1.410000000000001,-21.18445161511244,1.410000000000001,-18.69102725251889,1.410000000000001,-16.71339128103754,1.410000000000001,-13.78006252059019,1.410000000000001,-11.71291738401701,1.410000000000001,-10.18012058169283,1.410000000000001,-8.999425575006175,1.410000000000001,-8.062659858078344,1.410000000000001,-7.30167052105434,1.410000000000001,-6.671436577723564
1.420000000000001,-52.04369722645694,1.420000000000001,-45.14392277875051,1.420000000000001,-35.60217031246312,1.420000000000001,-29.32139671034329,1.420000000000001,-24.88344314110057,1.420000000000001,-21.58785104256977,1.420000000000001,-19.0480897540209,1.420000000000001,-17.03349860803403,1.420000000000001,-14.04501667114256,1.420000000000001,-11.93875480425736,1.420000000000001,-10.37681610174668,1.420000000000001,-9.173592583100694,1.420000000000001,-8.218901906330046,1.420000000000001,-7.44331760279823,1.420000000000001,-6.80097349560361
1.430000000000001,-52.98356692573681,1.430000000000001,-45.96702164286931,1.430000000000001,-36.25937386194896,1.430000000000001,-29.86697358827035,1.430000000000001,-25.34906857209938,1.430000000000001,-21.99353461168189,1.430000000000001,-19.40724273862072,1.430000000000001,-17.35553028427611,1.430000000000001,-14.31162724781867,1.430000000000001,-12.16604361401238,1.430000000000001,-10.57480188330406,1.430000000000001,-9.348920263213227,1.430000000000001,-8.376198323119016,1.430000000000001,-7.585930372910053,1.430000000000001,-6.931401051974298
1.440000000000001,-53.92675058461808,1.440000000000001,-46.79334957099277,1.440000000000001,-36.91954208443838,1.440000000000001,-30.41523933670027,1.440000000000001,-25.81713432624843,1.440000000000001,-22.4014427954715,1.440000000000001,-19.76843477417344,1.440000000000001,-17.6794411977392,1.440000000000001,-14.57985828547073,1.440000000000001,-12.39475408253681,1.440000000000001,-10.77405267893251,1.440000000000001,-9.525386727950062,1.440000000000001,-8.534529822795587,1.440000000000001,-7.729491614106329,1.440000000000001,-7.06270370989441
1.450000000000001,-54.87309221054736,1.450000000000001,-47.62276961083587,1.450000000000001,-37.58256717723184,1.450000000000001,-30.96610651479874,1.450000000000001,-26.28756760008066,1.450000000000001,-22.81151365548104,1.450000000000001,-20.13161222372547,1.450000000000001,-18.00518421478773,1.450000000000001,-14.84967209856476,1.450000000000001,-12.62485499031373,1.450000000000001,-10.97454193329875,1.450000000000001,-9.702968926005246,1.450000000000001,-8.693876072575971,1.450000000000001,-7.873983158284338,1.450000000000001,-7.194865062230143
1.460000000000001,-55.82243278479987,1.460000000000001,-48.45514154155271,1.460000000000001,-38.24833802337184,1.460000000000001,-31.5194845521332,1.460000000000001,-26.76029270335494,1.460000000000001,-23.22368260851358,1.460000000000001,-20.49671902770285,1.460000000000001,-18.33270997679948,1.460000000000001,-15.1210291029827,1.460000000000001,-12.85631347140002,1.460000000000001,-11.17624164226564,1.460000000000001,-9.881642515038591,1.460000000000001,-8.854215576890279,1.460000000000001,-8.019385780530159,1.460000000000001,-7.327867733890291
1.470000000000001,-56.77461000147446,1.470000000000001,-49.29032160238869,1.470000000000001,-38.91673991542216,1.470000000000001,-32.07527948002878,1.470000000000001,-27.23523080345315,1.470000000000001,-23.63788218588073,1.470000000000001,-20.86369647805783,1.470000000000001,-18.66196668847164,1.470000000000001,-15.39388762943282,1.470000000000001,-13.0890948476257,1.470000000000001,-11.37912220421286,1.470000000000001,-10.06138172718469,1.470000000000001,-9.015525554766045,1.470000000000001,-8.165679086547396,1.470000000000001,-7.461693277840728
1.480000000000001,-57.7294580127471,1.480000000000001,-50.12816222605625,1.480000000000001,-39.587654280798,1.480000000000001,-32.63339366184132,1.480000000000001,-27.71229966675739,1.480000000000001,-24.05404178827934,1.480000000000001,-21.23248298713627,1.480000000000001,-18.99289990026023,1.480000000000001,-15.66820373042238,1.480000000000001,-13.32316245623765,1.480000000000001,-11.58315226490256,1.480000000000001,-10.24215922831016,1.480000000000001,-9.177781811206819,1.480000000000001,-8.312841394340102,1.480000000000001,-7.596322065631555
1.490000000000001,-58.68680718507411,1.490000000000001,-50.96851178198803,1.490000000000001,-40.26095841401012,1.490000000000001,-33.19372552723699,1.490000000000001,-28.19141340166178,1.490000000000001,-24.47208744049769,1.490000000000001,-21.60301385504519,1.490000000000001,-19.32545228835086,1.490000000000001,-15.94393098357094,1.490000000000001,-13.55847747329995,1.490000000000001,-11.78829855784965,1.490000000000001,-10.42394597270597,1.490000000000001,-9.340958604038079,1.490000000000001,-8.46084961145314,1.490000000000001,-7.731733173599692
1.5,-59.64648387203284,1.5,-51.81121433577289,1.5,-40.9365252224759,1.5,-33.75616931688714,1.5,-28.67248220916497,1.5,-24.89194155138689,1.5,-21.97522104045743,1.5,-19.65956343665031,1.5,-16.22102029500564,1.5,-13.79499873601593,1.5,-11.99452574291581,1.5,-10.60671105558573,1.5,-9.505028508314272,1.5,-8.609679109635842,1.5,-7.867904266428792
