nch18_Cgd_Cgg (ll=4e-07) X,nch18_Cgd_Cgg (ll=4e-07) Y,nch18_Cgd_Cgg (ll=5e-07) X,nch18_Cgd_Cgg (ll=5e-07) Y,nch18_Cgd_Cgg (ll=6e-07) X,nch18_Cgd_Cgg (ll=6e-07) Y,nch18_Cgd_Cgg (ll=7e-07) X,nch18_Cgd_Cgg (ll=7e-07) Y,nch18_Cgd_Cgg (ll=8e-07) X,nch18_Cgd_Cgg (ll=8e-07) Y,nch18_Cgd_Cgg (ll=9e-07) X,nch18_Cgd_Cgg (ll=9e-07) Y,nch18_Cgd_Cgg (ll=1e-06) X,nch18_Cgd_Cgg (ll=1e-06) Y,nch18_Cgd_Cgg (ll=1.2e-06) X,nch18_Cgd_Cgg (ll=1.2e-06) Y,nch18_Cgd_Cgg (ll=1.4e-06) X,nch18_Cgd_Cgg (ll=1.4e-06) Y,nch18_Cgd_Cgg (ll=1.6e-06) X,nch18_Cgd_Cgg (ll=1.6e-06) Y,nch18_Cgd_Cgg (ll=1.8e-06) X,nch18_Cgd_Cgg (ll=1.8e-06) Y,nch18_Cgd_Cgg (ll=2e-06) X,nch18_Cgd_Cgg (ll=2e-06) Y,nch18_Cgd_Cgg (ll=2.2e-06) X,nch18_Cgd_Cgg (ll=2.2e-06) Y,nch18_Cgd_Cgg (ll=2.4e-06) X,nch18_Cgd_Cgg (ll=2.4e-06) Y,nch18_Cgd_Cgg (ll=3.5e-07) X,nch18_Cgd_Cgg (ll=3.5e-07) Y
0.8600000000000005,-0.09512403126869885,0.8600000000000005,-0.07629993158870416,0.8600000000000005,-0.06367998562439497,0.8600000000000005,-0.05465209029107108,0.8600000000000005,-0.04788092662322076,0.8600000000000005,-0.04261719539484198,0.8600000000000005,-0.03840928416060217,0.8600000000000005,-0.03210476986492244,0.8600000000000005,-0.0276085470452282,0.8600000000000005,-0.02424104014185182,0.8600000000000005,-0.02162498318992381,0.8600000000000005,-0.0195342607619659,0.8600000000000005,-0.01782515031302579,0.8600000000000005,-0.01640194799101951,0.8600000000000005,-0.1084425079411574
0.8700000000000006,-0.09510162879216776,0.8700000000000006,-0.07629003745395729,0.8700000000000006,-0.06367866905707618,0.8700000000000006,-0.05465683978154824,0.8700000000000006,-0.04789012288665479,0.8700000000000006,-0.04262976088368402,0.8700000000000006,-0.03842447713003831,0.8700000000000006,-0.0321237789278798,0.8700000000000006,-0.027630189484489,0.8700000000000006,-0.02426461323662487,0.8700000000000006,-0.02165003863022594,0.8700000000000006,-0.01956049596110447,0.8700000000000006,-0.0178523515475811,0.8700000000000006,-0.01642995858080114,0.8700000000000006,-0.1084118396558655
0.8800000000000006,-0.09508449270168527,0.8800000000000006,-0.07628437621470839,0.8800000000000006,-0.06368089819714891,0.8800000000000006,-0.05466466633239077,0.8800000000000006,-0.04790206614835887,0.8800000000000006,-0.04264483388413329,0.8800000000000006,-0.03844199930725586,0.8800000000000006,-0.03214487631272108,0.8800000000000006,-0.02765377128394722,0.8800000000000006,-0.02429002882009802,0.8800000000000006,-0.02167687123242116,0.8800000000000006,-0.01958846311262373,0.8800000000000006,-0.01788125289234236,0.8800000000000006,-0.016459646619785,0.8800000000000006,-0.1083871318709281
0.8900000000000006,-0.09507185892469149,0.8900000000000006,-0.07628236408128583,0.8900000000000006,-0.06368621211234197,0.8900000000000006,-0.05467519601774903,0.8900000000000006,-0.04791644651838974,0.8900000000000006,-0.04266215324503069,0.8900000000000006,-0.03846162770510479,0.8900000000000006,-0.03216789468615332,0.8900000000000006,-0.02767916358477982,0.8900000000000006,-0.02431718616594866,0.8900000000000006,-0.02170540173230398,0.8900000000000006,-0.01961809987510894,0.8900000000000006,-0.01791180570491954,0.8900000000000006,-0.01649097479444561,0.8900000000000006,-0.1083674993753253
0.9000000000000006,-0.09506305226231235,0.9000000000000006,-0.07628348683217263,0.9000000000000006,-0.06369420632531805,0.9000000000000006,-0.05468810215057322,0.9000000000000006,-0.04793299462769893,0.9000000000000006,-0.04268149327741072,0.9000000000000006,-0.03848317088197147,0.9000000000000006,-0.0321926926447282,0.9000000000000006,-0.02770625966748288,0.9000000000000006,-0.0243460039812375,0.9000000000000006,-0.02173556828331462,0.9000000000000006,-0.01964935977237096,0.9000000000000006,-0.01794397598027246,0.9000000000000006,-0.01652391943607535,0.9000000000000006,-0.1083521587613166
0.9100000000000006,-0.09505748182497012,0.9100000000000006,-0.07628729651962414,0.9100000000000006,-0.06370453038546751,0.9100000000000006,-0.05470310344957031,0.9100000000000006,-0.04795148021504528,0.9100000000000006,-0.04270266264637839,0.9100000000000006,-0.03850646806112118,0.9100000000000006,-0.03221915414352045,0.9100000000000006,-0.02773497457536529,0.9100000000000006,-0.02437642016054399,0.9100000000000006,-0.02176732630274634,0.9100000000000006,-0.01968221210720104,0.9100000000000006,-0.01797774431568519,0.9100000000000006,-0.01655847052568486,0.9100000000000006,-0.1083404230468584
0.9200000000000006,-0.09505463654284313,0.9200000000000006,-0.07629340819374715,0.9200000000000006,-0.06371688541928815,0.9200000000000006,-0.05471996215951914,0.9200000000000006,-0.04797171065197676,0.9200000000000006,-0.04272550319216478,0.9200000000000006,-0.0385313881744142,0.9200000000000006,-0.03224718784648761,0.9200000000000006,-0.02776524466157419,0.9200000000000006,-0.02440839146731539,0.9200000000000006,-0.02180064824948725,0.9200000000000006,-0.01971664181108142,0.9200000000000006,-0.01801310581597728,0.9200000000000006,-0.01659463164317878,0.9200000000000006,-0.1083316964014184
0.9300000000000006,-0.0950540805820716,0.9300000000000006,-0.07630149651129907,0.9300000000000006,-0.06373102155078517,0.9300000000000006,-0.05473848203457226,0.9300000000000006,-0.04799352932902004,0.9300000000000006,-0.04274988861380861,0.9300000000000006,-0.0385578287719067,0.9300000000000006,-0.03227672635171916,0.9300000000000006,-0.02779702702086372,0.9300000000000006,-0.02444189310941988,0.9300000000000006,-0.02183552330463897,0.9300000000000006,-0.01975264920458277,0.9300000000000006,-0.01805006991639058,0.9300000000000006,-0.01663241984045728,0.9300000000000006,-0.1083254687837268
0.9400000000000006,-0.09505544856528696,0.9400000000000006,-0.07631129215045225,0.9400000000000006,-0.063746735129335,0.9400000000000006,-0.05475850613359333,0.9400000000000006,-0.04801681386063342,0.9400000000000006,-0.04277572297941958,0.9400000000000006,-0.03858571476622693,0.9400000000000006,-0.03230772526748333,0.9400000000000006,-0.02783029878669161,0.9400000000000006,-0.02447691819279095,0.9400000000000006,-0.02187195694133636,0.9400000000000006,-0.01979024965663443,0.9400000000000006,-0.01808866011280338,0.9400000000000006,-0.01667186542927553,0.9400000000000006,-0.108321310376041
0.9500000000000006,-0.09505844055799244,0.9500000000000006,-0.07632257800389451,0.9500000000000006,-0.06376386574524197,0.9500000000000006,-0.05477991441325287,0.9500000000000006,-0.04804147409851552,0.9500000000000006,-0.04280293905539329,0.9500000000000006,-0.03861499700613092,0.9500000000000006,-0.03234016213614904,0.9500000000000006,-0.0278650562923133,0.9500000000000006,-0.02451347705283015,0.9500000000000006,-0.02190997038408976,0.9500000000000006,-0.01982947314343341,0.9500000000000006,-0.01812891360034728,0.9500000000000006,-0.0167130116851571,0.9500000000000006,-0.1083188657702783
0.9600000000000006,-0.09506281683636478,0.9600000000000006,-0.07633518516649071,0.9600000000000006,-0.06378229304990224,0.9600000000000006,-0.05480262113604045,0.9600000000000006,-0.04806744997031966,0.9600000000000006,-0.04283149647129846,0.9600000000000006,-0.03864565069550644,0.9600000000000006,-0.0323740352212054,0.9600000000000006,-0.02790131411004088,0.9600000000000006,-0.02455159647676343,0.9600000000000006,-0.02194959996997328,0.9600000000000006,-0.01987036371854434,0.9600000000000006,-0.01817088083129755,0.9600000000000006,-0.01675591447763026,0.9600000000000006,-0.1083178479221669
0.9700000000000006,-0.09506839249418086,0.9700000000000006,-0.07634898876787342,0.9700000000000006,-0.06380193342600839,0.9700000000000006,-0.0548265721347622,0.9700000000000006,-0.04809470918212209,0.9700000000000006,-0.04286137975602883,0.9700000000000006,-0.03867767369102566,0.9700000000000006,-0.03240936218663568,0.9700000000000006,-0.027939103994817,0.9700000000000006,-0.02459131884059716,0.9700000000000006,-0.02199089643325218,0.9700000000000006,-0.01991297891407132,0.9700000000000006,-0.01821462501067214,0.9700000000000006,-0.01680064184398493,0.9700000000000006,-0.1083180319369866
0.9800000000000006,-0.09507503197528604,0.9800000000000006,-0.0763639037235261,0.9800000000000006,-0.06382273657253662,0.9800000000000006,-0.05485174199156267,0.9800000000000006,-0.04812324483732253,0.9800000000000006,-0.04289259629348047,0.9800000000000006,-0.0387110847229919,0.9800000000000006,-0.03244617870727596,0.9800000000000006,-0.02797847376623528,0.9800000000000006,-0.0246327011912716,0.9800000000000006,-0.02203392414119958,0.9800000000000006,-0.01995738909831151,0.9800000000000006,-0.01826022155299128,0.9800000000000006,-0.01684727352834281,0.9800000000000006,-0.1083192487828114
0.9900000000000007,-0.09508264363329522,0.9900000000000007,-0.07637988049015955,0.9900000000000007,-0.06384468207934105,0.9900000000000007,-0.0548781311980293,0.9900000000000007,-0.04815307303200445,0.9900000000000007,-0.04292517425246128,0.9900000000000007,-0.03874592158965866,0.9900000000000007,-0.03248453705347824,0.9900000000000007,-0.02801948616710245,0.9900000000000007,-0.02467581430804238,0.9900000000000007,-0.02207876031188145,0.9900000000000007,-0.02000367681801045,0.9900000000000007,-0.01830775752610492,0.9900000000000007,-0.01689590051007672,0.9900000000000007,-0.1083213790443917
1.000000000000001,-0.09509117442334865,1.000000000000001,-0.07639690091351198,1.000000000000001,-0.06386777606792027,1.000000000000001,-0.05490576336426211,1.000000000000001,-0.04818423048781071,1.000000000000001,-0.04295916054635548,1.000000000000001,-0.03878223937595925,1.000000000000001,-0.03252450469384725,1.000000000000001,-0.02806221773696236,1.000000000000001,-0.02472074177736478,1.000000000000001,-0.02212549424488122,1.000000000000001,-0.02005193615349619,1.000000000000001,-0.01835733110812638,1.000000000000001,-0.0169466245457307,1.000000000000001,-0.1083243468343946
1.010000000000001,-0.09510060482393902,1.010000000000001,-0.0764149742509352,1.010000000000001,-0.06389204796984661,1.010000000000001,-0.05493468254024096,1.010000000000001,-0.04821677227925992,1.010000000000001,-0.04299461887428311,1.010000000000001,-0.0388201087440968,1.010000000000001,-0.03256616295680806,1.010000000000001,-0.02810675773635427,1.010000000000001,-0.02476757911319911,1.010000000000001,-0.02217422659381307,1.010000000000001,-0.02010227211304239,1.010000000000001,-0.01840905108174914,1.010000000000001,-0.01699955774696879,1.010000000000001,-0.108328113971114
1.020000000000001,-0.09511094407281104,1.020000000000001,-0.07643413343948184,1.020000000000001,-0.06391754750432724,1.020000000000001,-0.05496495070400743,1.020000000000001,-0.04825076970455706,1.020000000000001,-0.04303162788838254,1.020000000000001,-0.03885961433695771,1.020000000000001,-0.03260960578624544,1.020000000000001,-0.02815320715278345,1.020000000000001,-0.02481643295041745,1.020000000000001,-0.02222506870567984,1.020000000000001,-0.02015480008937835,1.020000000000001,-0.01846303638709074,1.020000000000001,-0.01705482221420276,1.020000000000001,-0.1083326745160639
1.030000000000001,-0.09512222578251331,1.030000000000001,-0.0764544316649784,1.030000000000001,-0.06394434190333688,1.030000000000001,-0.05499664545978218,1.030000000000001,-0.04828630833881615,1.030000000000001,-0.04307027952271505,1.030000000000001,-0.03890085332700967,1.030000000000001,-0.03265493861942855,1.030000000000001,-0.02820167781329345,1.030000000000001,-0.0248674203336243,1.030000000000001,-0.02227814204733352,1.030000000000001,-0.02020964539692922,1.030000000000001,-0.018519415750257,1.030000000000001,-0.01711254974192029,1.030000000000001,-0.1083380497441975
1.040000000000001,-0.09513450398092305,1.040000000000001,-0.07647593927084997,1.040000000000001,-0.06397251341849337,1.040000000000001,-0.05502985797667866,1.040000000000001,-0.04832348629755246,1.040000000000001,-0.04311067750934854,1.040000000000001,-0.03894393413431465,1.040000000000001,-0.03270227740780735,1.040000000000001,-0.02825229162193024,1.040000000000001,-0.02492066811789054,1.040000000000001,-0.02233357773410489,1.040000000000001,-0.02026694290368236,1.040000000000001,-0.01857832740054888,1.040000000000001,-0.01717288160781416,1.040000000000001,-0.1083442835967728
1.050000000000001,-0.09514784960208432,1.050000000000001,-0.07649874102898487,1.050000000000001,-0.0640021571297972,1.050000000000001,-0.05506469118641936,1.050000000000001,-0.04836241272743435,1.050000000000001,-0.04315293609741333,1.050000000000001,-0.03898897532842392,1.050000000000001,-0.03275174779378535,1.050000000000001,-0.02830517993392036,1.050000000000001,-0.02497631249220797,1.050000000000001,-0.02239151617058846,1.050000000000001,-0.02032683676699028,1.050000000000001,-0.01863991888505815,1.050000000000001,-0.01723596845398122,1.050000000000001,-0.1083514386444645
1.060000000000001,-0.09516234743453604,1.060000000000001,-0.07652293377995087,1.060000000000001,-0.06403337906358936,1.060000000000001,-0.05510125824732953,1.060000000000001,-0.04840320653141231,1.060000000000001,-0.04319717898205427,1.060000000000001,-0.03903610472087491,1.060000000000001,-0.03280348444978777,1.060000000000001,-0.02836048307252186,1.060000000000001,-0.02503449863131195,1.060000000000001,-0.022452106808966,1.060000000000001,-0.02038948027846774,1.060000000000001,-0.01870434698561677,1.060000000000001,-0.01730197026499147,1.060000000000001,-0.1083595925679519
1.070000000000001,-0.09517809351894946,1.070000000000001,-0.07654862443720181,1.070000000000001,-0.06406629461627444,1.070000000000001,-0.05513968127245492,1.070000000000001,-0.04844599532698516,1.070000000000001,-0.04324353844269885,1.070000000000001,-0.03908545864819869,1.070000000000001,-0.03285763058019831,1.070000000000001,-0.02841834998954336,1.070000000000001,-0.0250953804771557,1.070000000000001,-0.02251550802635896,1.070000000000001,-0.02045503581963128,1.070000000000001,-0.018771777739873,1.070000000000001,-0.01737105644470032,1.070000000000001,-0.1083688351459898
1.080000000000001,-0.09519519297480335,1.080000000000001,-0.07657592833992619,1.080000000000001,-0.06410102727183134,1.080000000000001,-0.05518009031221222,1.080000000000001,-0.04849091462976148,1.080000000000001,-0.04329215468412752,1.080000000000001,-0.03913718143996259,1.080000000000001,-0.03291433758219878,1.080000000000001,-0.02847893806660638,1.080000000000001,-0.02515912064787219,1.080000000000001,-0.02258188711962929,1.080000000000001,-0.02052367492716142,1.080000000000001,-0.01884238656574874,1.080000000000001,-0.01744340599137205,1.080000000000001,-0.1083792657274211
1.090000000000001,-0.09521375822707262,1.090000000000001,-0.07660496793194119,1.090000000000001,-0.0641377075949352,1.090000000000001,-0.05522262257656062,1.090000000000001,-0.04853810724966311,1.090000000000001,-0.04334317536950741,1.090000000000001,-0.03919142506244395,1.090000000000001,-0.03297376485823054,1.090000000000001,-0.02854241305136396,1.090000000000001,-0.02522589046954645,1.090000000000001,-0.02265142041380837,1.090000000000001,-0.02059557846465217,1.090000000000001,-0.01891635848670431,1.090000000000001,-0.01751920776900818,1.090000000000001,-0.1083909911537906
1.100000000000001,-0.09523390759825812,1.100000000000001,-0.07663587173934117,1.100000000000001,-0.06417647247748259,1.100000000000001,-0.05526742187815033,1.100000000000001,-0.04858772288397157,1.100000000000001,-0.04339675533171813,1.100000000000001,-0.03924834892595831,1.100000000000001,-0.03303607977062555,1.100000000000001,-0.02860894912101419,1.100000000000001,-0.02529587012447582,1.100000000000001,-0.02272429347887276,1.100000000000001,-0.02067093689640024,1.100000000000001,-0.01899388845404667,1.100000000000001,-0.01759866087168955,1.100000000000001,-0.1084041240929104
1.110000000000001,-0.09525576422814538,1.110000000000001,-0.07666877361713345,1.110000000000001,-0.06421746461416734,1.110000000000001,-0.05531463827600968,1.110000000000001,-0.04863991788972565,1.110000000000001,-0.04345305644776833,1.110000000000001,-0.03930811984247098,1.110000000000001,-0.03310145772777558,1.110000000000001,-0.02867872906443155,1.110000000000001,-0.02536924890870599,1.110000000000001,-0.02280070144879701,1.110000000000001,-0.0207499506580815,1.110000000000001,-0.01907518176188305,1.110000000000001,-0.01768197507716666,1.110000000000001,-0.1084187817404534
1.120000000000001,-0.09527945528293946,1.120000000000001,-0.07670381223443311,1.120000000000001,-0.06426083218215087,1.120000000000001,-0.05536442789877998,1.120000000000001,-0.04869485521747052,1.120000000000001,-0.04351224766063648,1.120000000000001,-0.03937091211969264,1.120000000000001,-0.03317008239084415,1.120000000000001,-0.02875194457392568,1.120000000000001,-0.02544622559136233,1.120000000000001,-0.02288084943658096,1.120000000000001,-0.02083283061895969,1.120000000000001,-0.01916045455014481,1.120000000000001,-0.01776937138577685,1.120000000000001,-0.108435084845855
1.130000000000001,-0.09530511141638122,1.130000000000001,-0.07674113076852478,1.130000000000001,-0.06430672870045538,1.130000000000001,-0.05541695292698885,1.130000000000001,-0.04875270448876865,1.130000000000001,-0.04357450513322506,1.130000000000001,-0.03943690777817731,1.130000000000001,-0.03324214599028949,1.130000000000001,-0.02882879663786904,1.130000000000001,-0.02552700886850311,1.130000000000001,-0.02296495303914156,1.130000000000001,-0.02091979863045383,1.130000000000001,-0.01924993439128003,1.130000000000001,-0.01786108264093495,1.130000000000001,-0.1084531570199053
1.140000000000001,-0.09533286644762397,1.140000000000001,-0.07678087677983049,1.140000000000001,-0.06435531304614392,1.140000000000001,-0.05547238171507667,1.140000000000001,-0.0488136422009498,1.140000000000001,-0.04364001252006687,1.140000000000001,-0.03950629687879516,1.140000000000001,-0.03331784974218487,1.140000000000001,-0.0289094960260567,1.140000000000001,-0.02561181790477652,1.140000000000001,-0.0230532389264609,1.140000000000001,-0.02101108815635138,1.140000000000001,-0.01934386095663991,1.140000000000001,-0.01795735422784368,1.140000000000001,-0.1084731242838812
1.150000000000001,-0.09536285722361007,1.150000000000001,-0.07682320224221896,1.150000000000001,-0.06440674960635105,1.150000000000001,-0.05553088903560732,1.150000000000001,-0.04887785204408198,1.150000000000001,-0.04370896134376079,1.150000000000001,-0.03957927794916364,1.150000000000001,-0.03339740435534046,1.150000000000001,-0.02899426386054548,1.150000000000001,-0.02570088295694503,1.150000000000001,-0.02314594551008783,1.150000000000001,-0.02110694498059818,1.150000000000001,-0.01944248675917873,1.150000000000001,-0.01805844484762202,1.150000000000001,-0.1084951148234178
1.160000000000001,-0.09539522363710318,1.160000000000001,-0.07686826370585201,1.160000000000001,-0.0644612085475445,1.160000000000001,-0.05559265643008932,1.160000000000001,-0.04894552531689885,1.160000000000001,-0.04378155146468203,1.160000000000001,-0.03965605849903573,1.160000000000001,-0.03348103062142329,1.160000000000001,-0.02908333226575244,1.160000000000001,-0.02579444607425582,1.160000000000001,-0.02324332368691229,1.160000000000001,-0.02120762798934476,1.160000000000001,-0.01954607796977595,1.160000000000001,-0.01816462736468956,1.160000000000001,-0.1085192589141739
1.170000000000001,-0.09543010877511517,1.170000000000001,-0.07691622257267992,1.170000000000001,-0.06451886618584941,1.170000000000001,-0.05565787265294712,1.170000000000001,-0.04901686143027809,1.170000000000001,-0.04385799163417257,1.170000000000001,-0.03973685561614822,1.170000000000001,-0.03356896008153736,1.170000000000001,-0.02917694509268873,1.170000000000001,-0.02589276187160541,1.170000000000001,-0.02334563765500319,1.170000000000001,-0.02131341002472127,1.170000000000001,-0.01965491530521505,1.170000000000001,-0.01827618972591623,1.170000000000001,-0.1085456889903873
1.180000000000001,-0.09546765917602974,1.180000000000001,-0.07696724546759305,1.180000000000001,-0.06457990544470361,1.180000000000001,-0.05572673419728938,1.180000000000001,-0.04909206848872166,1.180000000000001,-0.04393850012307626,1.180000000000001,-0.03982189663553363,1.180000000000001,-0.03366143576399171,1.180000000000001,-0.0292753587133012,1.180000000000001,-0.0259960983724136,1.180000000000001,-0.02345316579916739,1.180000000000001,-0.02142457880859875,1.180000000000001,-0.01976929498657485,1.180000000000001,-0.01839343595071179,1.180000000000001,-0.1085745398314323
1.190000000000001,-0.09550802517712217,1.190000000000001,-0.07702150469100619,1.190000000000001,-0.06464451638844824,1.190000000000001,-0.05579944589313695,1.190000000000001,-0.04917136394206464,1.190000000000001,-0.04402330541907314,1.190000000000001,-0.03991141987673874,1.190000000000001,-0.03375871298919376,1.190000000000001,-0.02937884288193968,1.190000000000001,-0.02610473791904577,1.190000000000001,-0.02356620164471387,1.190000000000001,-0.02154143793534333,1.190000000000001,-0.01988952976747143,1.190000000000001,-0.01851668719185706,1.190000000000001,-0.1086059488453131
1.200000000000001,-0.09555136133731244,1.200000000000001,-0.07707917874121312,1.200000000000001,-0.06471289682261647,1.200000000000001,-0.05587622157064362,1.200000000000001,-0.04925497530128843,1.200000000000001,-0.04411264698774138,1.200000000000001,-0.04000567544472571,1.200000000000001,-0.03386106023872874,1.200000000000001,-0.02948768166193813,1.200000000000001,-0.02621897814947392,1.200000000000001,-0.02368505487866588,1.200000000000001,-0.02166430793325332,1.200000000000001,-0.02001595003221043,1.200000000000001,-0.01864628286744853,1.200000000000001,-0.1086400564315664
1.210000000000001,-0.09559782692283086,1.210000000000001,-0.07714045289716594,1.210000000000001,-0.06478525295364124,1.210000000000001,-0.05595728478253401,1.210000000000001,-0.04934314091380388,1.210000000000001,-0.04420677609360782,1.210000000000001,-0.04010492609143809,1.210000000000001,-0.03396876008669519,1.210000000000001,-0.02960217441616568,1.210000000000001,-0.02633913303962804,1.210000000000001,-0.02381005243834153,1.210000000000001,-0.02179352739497623,1.210000000000001,-0.02014890496445776,1.210000000000001,-0.01878258186482444,1.210000000000001,-0.1086770064092344
1.220000000000001,-0.09564758644598489,1.220000000000001,-0.07720551985438596,1.220000000000001,-0.06486180010243436,1.220000000000001,-0.05604286958148275,1.220000000000001,-0.0494361107948922,1.220000000000001,-0.04430595667862828,1.220000000000001,-0.04020944813607864,1.220000000000001,-0.03408211019225928,1.220000000000001,-0.02972263686116725,1.220000000000001,-0.02646553401155406,1.220000000000001,-0.02394153966780437,1.220000000000001,-0.02192945417771924,1.220000000000001,-0.02028876378749763,1.220000000000001,-0.01892596381775511,1.220000000000001,-0.1087169464983972
1.230000000000001,-0.09570081024940547,1.230000000000001,-0.07727458040850343,1.230000000000001,-0.06494276346780074,1.230000000000001,-0.05613322134946336,1.230000000000001,-0.04953414751313759,1.230000000000001,-0.04441046629656149,1.230000000000001,-0.04031953244306739,1.230000000000001,-0.03420142435315306,1.230000000000001,-0.02984940218516088,1.230000000000001,-0.02659853110804992,1.230000000000001,-0.0240798815431721,1.230000000000001,-0.02207246667449111,1.230000000000001,-0.02043591707751876,1.230000000000001,-0.01907683045850532,1.230000000000001,-0.1087600288462128
1.240000000000001,-0.09575767513003219,1.240000000000001,-0.07734784418245806,1.240000000000001,-0.06502837893694649,1.240000000000001,-0.05622859767721505,1.240000000000001,-0.04963752712866777,1.240000000000001,-0.04452059710257187,1.240000000000001,-0.04043548545742907,1.240000000000001,-0.03432703362048443,1.240000000000001,-0.02998282223069548,1.240000000000001,-0.02673849423490613,1.240000000000001,-0.02422546396815394,1.240000000000001,-0.02222296515793752,1.240000000000001,-0.02059077815164393,1.240000000000001,-0.01923560704660799,1.240000000000001,-0.1088064105905242
1.250000000000001,-0.09581836499868841,1.250000000000001,-0.07742553039469502,1.250000000000001,-0.06511889394143675,1.250000000000001,-0.05632926929291534,1.250000000000001,-0.04974654018383946,1.250000000000001,-0.04463665689812195,1.250000000000001,-0.04055763029800637,1.250000000000001,-0.03445928747574605,1.250000000000001,-0.03012326874319533,1.250000000000001,-0.02688581447222145,1.250000000000001,-0.02437869514146848,1.250000000000001,-0.02238137319855906,1.250000000000001,-0.02075378453259574,1.250000000000001,-0.01940274387632087,1.250000000000001,-0.1088562544558847
1.260000000000001,-0.09588307157243622,1.260000000000001,-0.07750786866678133,1.260000000000001,-0.06521456835786998,1.260000000000001,-0.05643552103992747,1.260000000000001,-0.04986149274668174,1.260000000000001,-0.04475897023180445,1.260000000000001,-0.04068630790941192,1.260000000000001,-0.03459855507131451,1.260000000000001,-0.03027113468693247,1.260000000000001,-0.02704090545650498,1.260000000000001,-0.02454000699797183,1.260000000000001,-0.02254813915922187,1.260000000000001,-0.02092539949196372,1.260000000000001,-0.01957871786476741,1.260000000000001,-0.1089097293783517
1.270000000000001,-0.09595199509800585,1.270000000000001,-0.07759509986976323,1.270000000000001,-0.06531567545328436,1.270000000000001,-0.05654765290412371,1.270000000000001,-0.04998270750794994,1.270000000000001,-0.04488787955722898,1.270000000000001,-0.04082187827403141,1.270000000000001,-0.03474522653602236,1.270000000000001,-0.0304268356301751,1.270000000000001,-0.02720420483541173,1.270000000000001,-0.02470985672539726,1.270000000000001,-0.02272373776788878,1.270000000000001,-0.02110611367400528,1.270000000000001,-0.01976403422268313,1.270000000000001,-0.1089670111566459
1.280000000000001,-0.09602534510550181,1.280000000000001,-0.07768747700932019,1.280000000000001,-0.06542250287591209,1.280000000000001,-0.05666598109178331,1.280000000000001,-0.05011052493305702,1.280000000000001,-0.04502374644942093,1.280000000000001,-0.04096472168567513,1.280000000000001,-0.0348997143475705,1.280000000000001,-0.03059081120135812,1.280000000000001,-0.02737617579698403,1.280000000000001,-0.02488872835857186,1.280000000000001,-0.02290867177040436,1.280000000000001,-0.02129644680176537,1.280000000000001,-0.01995922820949331,1.280000000000001,-0.1090282831282928
1.290000000000001,-0.09610334119232337,1.290000000000001,-0.07778526615034974,1.290000000000001,-0.06553535369236624,1.290000000000001,-0.05679083915944121,1.290000000000001,-0.05024530447045075,1.290000000000001,-0.04516695288142748,1.290000000000001,-0.04111524008665052,1.290000000000001,-0.03506245477362286,1.290000000000001,-0.03076352661811561,1.290000000000001,-0.02755730867519112,1.290000000000001,-0.02507713445282604,1.290000000000001,-0.02310347366495556,1.290000000000001,-0.02149694946703238,1.290000000000001,-0.02016486697412545,1.290000000000001,-0.1090937368701927
1.300000000000001,-0.09618621383781797,1.300000000000001,-0.07788874738207589,1.300000000000001,-0.0656545474726945,1.300000000000001,-0.05692257919732906,1.300000000000001,-0.05038742581819742,1.300000000000001,-0.04531790256295159,1.300000000000001,-0.04127385847010013,1.300000000000001,-0.03523390938339792,1.300000000000001,-0.03094547429089637,1.300000000000001,-0.02774812263336053,1.300000000000001,-0.02527561783804171,1.300000000000001,-0.02330870751949521,1.300000000000001,-0.02170820500524802,1.300000000000001,-0.02038155148250365,1.300000000000001,-0.1091635729237313
1.310000000000001,-0.09627420524964581,1.310000000000001,-0.07799821582510927,1.310000000000001,-0.06578042142497999,1.310000000000001,-0.05706157306821281,1.310000000000001,-0.05053729025062267,1.310000000000001,-0.04547702234286254,1.310000000000001,-0.04144102634941632,1.310000000000001,-0.0354145666314299,1.310000000000001,-0.03113717550265049,1.310000000000001,-0.02794916742677639,1.310000000000001,-0.02548475345438794,1.310000000000001,-0.02352497087294039,1.310000000000001,-0.0219308314559477,1.310000000000001,-0.02060991853206167,1.310000000000001,-0.1092380015450657
1.320000000000001,-0.09636757024317608,1.320000000000001,-0.078113982682129,1.320000000000001,-0.06591333158131386,1.320000000000001,-0.05720821370349471,1.320000000000001,-0.05069532200685191,1.320000000000001,-0.04564476367735483,1.320000000000001,-0.04161721929640495,1.320000000000001,-0.03560494351492208,1.320000000000001,-0.03133918216571865,1.320000000000001,-0.02816102524527042,1.320000000000001,-0.02570515027025379,1.320000000000001,-0.02375289672034004,1.320000000000001,-0.0221654836086076,1.320000000000001,-0.02085064285283988,1.320000000000001,-0.1093172434816296
1.330000000000001,-0.09646657715548901,1.330000000000001,-0.07823637633400102,1.330000000000001,-0.06605365403701881,1.330000000000001,-0.05736291645841766,1.330000000000001,-0.05086196974298363,1.330000000000001,-0.04582160416534588,1.330000000000001,-0.04180294054962264,1.330000000000001,-0.03580558730574152,1.330000000000001,-0.03155207865657162,1.330000000000001,-0.02838431263603739,1.330000000000001,-0.02593745328219592,1.330000000000001,-0.02399315558141735,1.330000000000001,-0.02241285513290058,1.330000000000001,-0.02110443929377,1.330000000000001,-0.1094015307762068
