nch18_Vgs_Vth (ll=3.5e-07) X,nch18_Vgs_Vth (ll=3.5e-07) Y,nch18_Vgs_Vth (ll=4e-07) X,nch18_Vgs_Vth (ll=4e-07) Y,nch18_Vgs_Vth (ll=5e-07) X,nch18_Vgs_Vth (ll=5e-07) Y,nch18_Vgs_Vth (ll=6e-07) X,nch18_Vgs_Vth (ll=6e-07) Y,nch18_Vgs_Vth (ll=7e-07) X,nch18_Vgs_Vth (ll=7e-07) Y,nch18_Vgs_Vth (ll=8e-07) X,nch18_Vgs_Vth (ll=8e-07) Y,nch18_Vgs_Vth (ll=9e-07) X,nch18_Vgs_Vth (ll=9e-07) Y,nch18_Vgs_Vth (ll=1e-06) X,nch18_Vgs_Vth (ll=1e-06) Y,nch18_Vgs_Vth (ll=1.2e-06) X,nch18_Vgs_Vth (ll=1.2e-06) Y,nch18_Vgs_Vth (ll=1.4e-06) X,nch18_Vgs_Vth (ll=1.4e-06) Y,nch18_Vgs_Vth (ll=1.6e-06) X,nch18_Vgs_Vth (ll=1.6e-06) Y,nch18_Vgs_Vth (ll=1.8e-06) X,nch18_Vgs_Vth (ll=1.8e-06) Y,nch18_Vgs_Vth (ll=2e-06) X,nch18_Vgs_Vth (ll=2e-06) Y,nch18_Vgs_Vth (ll=2.2e-06) X,nch18_Vgs_Vth (ll=2.2e-06) Y,nch18_Vgs_Vth (ll=2.4e-06) X,nch18_Vgs_Vth (ll=2.4e-06) Y
0.8900000000000006,0.3318830365911349,0.8900000000000006,0.3364744294141396,0.8900000000000006,0.3451408199873973,0.8900000000000006,0.3526332297672032,0.8900000000000006,0.358989736562867,0.8900000000000006,0.3643924114628869,0.8900000000000006,0.369017329633599,0.8900000000000006,0.3730096384776322,0.8900000000000006,0.3795324387609841,0.8900000000000006,0.384619665479177,0.8900000000000006,0.3886881246379925,0.8900000000000006,0.3920104655196282,0.8900000000000006,0.3947713478990258,0.8900000000000006,0.3970998331057636,0.8900000000000006,0.3990886418411988
0.9000000000000006,0.3418821751688237,0.9000000000000006,0.3464736601094223,0.9000000000000006,0.3551401846805031,0.9000000000000006,0.362632687738442,0.9000000000000006,0.3689892634175499,0.9000000000000006,0.3743919913636222,0.9000000000000006,0.3790169516972413,0.9000000000000006,0.3830092948943282,0.9000000000000006,0.3895321478525263,0.9000000000000006,0.3946194131287613,0.9000000000000006,0.3986879017722329,0.9000000000000006,0.4020102659495687,0.9000000000000006,0.4047711672086694,0.9000000000000006,0.407099668030862,0.9000000000000006,0.4090884898991761
0.9100000000000006,0.3518812991161709,0.9100000000000006,0.3564728772364102,0.9100000000000006,0.3651395376563968,0.9100000000000006,0.3726321354621221,0.9100000000000006,0.3789887811897698,0.9100000000000006,0.3843915631190263,0.9100000000000006,0.3890165663822295,0.9100000000000006,0.3930089445697729,0.9100000000000006,0.3995318511996296,0.9100000000000006,0.4046191557763992,0.9100000000000006,0.4086876744784297,0.9100000000000006,0.412010062408098,0.9100000000000006,0.4147709829187534,0.9100000000000006,0.4170994996650046,0.9100000000000006,0.4190883349263822
0.9200000000000006,0.3618804089273017,0.9200000000000006,0.3664720812162421,0.9200000000000006,0.3751388792329534,0.9200000000000006,0.3826315731888447,0.9200000000000006,0.3889882900839174,0.9200000000000006,0.3943911269002773,0.9200000000000006,0.3990161738349732,0.9200000000000006,0.4030085876313289,0.9200000000000006,0.4095315489025491,0.9200000000000006,0.4146188935041802,0.9200000000000006,0.4186874428257716,0.9200000000000006,0.4220098549548306,0.9200000000000006,0.4247707950815374,0.9200000000000006,0.4270993280546441,0.9200000000000006,0.4290881769645725
0.9300000000000006,0.3718795050838788,0.9300000000000006,0.3764712724608812,0.9300000000000006,0.3851382097226012,0.9300000000000006,0.392631001165664,0.9300000000000006,0.3989877903019029,0.9300000000000006,0.4043906828767241,0.9300000000000006,0.409015774200475,0.9300000000000006,0.413008224205246,0.9300000000000006,0.4195312410607835,0.9300000000000006,0.4246186263936447,0.9300000000000006,0.4286872068830234,0.9300000000000006,0.4320096436490388,0.9300000000000006,0.4347706037489959,0.9300000000000006,0.4370991532459836,0.9300000000000006,0.4390880160552931
0.9400000000000006,0.3818785880547578,0.9400000000000006,0.3864704513727193,0.9400000000000006,0.3951375294319532,0.9400000000000006,0.4026304196357675,0.9400000000000006,0.4089872820428971,0.9400000000000006,0.4143902312156734,0.9400000000000006,0.4190153676221482,0.9400000000000006,0.4230078544164955,0.9400000000000006,0.4295309277729469,0.9400000000000006,0.4346183545256703,0.9400000000000006,0.4386869667184312,0.9400000000000006,0.4420094285495743,0.9400000000000006,0.44477040897275,0.9400000000000006,0.4470989752849339,0.9400000000000006,0.4490878522398291
0.9500000000000006,0.3918776582957841,0.9500000000000006,0.3964696183443162,0.9500000000000006,0.4051368386615342,0.9500000000000006,0.4126298288382428,0.9500000000000006,0.4189867655031163,0.9500000000000006,0.4243897720822014,0.9500000000000006,0.4290149542416638,0.9500000000000006,0.4330074783886442,0.9500000000000006,0.4395306091366693,0.9500000000000006,0.4446180779804003,0.9500000000000006,0.448686722399663,0.9500000000000006,0.4520092097148163,0.9500000000000006,0.4547702108040281,0.9500000000000006,0.4570987942170588,0.9500000000000006,0.4590876855591658
0.9600000000000006,0.4018767162497213,0.9600000000000006,0.4064687737582519,0.9600000000000006,0.4151361377055971,0.9600000000000006,0.422629229007901,0.9600000000000006,0.4289862408756862,0.9600000000000006,0.4343893056390369,0.9600000000000006,0.4390145341988372,0.9600000000000006,0.4430070962437479,0.9600000000000006,0.4495302852485199,0.9600000000000006,0.4546177968371764,0.9600000000000006,0.4586864739937557,0.9600000000000006,0.4620089872026288,0.9600000000000006,0.4647700092936193,0.9600000000000006,0.4670986100875492,0.9600000000000006,0.4690875160539621
0.9700000000000006,0.4118757623462953,0.9700000000000006,0.4164679179870784,0.9700000000000006,0.4251354268520177,0.9700000000000006,0.432628620375164,0.9700000000000006,0.438985708350527,0.9700000000000006,0.4443888320464603,0.9700000000000006,0.4490141076315498,0.9700000000000006,0.4530067081022925,0.9700000000000006,0.4595299562039498,0.9700000000000006,0.4646175111744965,0.9700000000000006,0.4686862215670732,0.9700000000000006,0.4720087610703212,0.9700000000000006,0.4747698044918526,0.9700000000000006,0.4770984229412003,0.9700000000000006,0.4790873437645311
0.9800000000000006,0.4218747970023201,0.9800000000000006,0.4264670513933432,0.9800000000000006,0.4351347063822351,0.9800000000000006,0.4426280031660031,0.9800000000000006,0.4489851681142918,0.9800000000000006,0.4543883514622511,0.9800000000000006,0.4590136746756946,0.9800000000000006,0.4630063140831376,0.9800000000000006,0.4695296220972582,0.9800000000000006,0.4746172210699842,0.9800000000000006,0.4786859651852917,0.9800000000000006,0.4820085313746365,0.9800000000000006,0.4847695964485745,0.9800000000000006,0.487098232822389,0.9800000000000006,0.489087168730819
0.9900000000000007,0.4318738206218976,0.9900000000000007,0.4364661743296867,0.9900000000000007,0.4451339765712689,0.9900000000000007,0.4526273776019094,0.9900000000000007,0.4589846203503387,0.9900000000000007,0.4643878640416491,0.9900000000000007,0.4690132354651477,0.9900000000000007,0.4730059143034973,0.9900000000000007,0.4795292830215671,0.9900000000000007,0.4846169266003729,0.9900000000000007,0.488685704913372,0.9900000000000007,0.4920082981717357,0.9900000000000007,0.4947693852131372,0.9900000000000007,0.4970980397750716,0.9900000000000007,0.4990869909924022
1.000000000000001,0.4418728335966775,1.000000000000001,0.4464652871389859,1.000000000000001,0.4551332376877565,1.000000000000001,0.4626267438999079,1.000000000000001,0.4689840652387264,1.000000000000001,0.4743873699373549,1.000000000000001,0.47901279013176,1.000000000000001,0.4830055088789215,1.000000000000001,0.4895289390688187,1.000000000000001,0.4946166278414938,1.000000000000001,0.4986854408155653,1.000000000000001,0.5020080615171922,1.000000000000001,0.504769170834405,1.000000000000001,0.5070978438427768,1.000000000000001,0.5090868105884849
1.010000000000001,0.4518718363061572,1.010000000000001,0.4564643901545516,1.010000000000001,0.4651324899940378,1.010000000000001,0.4726261022725972,1.010000000000001,0.4789835029562278,1.010000000000001,0.4843868692995373,1.010000000000001,0.4890123388053643,1.010000000000001,0.4930050979233107,1.010000000000001,0.4995285903297726,1.010000000000001,0.5046163248682863,1.010000000000001,0.5086851729554105,1.010000000000001,0.5120078214659928,1.010000000000001,0.5147689533607425,1.010000000000001,0.5170976450686089,1.010000000000001,0.5190866275578983
1.020000000000001,0.4618708291180212,1.020000000000001,0.4664634837003437,1.020000000000001,0.4751317337462704,1.020000000000001,0.4826254529282111,1.020000000000001,0.488982933676387,1.020000000000001,0.4943863622758637,1.020000000000001,0.4990118816137947,1.020000000000001,0.5030046815489303,1.020000000000001,0.5095282368940209,1.020000000000001,0.5146160177548023,1.020000000000001,0.5186849013957437,1.020000000000001,0.5220075780725512,1.020000000000001,0.5247687328400295,1.020000000000001,0.5270974434952552,1.020000000000001,0.5290864419391063
1.030000000000001,0.4718698123885051,1.030000000000001,0.4764625680912303,1.030000000000001,0.4851309691945619,1.030000000000001,0.4926247960707074,1.030000000000001,0.4989823575695606,1.030000000000001,0.5043858490115398,1.030000000000001,0.5090114186829232,1.030000000000001,0.5130042598664381,1.030000000000001,0.5195278788500137,1.030000000000001,0.5246157065742251,1.030000000000001,0.5286846261987128,1.030000000000001,0.5320073313907131,1.030000000000001,0.5347685093196742,1.030000000000001,0.5370972391649909,1.030000000000001,0.5390862537702201
1.040000000000001,0.4818687864627759,1.040000000000001,0.4864616436332557,1.040000000000001,0.4951301965831212,1.040000000000001,0.5026241318998602,1.040000000000001,0.5089817748029983,1.040000000000001,0.5143853296493694,1.040000000000001,0.5190109501367073,1.040000000000001,0.5230038329849191,1.040000000000001,0.5295275162850777,1.040000000000001,0.5346153913988935,1.040000000000001,0.5386843474257969,1.040000000000001,0.5420070814737794,1.040000000000001,0.5447682828466215,1.040000000000001,0.5470970321197007,1.040000000000001,0.5490860630890018
1.050000000000001,0.4918677516753206,1.050000000000001,0.4964607106239238,1.050000000000001,0.5051294161504329,1.050000000000001,0.5126234606113783,1.050000000000001,0.5189811855409223,1.050000000000001,0.5243848043298176,1.050000000000001,0.5290104760972325,1.050000000000001,0.5330034010119362,1.050000000000001,0.539527149285465,1.050000000000001,0.5446150723003308,1.050000000000001,0.5486840651378306,1.050000000000001,0.5520068283745242,1.050000000000001,0.5547680534673747,1.050000000000001,0.5570968224008884,1.050000000000001,0.5590858699328866
1.060000000000001,0.5018667083503539,1.060000000000001,0.5064597693524917,1.060000000000001,0.5151286281294327,1.060000000000001,0.5226227823970234,1.060000000000001,0.5289805899446164,1.060000000000001,0.5343842731910758,1.060000000000001,0.5390099966847852,1.060000000000001,0.5430029640535752,1.060000000000001,0.5495267779363771,1.060000000000001,0.5546147493492737,1.060000000000001,0.5586837793950308,1.060000000000001,0.5620065721452199,1.060000000000001,0.5647678212280185,1.060000000000001,0.5670966100496996,1.060000000000001,0.5690856743389946
1.070000000000001,0.5118656568022117,1.070000000000001,0.5164588201002727,1.070000000000001,0.5251278327476895,1.070000000000001,0.5326220974447379,1.070000000000001,0.5389799881725251,1.070000000000001,0.5443837363691477,1.070000000000001,0.5490095120179054,1.070000000000001,0.5530025222145056,1.070000000000001,0.5595264023220201,1.070000000000001,0.5646144226157133,1.070000000000001,0.5686834902570318,1.070000000000001,0.5720063128376627,1.070000000000001,0.574767586174243,1.070000000000001,0.5770963951069432,1.070000000000001,0.5790854763441575
1.080000000000001,0.5218645973357509,1.080000000000001,0.52645786314094,1.080000000000001,0.5351270302276028,1.080000000000001,0.54262140593879,1.080000000000001,0.5489793803803579,1.080000000000001,0.5543831939979316,1.080000000000001,0.5590090222134644,1.080000000000001,0.5630020755980393,1.080000000000001,0.5695260225256485,1.080000000000001,0.574614092168932,1.080000000000001,0.5786831977829139,1.080000000000001,0.5820060505032036,1.080000000000001,0.5847673483513652,1.080000000000001,0.5870961776131146,1.080000000000001,0.5890852759849328
1.090000000000001,0.5318635302467494,1.090000000000001,0.536456898740822,1.090000000000001,0.5451262207865993,1.090000000000001,0.552620708059899,1.090000000000001,0.5589787667211992,1.090000000000001,0.564382646209306,1.090000000000001,0.5690085273867365,1.090000000000001,0.5730016243061909,1.090000000000001,0.5795256386296163,1.090000000000001,0.5846137580775447,1.090000000000001,0.5886829020312436,1.090000000000001,0.5920057851927818,1.090000000000001,0.5947671078043666,1.090000000000001,0.5970959576084222,1.090000000000001,0.5990850732976342
1.100000000000001,0.5418624558222889,1.100000000000001,0.5464559271592098,1.100000000000001,0.5551254046373213,1.100000000000001,0.5626200039853918,1.100000000000001,0.568978147345611,1.100000000000001,0.5743820931332208,1.100000000000001,0.5790080276514784,1.100000000000001,0.5830011684397557,1.100000000000001,0.5895252507154353,1.100000000000001,0.5946134204095548,1.100000000000001,0.5986826030601122,1.100000000000001,0.6020055169569609,1.100000000000001,0.6047668645779166,1.100000000000001,0.6070957351328145,1.100000000000001,0.6090848683183515
1.110000000000001,0.5518613743411402,1.110000000000001,0.5564549486486496,1.110000000000001,0.5651245819878342,1.110000000000001,0.5726192938893386,1.110000000000001,0.5789775224017594,1.110000000000001,0.5843815348977953,1.110000000000001,0.5890075231200097,1.110000000000001,0.5930007080983692,1.110000000000001,0.5995248588638253,1.110000000000001,0.6046130792323862,1.110000000000001,0.6086823009271787,1.110000000000001,0.6120052458459627,1.110000000000001,0.6147666187164096,1.110000000000001,0.6170955102260152,1.110000000000001,0.6190846610829859
1.120000000000001,0.5618602860741286,1.120000000000001,0.5664539634552379,1.120000000000001,0.5751237530418157,1.120000000000001,0.5826185779427014,1.120000000000001,0.5889768920355213,1.120000000000001,0.5943809716294132,1.120000000000001,0.5990070139032944,1.120000000000001,0.6030002433805943,1.120000000000001,0.6095244631547846,1.120000000000001,0.6146127346129525,1.120000000000001,0.618681995689721,1.120000000000001,0.6220049719097105,1.120000000000001,0.6247663702640069,1.120000000000001,0.6270952829275528,1.120000000000001,0.6290844516272741
1.130000000000001,0.5718591912844999,1.130000000000001,0.5764529718189002,1.130000000000001,0.5851229179987534,1.130000000000001,0.5926178563134864,1.130000000000001,0.5989762563906079,1.130000000000001,0.6043804034528212,1.130000000000001,0.6090065001110343,1.130000000000001,0.6129997743839852,1.130000000000001,0.6195240636676487,1.130000000000001,0.6246123866177024,1.130000000000001,0.6286816874046722,1.130000000000001,0.6320046951978771,1.130000000000001,0.6347661192646648,1.130000000000001,0.6370950532767966,1.130000000000001,0.6390842399868253
1.140000000000001,0.5818580902282668,1.140000000000001,0.5864519739736765,1.140000000000001,0.5951220770541411,1.140000000000001,0.6026171291668817,1.140000000000001,0.6089756156086803,1.140000000000001,0.6143798304912322,1.140000000000001,0.6190059818517498,1.140000000000001,0.6229993012051765,1.140000000000001,0.629523660481157,1.140000000000001,0.6346120353126813,1.140000000000001,0.6386813761286829,1.140000000000001,0.6420044157599181,1.140000000000001,0.64476586576219,1.140000000000001,0.6470948213129984,1.140000000000001,0.6490840261971567
1.150000000000001,0.5918569831545466,1.150000000000001,0.5964509701479914,1.150000000000001,0.605121230399664,1.150000000000001,0.6126163966654102,1.150000000000001,0.6189749698294748,1.150000000000001,0.6243792528664293,1.150000000000001,0.6290054592328767,1.150000000000001,0.6329988239399651,1.150000000000001,0.6395232536735245,1.150000000000001,0.6446116807635884,1.150000000000001,0.6486810619181729,1.150000000000001,0.652004133645137,1.150000000000001,0.654765609800273,1.150000000000001,0.6570945870753293,1.150000000000001,0.6590838102937318
1.160000000000001,0.6018558703058918,1.160000000000001,0.60644996056492,1.160000000000001,0.6151203782233957,1.160000000000001,0.6226156589690784,1.160000000000001,0.6289743191909217,1.160000000000001,0.6343786706988702,1.160000000000001,0.6390049323608599,1.160000000000001,0.6429983426833924,1.160000000000001,0.6495228433225178,1.160000000000001,0.6546113230358497,1.160000000000001,0.6586807448293891,1.160000000000001,0.6620038489027275,1.160000000000001,0.6647653514225458,1.160000000000001,0.667094350602933,1.160000000000001,0.669083592312
1.170000000000001,0.6118547519186008,1.170000000000001,0.6164489454424386,1.170000000000001,0.6251195207099745,1.170000000000001,0.6326149162355185,1.170000000000001,0.6389736638292702,1.170000000000001,0.6443780841077985,1.170000000000001,0.6490044013412546,1.170000000000001,0.6529978575298342,1.170000000000001,0.6595224295055254,1.170000000000001,0.6646109621946787,1.170000000000001,0.6686804249184672,1.170000000000001,0.6720035615818383,1.170000000000001,0.6747650906726285,1.170000000000001,0.6770941119349674,1.170000000000001,0.6790833722874495
1.180000000000001,0.6218536282230269,1.180000000000001,0.6264479249936862,1.180000000000001,0.6351186580407926,1.180000000000001,0.6426141686201401,1.180000000000001,0.6489730038792153,1.180000000000001,0.6543774932113527,1.180000000000001,0.6590038662788165,1.180000000000001,0.6629973685731011,1.180000000000001,0.6695220122996495,1.180000000000001,0.6746105983051583,1.180000000000001,0.6786801022415032,1.180000000000001,0.6820032717316301,1.180000000000001,0.6847648275941934,1.180000000000001,0.6870938711106607,1.180000000000001,0.6890831502556489
1.190000000000001,0.6318524994438677,1.190000000000001,0.6364468994271951,1.190000000000001,0.6451177903941798,1.190000000000001,0.6526134162762703,1.190000000000001,0.6589723394740208,1.190000000000001,0.664376898126679,1.190000000000001,0.6690033272776195,1.190000000000001,0.6729968759065245,1.190000000000001,0.6795215917817859,1.190000000000001,0.6846102314323151,1.190000000000001,0.6886797768546228,1.190000000000001,0.6920029794013456,1.190000000000001,0.6947645622310258,1.190000000000001,0.6970936281693754,1.190000000000001,0.6990829262523095
1.200000000000001,0.6418513658004483,1.200000000000001,0.6464458689471394,1.200000000000001,0.6551169179455756,1.200000000000001,0.6626126593553106,1.200000000000001,0.6689716707456522,1.200000000000001,0.6743762989700496,1.200000000000001,0.6790027844411543,1.200000000000001,0.6829963796230688,1.200000000000001,0.6895211680287202,1.200000000000001,0.6946098616412034,1.200000000000001,0.6986794488140605,1.200000000000001,0.7020026846403833,1.200000000000001,0.7047642946270861,1.200000000000001,0.7070933831506626,1.200000000000001,0.7090827003133438
1.210000000000001,0.6518502275069979,1.210000000000001,0.6564448337535528,1.210000000000001,0.6651160408677046,1.210000000000001,0.672611898006878,1.210000000000001,0.6789709978249051,1.210000000000001,0.6843756958569823,1.210000000000001,0.6890022378724479,1.210000000000001,0.6929958798154339,1.210000000000001,0.699520741117222,1.210000000000001,0.7046094889970006,1.210000000000001,0.7086791181762471,1.210000000000001,0.7120023874983743,1.210000000000001,0.7147640248265952,1.210000000000001,0.7170931360943423,1.210000000000001,0.7190824724749295
1.220000000000001,0.661849084772907,1.220000000000001,0.6664437940425604,1.220000000000001,0.6751151593307624,1.220000000000001,0.682611132378956,1.220000000000001,0.6889703208415426,1.220000000000001,0.6943750889023712,1.220000000000001,0.6990016876741764,1.220000000000001,0.7029953765761647,1.220000000000001,0.7095203111241533,1.220000000000001,0.7146091135651018,1.220000000000001,0.7186787849978964,1.220000000000001,0.7220020880252731,1.220000000000001,0.7247637528741089,1.220000000000001,0.727092887040576,1.220000000000001,0.7290822427735884
1.230000000000001,0.6718479378029844,1.230000000000001,0.6764427500065876,1.230000000000001,0.6851142735025754,1.230000000000001,0.6926103626180441,1.230000000000001,0.6989696399244276,1.230000000000001,0.7043744782206026,1.230000000000001,0.7090011339487922,1.230000000000001,0.7129948699977783,1.230000000000001,0.7195198781265789,1.230000000000001,0.7246087354112253,1.230000000000001,0.7286784493361125,1.230000000000001,0.7320017862714479,1.230000000000001,0.7347634788146128,1.230000000000001,0.7370926360299533,1.230000000000001,0.7390820112462628
1.240000000000001,0.6818467867977031,1.240000000000001,0.6864417018345831,1.240000000000001,0.6951133835487802,1.240000000000001,0.7026095888693112,1.240000000000001,0.7089689552016679,1.240000000000001,0.7143738639257033,1.240000000000001,0.7190005767986508,1.240000000000001,0.7229943601728829,1.240000000000001,0.7295194422018876,1.240000000000001,0.7346083546015313,1.240000000000001,0.7386781112484927,1.240000000000001,0.7420014822877939,1.240000000000001,0.7447632026936202,1.240000000000001,0.7470923831035909,1.240000000000001,0.7490817779304146
1.250000000000001,0.69184563195343,1.250000000000001,0.6964406497122149,1.250000000000001,0.7051124896329924,1.250000000000001,0.7126088112767454,1.250000000000001,0.7189682668007606,1.250000000000001,0.7243732461314726,1.250000000000001,0.729000016326152,1.250000000000001,0.7329938471943173,1.250000000000001,0.7395190034279201,1.250000000000001,0.7446079712027435,1.250000000000001,0.7486777707932573,1.250000000000001,0.7520011761258381,1.250000000000001,0.7547629245572811,1.250000000000001,0.7570921283032337,1.250000000000001,0.7590815428641164
1.260000000000001,0.7018444734626663,1.260000000000001,0.7064395938220778,1.260000000000001,0.7151115919169782,1.260000000000001,0.722608029983318,1.260000000000001,0.7289675748487411,1.260000000000001,0.7343726249516301,1.260000000000001,0.7389994526338783,1.260000000000001,0.7429933311552894,1.260000000000001,0.7495185618831111,1.260000000000001,0.7546075852822876,1.260000000000001,0.7586774280293689,1.260000000000001,0.7620008678378741,1.260000000000001,0.7647626444525117,1.260000000000001,0.7670918716713717,1.260000000000001,0.7690813060861725
1.270000000000001,0.7118433115142603,1.270000000000001,0.716438534343889,1.270000000000001,0.7251106905608246,1.270000000000001,0.7326072451311353,1.270000000000001,0.7389668794723375,1.270000000000001,0.7443720004999731,1.270000000000001,0.7489988858247566,1.270000000000001,0.7529928121495325,1.270000000000001,0.7595181176466392,1.270000000000001,0.7646071969084371,1.270000000000001,0.7686770830166871,1.270000000000001,0.7720005574770987,1.270000000000001,0.7747623624271145,1.270000000000001,0.7770916132513785,1.270000000000001,0.7790810676362381
1.280000000000001,0.7218421462936279,1.280000000000001,0.7264374714546857,1.280000000000001,0.7351097857231138,1.280000000000001,0.7426064568616069,1.280000000000001,0.7489661807981315,1.280000000000001,0.7543713728905334,1.280000000000001,0.7589983160022092,1.280000000000001,0.762992290271468,1.280000000000001,0.7695176707985891,1.280000000000001,0.7746068061504768,1.280000000000001,0.7786767358161206,1.280000000000001,0.782000245097764,1.280000000000001,0.7847620785299483,1.280000000000001,0.7870913530876412,1.280000000000001,0.7890808275549632
1.290000000000001,0.7318409779829587,1.290000000000001,0.7364364053290127,1.290000000000001,0.745108877561087,1.290000000000001,0.7526056653156068,1.290000000000001,0.7589654789527296,1.290000000000001,0.7643707422377474,1.290000000000001,0.7689977432703382,1.290000000000001,0.7729917656163767,1.290000000000001,0.7795172214201337,1.290000000000001,0.7846064130788779,1.290000000000001,0.7886763864898039,1.290000000000001,0.7919999307553535,1.290000000000001,0.7947617928110727,1.290000000000001,0.7970910912257367,1.290000000000001,0.7990805858841474
1.300000000000001,0.7418398067614234,1.300000000000001,0.7464353361391114,1.300000000000001,0.7551079662308293,1.300000000000001,0.7626048706336518,1.300000000000001,0.768964774062933,1.300000000000001,0.7743701086566395,1.300000000000001,0.7789971677340982,1.300000000000001,0.782991238280591,1.300000000000001,0.7895167695937176,1.300000000000001,0.79460601776549,1.300000000000001,0.7986760351012887,1.300000000000001,0.8019996145067628,1.300000000000001,0.804761505321944,1.300000000000001,0.8070908277125974,1.300000000000001,0.8090803426669064
1.310000000000001,0.751838632805374,1.310000000000001,0.7564342640551089,1.310000000000001,0.7651070518874401,1.310000000000001,0.7726040729560786,1.310000000000001,0.7789640662559254,1.310000000000001,0.7843694722630091,1.310000000000001,0.7889965894995024,1.310000000000001,0.7929907083616927,1.310000000000001,0.7995163154032701,1.310000000000001,0.8046056202837529,1.310000000000001,0.8086756817157466,1.310000000000001,0.8119992964105091,1.310000000000001,0.8147612161156161,1.310000000000001,0.817090562596712,1.310000000000001,0.8190800979478722
1.320000000000001,0.7618374562885347,1.320000000000001,0.7664331892451942,1.320000000000001,0.7751061346852066,1.320000000000001,0.782603272423218,1.320000000000001,0.7889633556594593,1.320000000000001,0.7943688331736287,1.320000000000001,0.7989960086738237,1.320000000000001,0.8029901759587296,1.320000000000001,0.809515858934429,1.320000000000001,0.8146052207089253,1.320000000000001,0.8186753264002086,1.320000000000001,0.8219989765269573,1.320000000000001,0.8247609252469545,1.320000000000001,0.827090295928347,1.320000000000001,0.8290798517733964
1.330000000000001,0.7718362773821944,1.330000000000001,0.776432111875813,1.330000000000001,0.7851052147777918,1.330000000000001,0.7926024691755917,1.330000000000001,0.7989626424020561,1.330000000000001,0.8043681915064598,1.330000000000001,0.8089954253658203,1.330000000000001,0.8129896411724437,1.330000000000001,0.8195154002747811,1.330000000000001,0.8246048191183281,1.330000000000001,0.8286749692238043,1.330000000000001,0.8319986549185645,1.330000000000001,0.8347606327728899,1.330000000000001,0.8370900277597739,1.330000000000001,0.8390796041917877
1.340000000000001,0.7818350962553976,1.340000000000001,0.7864310321118382,1.340000000000001,0.7951042923184144,1.340000000000001,0.8026016633541021,1.340000000000001,0.80896192661322,1.340000000000001,0.8143675473808695,1.340000000000001,0.8189948396859666,1.340000000000001,0.8229891041055188,1.340000000000001,0.8295149395141276,1.340000000000001,0.8346044155916179,1.340000000000001,0.8386746102580384,1.340000000000001,0.8419983316501534,1.340000000000001,0.8447603387526753,1.340000000000001,0.8470897581455418,1.340000000000001,0.8490793552535656
1.350000000000001,0.7918339130751225,1.350000000000001,0.796429950116757,1.350000000000001,0.8051033674600347,1.350000000000001,0.8126008551002384,1.350000000000001,0.8189612084236509,1.350000000000001,0.8243669009178755,1.350000000000001,0.8289942517467097,1.350000000000001,0.8329885648628493,1.350000000000001,0.8395144767447569,1.350000000000001,0.8446040102110752,1.350000000000001,0.8486742495770782,1.350000000000001,0.8519980067892053,1.350000000000001,0.8547600432481819,1.350000000000001,0.8570894871427566,1.350000000000001,0.8590791050117339
1.360000000000001,0.8018327280064718,1.360000000000001,0.8064288660528498,1.360000000000001,0.8151024403555468,1.360000000000001,0.8226000445562794,1.360000000000001,0.8289604879654807,1.360000000000001,0.8343662522403881,1.360000000000001,0.8389936616627353,1.360000000000001,0.8429880235518077,1.360000000000001,0.8495140120617523,1.360000000000001,0.8546036030619176,1.360000000000001,0.8586738872580789,1.360000000000001,0.8619976804061673,1.360000000000001,0.8647597463242052,1.360000000000001,0.8670892148113813,1.360000000000001,0.8690788535220884
1.370000000000001,0.8118315412128403,1.370000000000001,0.8164277800813718,1.370000000000001,0.825101511157973,1.370000000000001,0.832599231865518,1.370000000000001,0.8389597653725011,1.370000000000001,0.8443656014734715,1.370000000000001,0.8489930695512411,1.370000000000001,0.852987480282553,1.370000000000001,0.8595135455633043,1.370000000000001,0.8646031942326227,1.370000000000001,0.8686735233815069,1.370000000000001,0.8719973525747962,1.370000000000001,0.8747594480488009,1.370000000000001,0.8770889412145696,1.370000000000001,0.8790786008435219
1.380000000000001,0.8218303528561045,1.380000000000001,0.8264266923627303,1.380000000000001,0.8351005800206647,1.380000000000001,0.8425984171724732,1.380000000000001,0.8489590407804292,1.380000000000001,0.854364948744618,1.380000000000001,0.8589924755322372,1.380000000000001,0.8629869351683327,1.380000000000001,0.8695130773510527,1.380000000000001,0.8746027838152847,1.380000000000001,0.8786731580315017,1.380000000000001,0.8819970233725091,1.380000000000001,0.8847591484936301,1.380000000000001,0.887088666419009,1.380000000000001,0.8890783470383744
1.390000000000001,0.8318291630967932,1.390000000000001,0.8364256030566724,1.390000000000001,0.8450996470974973,1.390000000000001,0.8525976006231323,1.390000000000001,0.8589583143271501,1.390000000000001,0.8643642941840373,1.390000000000001,0.8689918797288494,1.390000000000001,0.8729863883258149,1.390000000000001,0.8795126075304319,1.390000000000001,0.8846023719059801,1.390000000000001,0.8886727912962451,1.390000000000001,0.8919966928807505,1.390000000000001,0.8947588477343261,1.390000000000001,0.8970883904952685,1.390000000000001,0.899078092172771
