nch18_ft  (ll=2e-07) X,nch18_ft  (ll=2e-07) Y,nch18_ft  (ll=3e-07) X,nch18_ft  (ll=3e-07) Y,nch18_ft  (ll=4e-07) X,nch18_ft  (ll=4e-07) Y,nch18_ft  (ll=5e-07) X,nch18_ft  (ll=5e-07) Y,nch18_ft  (ll=6e-07) X,nch18_ft  (ll=6e-07) Y,nch18_ft  (ll=7e-07) X,nch18_ft  (ll=7e-07) Y,nch18_ft  (ll=8e-07) X,nch18_ft  (ll=8e-07) Y,nch18_ft  (ll=9e-07) X,nch18_ft  (ll=9e-07) Y,nch18_ft  (ll=1e-06) X,nch18_ft  (ll=1e-06) Y,nch18_ft  (ll=1.2e-06) X,nch18_ft  (ll=1.2e-06) Y,nch18_ft  (ll=1.4e-06) X,nch18_ft  (ll=1.4e-06) Y,nch18_ft  (ll=1.6e-06) X,nch18_ft  (ll=1.6e-06) Y,nch18_ft  (ll=1.8e-06) X,nch18_ft  (ll=1.8e-06) Y,nch18_ft  (ll=2e-06) X,nch18_ft  (ll=2e-06) Y,nch18_ft  (ll=2.2e-06) X,nch18_ft  (ll=2.2e-06) Y,nch18_ft  (ll=2.4e-06) X,nch18_ft  (ll=2.4e-06) Y
1.340000000000001,-55445000283.93773,1.340000000000001,-28511966430.382,1.340000000000001,-17694690758.78957,1.340000000000001,-12190324942.34989,1.340000000000001,-8907022768.351217,1.340000000000001,-6815722785.750496,1.340000000000001,-5396113406.92138,1.340000000000001,-4385539334.555987,1.340000000000001,-3639087040.058638,1.340000000000001,-2628576039.36395,1.340000000000001,-1970266955.890694,1.340000000000001,-1531903386.434292,1.340000000000001,-1225349528.443685,1.340000000000001,-1002573284.608606,1.340000000000001,-835587207.9025593,1.340000000000001,-707188289.5073271
1.350000000000001,-55457137426.55992,1.350000000000001,-28557199606.85971,1.350000000000001,-17738298187.82504,1.350000000000001,-12228046422.80737,1.350000000000001,-8939941450.151484,1.350000000000001,-6843971176.499553,1.350000000000001,-5420363661.728869,1.350000000000001,-4406477903.88402,1.350000000000001,-3657299199.622319,1.350000000000001,-2642662786.204416,1.350000000000001,-1981334701.895286,1.350000000000001,-1540809997.436733,1.350000000000001,-1232662424.877812,1.350000000000001,-1008680149.285252,1.350000000000001,-840760856.1466768,1.350000000000001,-711625786.9633974
1.360000000000001,-55465984461.01402,1.360000000000001,-28599757831.83192,1.360000000000001,-17779917455.5011,1.360000000000001,-12264238368.75662,1.360000000000001,-8971686534.54195,1.360000000000001,-6871286002.245811,1.360000000000001,-5443849762.177203,1.360000000000001,-4426776403.071512,1.360000000000001,-3674964948.514961,1.360000000000001,-2656332847.863902,1.360000000000001,-1992084610.276613,1.360000000000001,-1549467217.01455,1.360000000000001,-1239774910.279073,1.360000000000001,-1014622690.817805,1.360000000000001,-845797454.7739612,1.360000000000001,-715947306.8825881
1.370000000000001,-55471647790.45953,1.370000000000001,-28639700884.75099,1.370000000000001,-17819578466.56126,1.370000000000001,-12298913377.60228,1.370000000000001,-9002260402.297901,1.370000000000001,-6897663595.158072,1.370000000000001,-5466564278.025505,1.370000000000001,-4446424965.649099,1.370000000000001,-3692072789.198286,1.370000000000001,-2669572820.171583,1.370000000000001,-2002504480.244457,1.370000000000001,-1557864172.931859,1.370000000000001,-1246677357.35089,1.370000000000001,-1020392384.19782,1.370000000000001,-850689433.4429581,1.370000000000001,-720146099.3133332
1.380000000000001,-55474229139.63588,1.380000000000001,-28677086386.57097,1.380000000000001,-17857309907.05079,1.380000000000001,-12332083074.69737,1.380000000000001,-9031664495.876614,1.380000000000001,-6923099278.413051,1.380000000000001,-5488498660.949411,1.380000000000001,-4465412485.606053,1.380000000000001,-3708609862.217134,1.380000000000001,-2682367711.002504,1.380000000000001,-2012580594.596786,1.380000000000001,-1565988578.699174,1.380000000000001,-1253358836.228878,1.380000000000001,-1025979512.145422,1.380000000000001,-855428133.2577618,1.380000000000001,-724214420.7932907
1.390000000000001,-55473825813.10346,1.390000000000001,-28711969892.81725,1.390000000000001,-17893139273.82054,1.390000000000001,-12363758106.31737,1.390000000000001,-9059899286.893002,1.390000000000001,-6947587310.473562,1.390000000000001,-5509643166.202197,1.390000000000001,-4483726516.756699,1.390000000000001,-3724561823.999425,1.390000000000001,-2694700780.240411,1.390000000000001,-2022297552.248405,1.390000000000001,-1573826567.533931,1.390000000000001,-1259806954.975091,1.390000000000001,-1031373014.708548,1.390000000000001,-860003666.4891942,1.390000000000001,-728143404.3119724
1.400000000000001,-55470530937.53302,1.400000000000001,-28744404981.65224,1.400000000000001,-17927092901.58495,1.400000000000001,-12393948130.13335,1.400000000000001,-9086964240.248035,1.400000000000001,-6971120824.723863,1.400000000000001,-5529986768.138821,1.400000000000001,-4501353164.517367,1.400000000000001,-3739912715.962448,1.400000000000001,-2706553371.273317,1.400000000000001,-2031638091.991695,1.400000000000001,-1581362518.052499,1.400000000000001,-1266007692.731703,1.400000000000001,-1036560332.606118,1.400000000000001,-864404771.1211311,1.400000000000001,-731922925.0973011
1.410000000000001,-55464433689.15775,1.410000000000001,-28774443337.24642,1.410000000000001,-17959195987.6273,1.410000000000001,-12422661803.17138,1.410000000000001,-9112857774.852121,1.410000000000001,-6993691764.435781,1.410000000000001,-5549517069.733403,1.410000000000001,-4518276970.595242,1.410000000000001,-3754644826.125525,1.410000000000001,-2717904738.089429,1.410000000000001,-2040582912.768652,1.410000000000001,-1588578877.930174,1.410000000000001,-1271945232.442234,1.410000000000001,-1041527251.634551,1.410000000000001,-868618667.74216,1.410000000000001,-735541469.7870406
1.420000000000001,-55455619507.41677,1.420000000000001,-28802134828.74783,1.420000000000001,-17989472614.23944,1.420000000000001,-12449906767.246,1.420000000000001,-9137577220.91432,1.420000000000001,-7015290813.134297,1.420000000000001,-5568220206.456567,1.420000000000001,-4534480791.580883,1.420000000000001,-3768738545.340227,1.420000000000001,-2728731874.423841,1.420000000000001,-2049110498.87753,1.420000000000001,-1595455995.461439,1.420000000000001,-1277601804.083814,1.420000000000001,-1046257759.657206,1.420000000000001,-872630930.5363113,1.420000000000001,-738986020.7228347
1.430000000000001,-55444170295.75,1.430000000000001,-28827527585.12988,1.430000000000001,-18017945768.97788,1.430000000000001,-12475689631.85988,1.430000000000001,-9161118773.808168,1.430000000000001,-7035907320.565159,1.430000000000001,-5586080745.20572,1.430000000000001,-4549945673.115555,1.430000000000001,-3782172221.500863,1.430000000000001,-2739009354.603297,1.430000000000001,-2057196962.741995,1.430000000000001,-1601971973.856289,1.430000000000001,-1282957554.653885,1.430000000000001,-1050733933.14967,1.430000000000001,-876425389.5607041,1.430000000000001,-742241972.405748
1.440000000000001,-55430164610.45928,1.440000000000001,-28850668066.18467,1.440000000000001,-18044637362.81397,1.440000000000001,-12500015954.57116,1.440000000000001,-9183477444.580526,1.440000000000001,-7055529224.645,1.440000000000001,-5603081579.42136,1.440000000000001,-4564650722.219634,1.440000000000001,-3794922016.777838,1.440000000000001,-2748709199.887749,1.440000000000001,-2064815923.270191,1.440000000000001,-1608102569.30452,1.440000000000001,-1287990467.729218,1.440000000000001,-1054935876.912073,1.440000000000001,-879984087.9905382,1.440000000000001,-745293103.3713981
1.450000000000001,-55413677838.47239,1.450000000000001,-28871601129.91469,1.450000000000001,-18069568246.2506,1.450000000000001,-12522890218.83996,1.450000000000001,-9204647007.244287,1.450000000000001,-7074142970.014007,1.450000000000001,-5619203822.108336,1.450000000000001,-4578572981.583292,1.450000000000001,-3806961775.122255,1.450000000000001,-2757800789.299976,1.450000000000001,-2071938444.424249,1.450000000000001,-1613821161.187381,1.450000000000001,-1292676362.970356,1.450000000000001,-1058841747.946355,1.450000000000001,-883287325.0044965,1.450000000000001,-748121633.2280653
1.460000000000001,-55394782364.80179,1.460000000000001,-28890370096.56145,1.460000000000001,-18092758223.47346,1.460000000000001,-12544315809.38358,1.460000000000001,-9224619943.091917,1.460000000000001,-7091733424.123409,1.460000000000001,-5634426699.249917,1.460000000000001,-4591687311.20188,1.460000000000001,-3818262910.114506,1.460000000000001,-2766250840.11846,1.460000000000001,-2078533066.138824,1.460000000000001,-1619098830.775345,1.460000000000001,-1296989013.675227,1.460000000000001,-1062427901.601102,1.460000000000001,-886313821.2791978,1.460000000000001,-750708400.0391206
1.470000000000001,-55373547730.43341,1.470000000000001,-28907016809.49742,1.470000000000001,-18114226064.59711,1.470000000000001,-12564294985.08996,1.470000000000001,-9243387382.394688,1.470000000000001,-7108283792.196075,1.470000000000001,-5648727447.093559,1.470000000000001,-4603966284.756678,1.470000000000001,-3828794326.74544,1.470000000000001,-2774023490.098215,1.470000000000001,-2084565967.464646,1.470000000000001,-1623904592.15711,1.470000000000001,-1300900426.830118,1.470000000000001,-1065669203.056762,1.470000000000001,-889041047.6179477,1.470000000000001,-753033195.4810947
1.480000000000001,-55350040781.3326,1.480000000000001,-28921581693.19661,1.480000000000001,-18133989516.06742,1.480000000000001,-12582828849.57254,1.480000000000001,-9260939044.016047,1.480000000000001,-7123775532.918564,1.480000000000001,-5662081218.050009,1.480000000000001,-4615380110.657034,1.480000000000001,-3838522394.938234,1.480000000000001,-2781080520.405718,1.480000000000001,-2090001308.408831,1.480000000000001,-1628205823.990018,1.480000000000001,-1304381332.572949,1.480000000000001,-1068539547.272781,1.480000000000001,-891445755.1398325,1.480000000000001,-755075291.3465424
1.490000000000001,-55324325809.21788,1.490000000000001,-28934103808.48094,1.490000000000001,-18152065309.271,1.490000000000001,-12599917319.4848,1.490000000000001,-9277263173.67482,1.490000000000001,-7138188277.381157,1.490000000000001,-5674461001.523503,1.490000000000001,-4625896590.712857,1.490000000000001,-3847410997.455108,1.490000000000001,-2787381763.981526,1.490000000000001,-2094801800.212821,1.490000000000001,-1631968949.994124,1.490000000000001,-1307401925.180537,1.490000000000001,-1071012622.117472,1.490000000000001,-893504734.2564278,1.490000000000001,-756814177.7599256
1.5,-55296464684.68624,1.5,-28944620905.2379,1.5,-18168469167.40564,1.5,-12615559090.76616,1.5,-9292346481.857422,1.5,-7151499754.607091,1.5,-5685837567.923865,1.5,-4635481132.982403,1.5,-3855421680.014115,1.5,-2792885746.655933,1.5,-2098929550.698579,1.5,-1635160406.238341,1.5,-1309932881.825567,1.5,-1073062929.045506,1.5,-895195806.358892,1.5,-758230508.5137835
