nch18_Cgd_Cgg (ll=2e-07) X,nch18_Cgd_Cgg (ll=2e-07) Y,nch18_Cgd_Cgg (ll=3e-07) X,nch18_Cgd_Cgg (ll=3e-07) Y,nch18_Cgd_Cgg (ll=4e-07) X,nch18_Cgd_Cgg (ll=4e-07) Y,nch18_Cgd_Cgg (ll=5e-07) X,nch18_Cgd_Cgg (ll=5e-07) Y,nch18_Cgd_Cgg (ll=6e-07) X,nch18_Cgd_Cgg (ll=6e-07) Y,nch18_Cgd_Cgg (ll=7e-07) X,nch18_Cgd_Cgg (ll=7e-07) Y,nch18_Cgd_Cgg (ll=8e-07) X,nch18_Cgd_Cgg (ll=8e-07) Y,nch18_Cgd_Cgg (ll=9e-07) X,nch18_Cgd_Cgg (ll=9e-07) Y,nch18_Cgd_Cgg (ll=1e-06) X,nch18_Cgd_Cgg (ll=1e-06) Y,nch18_Cgd_Cgg (ll=1.2e-06) X,nch18_Cgd_Cgg (ll=1.2e-06) Y,nch18_Cgd_Cgg (ll=1.4e-06) X,nch18_Cgd_Cgg (ll=1.4e-06) Y,nch18_Cgd_Cgg (ll=1.6e-06) X,nch18_Cgd_Cgg (ll=1.6e-06) Y,nch18_Cgd_Cgg (ll=1.8e-06) X,nch18_Cgd_Cgg (ll=1.8e-06) Y,nch18_Cgd_Cgg (ll=2e-06) X,nch18_Cgd_Cgg (ll=2e-06) Y,nch18_Cgd_Cgg (ll=2.2e-06) X,nch18_Cgd_Cgg (ll=2.2e-06) Y,nch18_Cgd_Cgg (ll=2.4e-06) X,nch18_Cgd_Cgg (ll=2.4e-06) Y
1.260000000000001,-0.2203383376181278,1.260000000000001,-0.1606050123666806,1.260000000000001,-0.1262803714875457,1.260000000000001,-0.1043709101461282,1.260000000000001,-0.08922071907908018,1.260000000000001,-0.07812697362407151,1.260000000000001,-0.06965698640283162,1.260000000000001,-0.06298211227254043,1.260000000000001,-0.05758957735564244,1.260000000000001,-0.04942062895943979,1.260000000000001,-0.04324500721029368,1.260000000000001,-0.0385922205029896,1.260000000000001,-0.03496418103099047,1.260000000000001,-0.03205830346804833,1.260000000000001,-0.02968021617238839,1.260000000000001,-0.02769939203262824
1.270000000000001,-0.2203616728597948,1.270000000000001,-0.160647807271412,1.270000000000001,-0.126340206473767,1.270000000000001,-0.1044466002733715,1.270000000000001,-0.08931145519825504,1.270000000000001,-0.07823181552329167,1.270000000000001,-0.06977508371963168,1.270000000000001,-0.06311269843754916,1.270000000000001,-0.05773195989383842,1.270000000000001,-0.04958477686401485,1.270000000000001,-0.04341784602630922,1.270000000000001,-0.03877298895445534,1.270000000000001,-0.03515222710830862,1.270000000000001,-0.03225306239350183,1.270000000000001,-0.02988119427399569,1.270000000000001,-0.02790615446844181
1.280000000000001,-0.2203848684350181,1.280000000000001,-0.1606915175385988,1.280000000000001,-0.1264019413659502,1.280000000000001,-0.1045251266035286,1.280000000000001,-0.08940592409822341,1.280000000000001,-0.0783412467722352,1.280000000000001,-0.0698985881571947,1.280000000000001,-0.06324947258716504,1.280000000000001,-0.05788127649388352,1.280000000000001,-0.04975725511548209,1.280000000000001,-0.04359955201270043,1.280000000000001,-0.03896311784568163,1.280000000000001,-0.03535008914827186,1.280000000000001,-0.03245805976193951,1.280000000000001,-0.03009280414791252,1.280000000000001,-0.02812391611846722
1.290000000000001,-0.2204080810467766,1.290000000000001,-0.16073631455228,1.290000000000001,-0.1264657789446738,1.290000000000001,-0.1046067303700299,1.290000000000001,-0.08950440908875591,1.290000000000001,-0.07845559421965068,1.290000000000001,-0.07002787047838335,1.290000000000001,-0.0633928491349285,1.290000000000001,-0.05803798457273303,1.290000000000001,-0.0499386043655644,1.290000000000001,-0.04379069197354076,1.290000000000001,-0.03916319933281891,1.290000000000001,-0.03555838362489053,1.290000000000001,-0.03267393525013193,1.290000000000001,-0.03031570755398385,1.290000000000001,-0.02835335973940802
1.300000000000001,-0.2204314569481353,1.300000000000001,-0.1607823642530368,1.300000000000001,-0.1265319210973528,1.300000000000001,-0.1046916561944589,1.300000000000001,-0.08960720094597809,1.300000000000001,-0.07857519607937249,1.300000000000001,-0.07016331654443114,1.300000000000001,-0.06354326117022434,1.300000000000001,-0.05820256365264748,1.300000000000001,-0.05012939381383197,1.300000000000001,-0.04399186351949587,1.300000000000001,-0.03937385844823341,1.300000000000001,-0.03577776179656401,1.300000000000001,-0.03290136508735329,1.300000000000001,-0.03055060444976892,1.300000000000001,-0.02859520782208689
1.310000000000001,-0.2204551330712216,1.310000000000001,-0.1608298281676009,1.310000000000001,-0.1266005698819369,1.310000000000001,-0.1047801532492097,1.310000000000001,-0.08971459920824552,1.310000000000001,-0.07870040337789444,1.310000000000001,-0.07030532892291852,1.310000000000001,-0.06370116222941263,1.310000000000001,-0.05837551729451262,1.310000000000001,-0.05033022345401969,1.310000000000001,-0.04420369737366028,1.310000000000001,-0.03959575546941622,1.310000000000001,-0.03600891213841077,1.310000000000001,-0.03314106454981897,1.310000000000001,-0.03079823554492362,1.310000000000001,-0.02885022520320465
1.320000000000001,-0.2204792380782311,1.320000000000001,-0.160878864390556,1.320000000000001,-0.1266719285660661,1.320000000000001,-0.1048724764158218,1.320000000000001,-0.08982691348563851,1.320000000000001,-0.07883158143148171,1.320000000000001,-0.07045432853936144,1.320000000000001,-0.06386702812292176,1.320000000000001,-0.05855737509785548,1.320000000000001,-0.05054172640405869,1.320000000000001,-0.04442685976517692,1.320000000000001,-0.0398295883788221,1.320000000000001,-0.03625256286793395,1.320000000000001,-0.03339379055026051,1.320000000000001,-0.03105938495202336,1.320000000000001,-0.02911922177442782
1.330000000000001,-0.2205038933386294,1.330000000000001,-0.1609296285212907,1.330000000000001,-0.1267462026448132,1.330000000000001,-0.1049688874423244,1.330000000000001,-0.08994446478660346,1.330000000000001,-0.07896911135644294,1.330000000000001,-0.07061075637597701,1.330000000000001,-0.06404135882164337,1.330000000000001,-0.05874869477049172,1.330000000000001,-0.05076457132143827,1.330000000000001,-0.04466205491145182,1.330000000000001,-0.04007609541464727,1.330000000000001,-0.03650948456323192,1.330000000000001,-0.03366034432104808,1.330000000000001,-0.03133488293143776,1.330000000000001,-0.0294030552856194
1.340000000000001,-0.2205292138371933,1.340000000000001,-0.1609822745598783,1.340000000000001,-0.1268236008406164,1.340000000000001,-0.1050696561033435,1.340000000000001,-0.09006758686561063,1.340000000000001,-0.07911339161641907,1.340000000000001,-0.07077507522129109,1.340000000000001,-0.06422468040589795,1.340000000000001,-0.05895006427047363,1.340000000000001,-0.05099946490478046,1.340000000000001,-0.04491002758884919,1.340000000000001,-0.040336057711447,1.340000000000001,-0.03678049287167112,1.340000000000001,-0.03394157418779824,1.340000000000001,-0.03162560872622302,1.340000000000001,-0.02970263423721375
1.350000000000001,-0.220555309017794,1.350000000000001,-0.1610369557658803,1.350000000000001,-0.1269043360893315,1.350000000000001,-0.1051750613670057,1.350000000000001,-0.09019662759590125,1.350000000000001,-0.07926483961063444,1.350000000000001,-0.07094777147418667,1.350000000000001,-0.06441754707998673,1.350000000000001,-0.05916210402253245,1.350000000000001,-0.05124715448150255,1.350000000000001,-0.04517156579053853,1.350000000000001,-0.0406103020280689,1.350000000000001,-0.03706645130531355,1.350000000000001,-0.03423837842858481,1.350000000000001,-0.03193249348098334,1.350000000000001,-0.03001892085453547
1.360000000000001,-0.2205822835679209,1.360000000000001,-0.1610938254842655,1.360000000000001,-0.1269886265165276,1.360000000000001,-0.1052853925728385,1.360000000000001,-0.09033195037148142,1.360000000000001,-0.07942389330701252,1.360000000000001,-0.07112935700577654,1.360000000000001,-0.06462054325491416,1.360000000000001,-0.05938546921052042,1.360000000000001,-0.05150843068013736,1.360000000000001,-0.04544750346863129,1.360000000000001,-0.04089970355862127,1.360000000000001,-0.03736827411740883,1.360000000000001,-0.03455170821166609,1.360000000000001,-0.03225652323623596,1.360000000000001,-0.03035293413423375
1.370000000000001,-0.2206102381489344,1.370000000000001,-0.161153037942717,1.370000000000001,-0.1270766964082595,1.370000000000001,-0.1054009506249313,1.370000000000001,-0.09047393554249906,1.370000000000001,-0.07959101292389281,1.370000000000001,-0.07132037108211733,1.370000000000001,-0.06483428570124733,1.370000000000001,-0.05962085214644624,1.370000000000001,-0.05178413018426767,1.370000000000001,-0.04573872335587592,1.370000000000001,-0.04120518882007045,1.370000000000001,-0.03768692925188602,1.370000000000001,-0.03488257060202463,1.370000000000001,-0.03259874198695659,1.370000000000001,-0.0307057529499156
1.380000000000001,-0.220639270076929,1.380000000000001,-0.1612147490246089,1.380000000000001,-0.1271687771805752,1.380000000000001,-0.1055220492046193,1.380000000000001,-0.0906229818880286,1.380000000000001,-0.07976668266380088,1.380000000000001,-0.07152138235026513,1.380000000000001,-0.06505942577327202,1.380000000000001,-0.05986898471554714,1.380000000000001,-0.0520751385630694,1.380000000000001,-0.04604615985993738,1.380000000000001,-0.04152773860753792,1.380000000000001,-0.03802344135498019,1.380000000000001,-0.03523203162394189,1.380000000000001,-0.03296025479064603,1.380000000000001,-0.0310785192004681
1.390000000000001,-0.2206694739589306,1.390000000000001,-0.1612791170218781,1.390000000000001,-0.1272651083519926,1.390000000000001,-0.1056490160068687,1.390000000000001,-0.09077950813008381,1.390000000000001,-0.07995141250232116,1.390000000000001,-0.0717329908894975,1.390000000000001,-0.0652966517045924,1.390000000000001,-0.06013064089543563,1.390000000000001,-0.05238239317112907,1.390000000000001,-0.04637080202064253,1.390000000000001,-0.0418683910054104,1.390000000000001,-0.03837889483486432,1.390000000000001,-0.03560121936326863,1.390000000000001,-0.03334223090640542,1.390000000000001,-0.03147244098042744
1.400000000000001,-0.2207009422889505,1.400000000000001,-0.1613463033719308,1.400000000000001,-0.1273659385231086,1.400000000000001,-0.1057821940044142,1.400000000000001,-0.09094395449239646,1.400000000000001,-0.08014574003459844,1.400000000000001,-0.07195583032868252,1.400000000000001,-0.06554669097408584,1.400000000000001,-0.06040663934566905,1.400000000000001,-0.05270688610746078,1.400000000000001,-0.04671369651748734,1.400000000000001,-0.04222824443894845,1.400000000000001,-0.03875443695139307,1.400000000000001,-0.03599132708896237,1.400000000000001,-0.03374590694210512,1.400000000000001,-0.03188879574704444
1.410000000000001,-0.2207337660081977,1.410000000000001,-0.1614164733826007,1.410000000000001,-0.1274715263673946,1.410000000000001,-0.1059219427435016,1.410000000000001,-0.09111678430712125,1.410000000000001,-0.08035023238133739,1.410000000000001,-0.07219057002975075,1.410000000000001,-0.06581031273964777,1.410000000000001,-0.0606978460620974,1.410000000000001,-0.05304966722046804,1.410000000000001,-0.04707595071114454,1.410000000000001,-0.04260846074714663,1.410000000000001,-0.03915128091377024,1.410000000000001,-0.0364036163688151,1.410000000000001,-0.03417258998174497,1.410000000000001,-0.0323289334533867
1.420000000000001,-0.2207680350335126,1.420000000000001,-0.1614897969490394,1.420000000000001,-0.127582141637099,1.420000000000001,-0.106068639674852,1.420000000000001,-0.09129848567216597,1.420000000000001,-0.08056548815537497,1.420000000000001,-0.07243791733599608,1.420000000000001,-0.06608833033541646,1.420000000000001,-0.06100517708800834,1.420000000000001,-0.05341184714193721,1.420000000000001,-0.04745873569864113,1.420000000000001,-0.04301026825313135,1.420000000000001,-0.03957070895909805,1.420000000000001,-0.03683942014907281,1.420000000000001,-0.03462366065952804,1.420000000000001,-0.03279427961090115
1.430000000000001,-0.2208038387578495,1.430000000000001,-0.1615664492662743,1.430000000000001,-0.1276980661880105,1.430000000000001,-0.1062226815231591,1.430000000000001,-0.0914895731612803,1.430000000000001,-0.08079213948894931,1.430000000000001,-0.07269861988248637,1.430000000000001,-0.06638160382612898,1.430000000000001,-0.06132960127138867,1.430000000000001,-0.05379460032897865,1.430000000000001,-0.04786328935727566,1.430000000000001,-0.04343496480336224,1.430000000000001,-0.04001407537934294,1.430000000000001,-0.03730014576183849,1.430000000000001,-0.0351005761409922,1.430000000000001,-0.03328633823833703
1.440000000000001,-0.2208412665264002,1.440000000000001,-0.1616466115410123,1.440000000000001,-0.1278195950266556,1.440000000000001,-0.1063844856980782,1.440000000000001,-0.09169058958836748,1.440000000000001,-0.08103085412066655,1.440000000000001,-0.07297346796416862,1.440000000000001,-0.06669104260989717,1.440000000000001,-0.06167214305451584,1.440000000000001,-0.05419916808812425,1.440000000000001,-0.04829091934718916,1.440000000000001,-0.04388392074131922,1.440000000000001,-0.04048280945826305,1.440000000000001,-0.03778727781777656,1.440000000000001,-0.03560487296480968,1.440000000000001,-0.03380669464684639
1.450000000000001,-0.2208804080917188,1.450000000000001,-0.1617304717061138,1.450000000000001,-0.1279470373832858,1.450000000000001,-0.1065544917492421,1.450000000000001,-0.09190210782668873,1.450000000000001,-0.0812823375398523,1.450000000000001,-0.07326329695529045,1.450000000000001,-0.06701760805797795,1.450000000000001,-0.06203388527855627,1.450000000000001,-0.05462686155052433,1.450000000000001,-0.04874300603679289,1.450000000000001,-0.04435858177522373,1.450000000000001,-0.04097841827331226,1.450000000000001,-0.03830238093473418,1.450000000000001,-0.03613816969160705,1.450000000000001,-0.03435701800350034
1.460000000000001,-0.2209213540509962,1.460000000000001,-0.1618182251410014,1.460000000000001,-0.1280807178137783,1.460000000000001,-0.1067331628673478,1.460000000000001,-0.0921247326827047,1.460000000000001,-0.08154733518444836,1.460000000000001,-0.07356898977149788,1.460000000000001,-0.0673623161770122,1.460000000000001,-0.06241597198185137,1.460000000000001,-0.05507906456135966,1.460000000000001,-0.0492210053090028,1.460000000000001,-0.0448604716926987,1.460000000000001,-0.04150248931052564,1.460000000000001,-0.0388471022455426,1.460000000000001,-0.03670216929849317,1.460000000000001,-0.0349390636074871
1.470000000000001,-0.2209641962684211,1.470000000000001,-0.1619100754011102,1.470000000000001,-0.1282209773333031,1.470000000000001,-0.1069209874327835,1.470000000000001,-0.09235910282321817,1.470000000000001,-0.08182663468685242,1.470000000000001,-0.07389147936337997,1.470000000000001,-0.06772624027569912,1.470000000000001,-0.06281961116608861,1.470000000000001,-0.05555723644020953,1.470000000000001,-0.04972645119947576,1.470000000000001,-0.04539119486816968,1.470000000000001,-0.04205669283297692,1.470000000000001,-0.03942317362056214,1.470000000000001,-0.03729866125000804,1.470000000000001,-0.03555467480504016
1.480000000000001,-0.221009028285379,1.480000000000001,-0.1620062349593293,1.480000000000001,-0.128368174584309,1.480000000000001,-0.1071184806126012,1.480000000000001,-0.0926058927532336,1.480000000000001,-0.0821210681600741,1.480000000000001,-0.07423175122729078,1.480000000000001,-0.06811051361392291,1.480000000000001,-0.0632460774995791,1.480000000000001,-0.05606291456222585,1.480000000000001,-0.05026095831085287,1.480000000000001,-0.04595243850136065,1.480000000000001,-0.04264278393570983,1.480000000000001,-0.04003241353261589,1.480000000000001,-0.03792952316808204,1.480000000000001,-0.03620578446081996
1.490000000000001,-0.2210559457210557,1.490000000000001,-0.1621069259622199,1.490000000000001,-0.1285226870410416,1.490000000000001,-0.1073261860058683,1.490000000000001,-0.09286581484050911,1.490000000000001,-0.08243151451427173,1.490000000000001,-0.07459084591595672,1.490000000000001,-0.06851633200794778,1.490000000000001,-0.063696714921384,1.490000000000001,-0.0565977167026283,1.490000000000001,-0.05082622393947973,1.490000000000001,-0.04654597451753634,1.490000000000001,-0.04326260421219102,1.490000000000001,-0.04067672848396203,1.490000000000001,-0.03859672201545491,1.490000000000001,-0.0368944158952029
1.5,-0.2211050466658548,1.5,-0.1622123810036336,1.5,-0.1286849122524166,1.5,-0.1075446773365457,1.5,-0.09313962138112622,1.5,-0.08275890179111094,1.5,-0.07496986152765342,1.5,-0.06894495636043017,1.5,-0.06417293910407101,1.5,-0.05716334307933325,1.5,-0.05142402984331666,1.5,-0.04717366105233416,1.5,-0.04391808294945927,1.5,-0.04135811390700017,1.5,-0.03930231469896749,1.5,-0.03762268318881537
