pch18_Vdsat (ll=2e-07) X,pch18_Vdsat (ll=2e-07) Y,pch18_Vdsat (ll=3e-07) X,pch18_Vdsat (ll=3e-07) Y,pch18_Vdsat (ll=4e-07) X,pch18_Vdsat (ll=4e-07) Y,pch18_Vdsat (ll=5e-07) X,pch18_Vdsat (ll=5e-07) Y,pch18_Vdsat (ll=6e-07) X,pch18_Vdsat (ll=6e-07) Y,pch18_Vdsat (ll=7e-07) X,pch18_Vdsat (ll=7e-07) Y,pch18_Vdsat (ll=8e-07) X,pch18_Vdsat (ll=8e-07) Y,pch18_Vdsat (ll=9e-07) X,pch18_Vdsat (ll=9e-07) Y,pch18_Vdsat (ll=1e-06) X,pch18_Vdsat (ll=1e-06) Y,pch18_Vdsat (ll=1.2e-06) X,pch18_Vdsat (ll=1.2e-06) Y,pch18_Vdsat (ll=1.4e-06) X,pch18_Vdsat (ll=1.4e-06) Y,pch18_Vdsat (ll=1.6e-06) X,pch18_Vdsat (ll=1.6e-06) Y,pch18_Vdsat (ll=1.8e-06) X,pch18_Vdsat (ll=1.8e-06) Y,pch18_Vdsat (ll=2e-06) X,pch18_Vdsat (ll=2e-06) Y,pch18_Vdsat (ll=2.2e-06) X,pch18_Vdsat (ll=2.2e-06) Y,pch18_Vdsat (ll=2.4e-06) X,pch18_Vdsat (ll=2.4e-06) Y
0.8300000000000005,-0.2237731649107414,0.8300000000000005,-0.2532000853048536,0.8300000000000005,-0.2674844422729633,0.8300000000000005,-0.2758757374018359,0.8300000000000005,-0.2799147177090587,0.8300000000000005,-0.2823264290596763,0.8300000000000005,-0.2839048332686215,0.8300000000000005,-0.2850074440030647,0.8300000000000005,-0.2858162962984458,0.8300000000000005,-0.286916907423478,0.8300000000000005,-0.2912182590069327,0.8300000000000005,-0.2944756630681976,0.8300000000000005,-0.2970299080022876,0.8300000000000005,-0.2990875086043595,0.8300000000000005,-0.3007810580428704,0.8300000000000005,-0.3021996606187765
0.8400000000000005,-0.2291660739038338,0.8400000000000005,-0.2594139922080984,0.8400000000000005,-0.2741078660833861,0.8400000000000005,-0.2827565912775223,0.8400000000000005,-0.2868881098237574,0.8400000000000005,-0.2893522372300596,0.8400000000000005,-0.2909633106265912,0.8400000000000005,-0.2920876485604558,0.8400000000000005,-0.2929116497967901,0.8400000000000005,-0.2940313533816722,0.8400000000000005,-0.2983924749661895,0.8400000000000005,-0.3016947083088226,0.8400000000000005,-0.3042837878383006,0.8400000000000005,-0.3063692149533536,0.8400000000000005,-0.3080854912812266,0.8400000000000005,-0.3095229967390228
0.8500000000000005,-0.2345530278751035,0.8500000000000005,-0.2656309392110731,0.8500000000000005,-0.2807407384478389,0.8500000000000005,-0.2896518260563934,0.8500000000000005,-0.2938791840720948,0.8500000000000005,-0.2963979589281428,0.8500000000000005,-0.2980433130491175,0.8500000000000005,-0.299190595458208,0.8500000000000005,-0.3000306960161763,0.8500000000000005,-0.3011708759365788,0.8500000000000005,-0.3055914926336291,0.8500000000000005,-0.308938344116217,0.8500000000000005,-0.3115620892900307,0.8500000000000005,-0.3136752037856084,0.8500000000000005,-0.3154140899566842,0.8500000000000005,-0.316870398190376
0.8600000000000005,-0.2399323706958506,0.8600000000000005,-0.2718491323153199,0.8600000000000005,-0.287381276213078,0.8600000000000005,-0.2965596817836241,0.8600000000000005,-0.3008862629067586,0.8600000000000005,-0.3034619780495439,0.8600000000000005,-0.3051432717198915,0.8600000000000005,-0.3063147533521388,0.8600000000000005,-0.307171934035905,0.8600000000000005,-0.3083340205891186,0.8600000000000005,-0.3128138882217729,0.8600000000000005,-0.3162051689903213,0.8600000000000005,-0.318863427812744,0.8600000000000005,-0.3210041039148382,0.8600000000000005,-0.3227654936952671,0.8600000000000005,-0.324240513539708
0.8700000000000006,-0.2453025980921286,0.8700000000000006,-0.2780669379650117,0.8700000000000006,-0.2940278520712458,0.8700000000000006,-0.3034785499622107,0.8700000000000006,-0.3079078090001039,0.8700000000000006,-0.3105428111995699,0.8700000000000006,-0.3122617451629801,0.8700000000000006,-0.3134587142082841,0.8700000000000006,-0.3143339831079488,0.8700000000000006,-0.3155194484413206,0.8700000000000006,-0.3200583506737434,0.8700000000000006,-0.323493892062375,0.8700000000000006,-0.3261865278888376,0.8700000000000006,-0.3283546519150885,0.8700000000000006,-0.330138448856968,0.8700000000000006,-0.3316320972387053
0.8800000000000006,-0.2506623507144467,0.8800000000000006,-0.2842828738295511,0.8800000000000006,-0.3006789849684899,0.8800000000000006,-0.3104069639456766,0.8800000000000006,-0.3149424165043694,0.8800000000000006,-0.3176390995139955,0.8800000000000006,-0.3193974114551311,0.8800000000000006,-0.3206211858038655,0.8800000000000006,-0.3215155753794941,0.8800000000000006,-0.3227259292363919,0.8800000000000006,-0.3273236748639715,0.8800000000000006,-0.3308033264137818,0.8800000000000006,-0.3335302164374579,0.8800000000000006,-0.3357256856020715,0.8800000000000006,-0.3375318020750179,0.8800000000000006,-0.3390440032113734
0.8900000000000006,-0.2560104067323787,0.8900000000000006,-0.290495599492903,0.8900000000000006,-0.3073333305831699,0.8900000000000006,-0.31734358947474,0.8900000000000006,-0.3219888024368565,0.8900000000000006,-0.3247496005933173,0.8900000000000006,-0.326549060544045,0.8900000000000006,-0.3278009843290385,0.8900000000000006,-0.3287155487124218,0.8900000000000006,-0.3299523344905618,0.8900000000000006,-0.3346087548942394,0.8900000000000006,-0.3381323824928882,0.8900000000000006,-0.340893416323473,0.8900000000000006,-0.3431161376150391,0.8900000000000006,-0.344944493896903,0.8900000000000006,-0.346475178543747
0.9000000000000006,-0.2613456741309705,0.9000000000000006,-0.2967039071923144,0.9000000000000006,-0.3139896719880652,0.9000000000000006,-0.3242872154566811,0.9000000000000006,-0.3290457982789352,0.9000000000000006,-0.3318731806329747,0.9000000000000006,-0.333715586750491,0.9000000000000006,-0.3349970271638585,0.9000000000000006,-0.3359328396716224,0.9000000000000006,-0.3371976307851626,0.9000000000000006,-0.341912577550406,0.9000000000000006,-0.3454800616923396,0.9000000000000006,-0.3482751400272348,0.9000000000000006,-0.3505250291592458,0.9000000000000006,-0.3523755525856453,0.9000000000000006,-0.353924657333812
0.9100000000000006,-0.2666671828603732,0.9100000000000006,-0.3029067127202104,0.9100000000000006,-0.3206469105849411,0.9100000000000006,-0.3312367450621235,0.9100000000000006,-0.3361123418561456,0.9100000000000006,-0.3390088068120402,0.9100000000000006,-0.3408959815136683,0.9100000000000006,-0.3422083258874933,0.9100000000000006,-0.3431664767373229,0.9100000000000006,-0.3444608732710825,0.9100000000000006,-0.349234215969537,0.9100000000000006,-0.3528454501352265,0.9100000000000006,-0.3556744835214605,0.9100000000000006,-0.3579514639545806,0.9100000000000006,-0.3598240881264899,0.9100000000000006,-0.3613915547460536
0.9200000000000006,-0.2719740769657013,0.9200000000000006,-0.3091030465778099,0.9200000000000006,-0.3273040573775791,0.9200000000000006,-0.3381911871935909,0.9200000000000006,-0.3431874695488784,0.9200000000000006,-0.3461555399867327,0.9200000000000006,-0.3480893264237108,0.9200000000000006,-0.3494339795618685,0.9200000000000006,-0.3504155737822431,0.9200000000000006,-0.3517411994248203,0.9200000000000006,-0.3565728235544954,0.9200000000000006,-0.3602277127055682,0.9200000000000006,-0.3630906203902224,0.9200000000000006,-0.3653946224243276,0.9200000000000006,-0.3672892864719881,0.9200000000000006,-0.3688750613031279
0.9300000000000006,-0.2772656068012319,0.9300000000000006,-0.3152920454473254,0.9300000000000006,-0.3339602246305288,0.9300000000000006,-0.3451496483633428,0.9300000000000006,-0.3502703088678838,0.9300000000000006,-0.3533125277208222,0.9300000000000006,-0.3552947865720542,0.9300000000000006,-0.3566731683193052,0.9300000000000006,-0.3576793238423283,0.9300000000000006,-0.3590378230831929,0.9300000000000006,-0.3639276281618279,0.9300000000000006,-0.3676260873481347,0.9300000000000006,-0.3705227962140771,0.9300000000000006,-0.3728537561474427,0.9300000000000006,-0.3747704040487672,0.9300000000000006,-0.3763744374376548
0.9400000000000006,-0.2825411214124285,0.9400000000000006,-0.3214729440312236,0.9400000000000006,-0.3406146179453253,0.9400000000000006,-0.3521113250038944,0.9400000000000006,-0.3573600714165662,0.9400000000000006,-0.3604789976738504,0.9400000000000006,-0.3625116042396785,0.9400000000000006,-0.3639251472736317,0.9400000000000006,-0.364956993199881,0.9400000000000006,-0.3663500287750427,0.9400000000000006,-0.3712979265801769,0.9400000000000006,-0.375039879653763,0.9400000000000006,-0.3779703232370059,0.9400000000000006,-0.3803281825898718,0.9400000000000006,-0.3822667625408235,0.9400000000000006,-0.3838890083183237
0.9500000000000006,-0.2878000611508859,0.9500000000000006,-0.3276450672915579,0.9500000000000006,-0.3472665287730645,0.9500000000000006,-0.3590754962234957,0.9500000000000006,-0.3644560462517691,0.9500000000000006,-0.3676542513584619,0.9500000000000006,-0.3697390929343373,0.9500000000000006,-0.3711892407654954,0.9500000000000006,-0.3722479157897886,0.9500000000000006,-0.3736771663601769,0.9500000000000006,-0.3786830793086514,0.9500000000000006,-0.3824684577395261,0.9500000000000006,-0.3854325753240644,0.9500000000000006,-0.3878172801233628,0.9500000000000006,-0.3897777439578004,0.9500000000000006,-0.3914181589590969
0.9600000000000006,-0.2930419505713689,0.9600000000000006,-0.3338078231097868,0.9600000000000006,-0.3539153273719075,0.9600000000000006,-0.3660415170096137,0.9600000000000006,-0.3715575936466883,0.9600000000000006,-0.3748376582707922,0.9600000000000006,-0.3769766317806579,0.9600000000000006,-0.3784648369459426,0.9600000000000006,-0.379551487932848,0.9600000000000006,-0.3810186459795601,0.9600000000000006,-0.3860825056387636,0.9600000000000006,-0.3899112474267721,0.9600000000000006,-0.3929089832127587,0.9600000000000006,-0.3953204833345207,0.9600000000000006,-0.3973027859907278,0.9600000000000006,-0.3989613296135511
0.9700000000000006,-0.2982663916463823,0.9700000000000006,-0.3399606953770876,0.9700000000000006,-0.360560456209792,0.9700000000000006,-0.3730088118764155,0.9700000000000006,-0.3786641392531226,0.9700000000000006,-0.3820286503917246,0.9700000000000006,-0.3842236602615511,0.9700000000000006,-0.3857513826968614,0.9700000000000006,-0.386867163394966,0.9700000000000006,-0.3883739333156546,0.9700000000000006,-0.3934956790388388,0.9700000000000006,-0.3973677277158622,0.9700000000000006,-0.4003990300566683,0.9700000000000006,-0.402837278622754,0.9700000000000006,-0.4048413776539099,0.9700000000000006,-0.406518011452977
0.9800000000000006,-0.3034730573222302,0.9800000000000006,-0.3461032375168802,0.9800000000000006,-0.3672014238062306,0.9800000000000006,-0.3799768689467545,0.9800000000000006,-0.3857751686551794,0.9800000000000006,-0.3892267170521607,0.9800000000000006,-0.391479673304638,0.9800000000000006,-0.3930483788825952,0.9800000000000006,-0.3941944487668779,0.9800000000000006,-0.3957425451582946,0.9800000000000006,-0.4009221228358055,0.9800000000000006,-0.4048374265525602,0.9800000000000006,-0.4079022472562636,0.9800000000000006,-0.410367200081929,0.9800000000000006,-0.4123930552077638,0.9800000000000006,-0.4140877425232948
0.9900000000000007,-0.30866168543089,0.9900000000000007,-0.3522350664348436,0.9900000000000007,-0.3738377990021318,0.9900000000000007,-0.3869452344549713,0.9900000000000007,-0.3928902223029282,0.9900000000000007,-0.3964314001521443,0.9900000000000007,-0.3987442167042787,0.9900000000000007,-0.4003553759237772,0.9900000000000007,-0.4015328991558965,0.9900000000000007,-0.4031240452677816,0.9900000000000007,-0.4083614061866011,0.9900000000000007,-0.4123199168783606,0.9900000000000007,-0.4154182105693845,0.9900000000000007,-0.4179098256582611,0.9900000000000007,-0.4199573983549874,0.9900000000000007,-0.4216701039728762
1.000000000000001,-0.313832072964198,1.000000000000001,-0.3583558568865819,1.000000000000001,-0.3804692056428321,1.000000000000001,-0.3939135076538585,1.000000000000001,-0.4000088908115653,1.000000000000001,-0.4036422897205983,1.000000000000001,-0.4060168828670608,1.000000000000001,-0.4076719696819395,1.000000000000001,-0.4088821141787532,1.000000000000001,-0.4105180405254271,1.000000000000001,-0.4158131403291891,1.000000000000001,-0.4198148129547452,1.000000000000001,-0.4229465364913967,1.000000000000001,-0.4254647735745311,1.000000000000001,-0.4275340267005491,1.000000000000001,-0.429264716542032
1.010000000000001,-0.3189840707105325,1.010000000000001,-0.3644653362493965,1.010000000000001,-0.3870953176569957,1.010000000000001,-0.4008813361070576,1.010000000000001,-0.4071308106097603,1.010000000000001,-0.4108590198010176,1.010000000000001,-0.4132973068670016,1.010000000000001,-0.4149977976419187,1.010000000000001,-0.4162417342430069,1.010000000000001,-0.4179241773592869,1.010000000000001,-0.4232769751015369,1.010000000000001,-0.4273217669501203,1.010000000000001,-0.4304868788939923,1.010000000000001,-0.4330316990097723,1.010000000000001,-0.4351225964643836,1.010000000000001,-0.4368712373030728
1.020000000000001,-0.3241175782491499,1.020000000000001,-0.3705632796818235,1.020000000000001,-0.3937158545121587,1.020000000000001,-0.4078484113467717,1.020000000000001,-0.4142556599196254,1.020000000000001,-0.4180812646470423,1.020000000000001,-0.4205851627953748,1.020000000000001,-0.4223325353776261,1.020000000000001,-0.4236114371032559,1.020000000000001,-0.4253421384324018,1.020000000000001,-0.4307525957160004,1.020000000000001,-0.4348404657770068,1.020000000000001,-0.4380389259101953,1.020000000000001,-0.4406102910220607,1.020000000000001,-0.4427227974348512,1.020000000000001,-0.4444893566390819
1.030000000000001,-0.3292325392934805,1.030000000000001,-0.376649505652756,1.030000000000001,-0.4003305770266715,1.030000000000001,-0.4148144648760239,1.030000000000001,-0.4213831550499359,1.030000000000001,-0.425308735210958,1.030000000000001,-0.4278801603894004,1.030000000000001,-0.4296758932862703,1.030000000000001,-0.4309909346777194,1.030000000000001,-0.4327716395799237,1.030000000000001,-0.4382397197757434,1.030000000000001,-0.4423706281664373,1.030000000000001,-0.4456023970529393,1.030000000000001,-0.4482002697019711,1.030000000000001,-0.4503343501503855,1.030000000000001,-0.4521187954489295
1.040000000000001,-0.3343289373717716,1.040000000000001,-0.3827238718207364,1.040000000000001,-0.40693928351719,1.040000000000001,-0.4217792644943875,1.040000000000001,-0.4285130469839477,1.040000000000001,-0.4325411759081656,1.040000000000001,-0.4351820419236952,1.040000000000001,-0.4370276135756074,1.040000000000001,-0.4383799701103883,1.040000000000001,-0.4402124269809464,1.040000000000001,-0.445738094519775,1.040000000000001,-0.4499120019661138,1.040000000000001,-0.453177040554035,1.040000000000001,-0.4558013835435651,1.040000000000001,-0.4579570032965208,1.040000000000001,-0.4597593025657254
1.050000000000001,-0.3394067918313248,1.050000000000001,-0.3887862712433843,1.050000000000001,-0.4135418062607929,1.050000000000001,-0.4287426109262232,1.050000000000001,-0.4356451182432335,1.050000000000001,-0.4397783616403975,1.050000000000001,-0.4424905793484301,1.050000000000001,-0.4443874674889055,1.050000000000001,-0.4457783150639524,1.050000000000001,-0.4476642745511035,1.050000000000001,-0.4532474942825657,1.050000000000001,-0.4574643616491527,1.050000000000001,-0.46076263091007,1.050000000000001,-0.463413407019908,1.050000000000001,-0.4655905313052786,1.050000000000001,-0.4674106523761035
1.060000000000001,-0.3444661541511397,1.060000000000001,-0.394836628896728,1.060000000000001,-0.4201380082510057,1.060000000000001,-0.4357043347309169,1.060000000000001,-0.4427791800092349,1.060000000000001,-0.4470200950607774,1.060000000000001,-0.4498055716581027,1.060000000000001,-0.4517552527522778,1.060000000000001,-0.4531857672287438,1.060000000000001,-0.4551269815420428,1.060000000000001,-0.4607677181549783,1.060000000000001,-0.4650275060198045,1.060000000000001,-0.4683589666225835,1.060000000000001,-0.4710361383502727,1.060000000000001,-0.4732347321443222,1.060000000000001,-0.4750726426274373
1.070000000000001,-0.3495071045468146,1.070000000000001,-0.4008748984843198,1.070000000000001,-0.4267277802275273,1.070000000000001,-0.4426642934751974,1.070000000000001,-0.4499150694846931,1.070000000000001,-0.4542662040642559,1.070000000000001,-0.4571268424755306,1.070000000000001,-0.459130791229612,1.070000000000001,-0.4606021480333064,1.070000000000001,-0.4626003703339599,1.070000000000001,-0.4682985878331958,1.070000000000001,-0.4726012561035474,1.070000000000001,-0.4759658681194532,1.070000000000001,-0.4786693974462145,1.070000000000001,-0.4808894252831865,1.070000000000001,-0.4827450924108386
1.080000000000001,-0.3545297488510989,1.080000000000001,-0.4069010595164764,1.080000000000001,-0.4333110379600493,1.080000000000001,-0.4496223691483597,1.080000000000001,-0.4570526474778301,1.080000000000001,-0.4615165394875931,1.080000000000001,-0.4644542378359701,1.080000000000001,-0.4665139267706163,1.080000000000001,-0.4680273005427899,1.080000000000001,-0.4700842844080998,1.080000000000001,-0.4758399456426812,1.080000000000001,-0.480185453208535,1.080000000000001,-0.4835831758450753,1.080000000000001,-0.4863130240246269,1.080000000000001,-0.4885544498246442,1.080000000000001,-0.4904278403075731
1.090000000000001,-0.3595342156533058,1.090000000000001,-0.4129151146405433,1.090000000000001,-0.4398877197674695,1.090000000000001,-0.4565784658021499,1.090000000000001,-0.4641917961928514,1.090000000000001,-0.4687709730035177,1.090000000000001,-0.4717876241568845,1.090000000000001,-0.4739045232382019,1.090000000000001,-0.4754610875316622,1.090000000000001,-0.4775785864865277,1.090000000000001,-0.4833916527248195,1.090000000000001,-0.4877799571466772,1.090000000000001,-0.4912107485076868,1.090000000000001,-0.4939668758756018,1.090000000000001,-0.4962296627894424,1.090000000000001,-0.4981207426878907
1.100000000000001,-0.3645206536809677,1.100000000000001,-0.418917087203822,1.100000000000001,-0.4464577842546281,1.100000000000001,-0.4635325073979998,1.100000000000001,-0.4713324172111867,1.100000000000001,-0.4760293951947241,1.100000000000001,-0.479126886379741,1.100000000000001,-0.4813024627020238,1.100000000000001,-0.4829033897180922,1.100000000000001,-0.4850831568268472,1.100000000000001,-0.4909535873745923,1.100000000000001,-0.4953846446025021,1.100000000000001,-0.4988484614721399,1.100000000000001,-0.50163082727428,1.100000000000001,-0.5039149375434557,1.100000000000001,-0.5058236721506875
1.110000000000001,-0.3694892294073927,1.110000000000001,-0.4249070190317162,1.110000000000001,-0.4530212082496504,1.110000000000001,-0.470484435845225,1.110000000000001,-0.4784744296486768,1.110000000000001,-0.4832917137938213,1.110000000000001,-0.4864719262707119,1.110000000000001,-0.4887076437856627,1.110000000000001,-0.4903541041478229,1.110000000000001,-0.4925978916605341,1.110000000000001,-0.4985256435178532,1.110000000000001,-0.5029994076390233,1.110000000000001,-0.5064962052875426,1.110000000000001,-0.5093047675255687,1.110000000000001,-0.5116101623564305,1.110000000000001,-0.5135365160941703
1.120000000000001,-0.3744401248693253,1.120000000000001,-0.4308849684044481,1.120000000000001,-0.4595779849260407,1.120000000000001,-0.4774342092149531,1.120000000000001,-0.485617768474925,1.120000000000001,-0.4905578520764226,1.120000000000001,-0.4938226608680468,1.120000000000001,-0.4961199801556129,1.120000000000001,-0.4978131427161819,1.120000000000001,-0.5001227017638722,1.120000000000001,-0.5061077293177925,1.120000000000001,-0.5106241523300766,1.120000000000001,-0.5141538843395114,1.120000000000001,-0.5169885996322257,1.120000000000001,-0.5193152390827575,1.120000000000001,-0.5212591754067702
1.130000000000001,-0.3793735356794787,1.130000000000001,-0.4368510082167438,1.130000000000001,-0.4661281220945362,1.130000000000001,-0.4843818001153364,1.130000000000001,-0.4927623829817539,1.130000000000001,-0.4978277473952003,1.130000000000001,-0.5011790210646369,1.130000000000001,-0.5035393991411129,1.130000000000001,-0.5052804308174036,1.130000000000001,-0.5076575111513113,1.130000000000001,-0.5136997659004581,1.130000000000001,-0.5182587975094857,1.130000000000001,-0.5218214156172694,1.130000000000001,-0.5246822390761615,1.130000000000001,-0.5270300819544016,1.130000000000001,-0.5289915632700343
1.140000000000001,-0.384289669219418,1.140000000000001,-0.4428052243057854,1.140000000000001,-0.4726716406508468,1.140000000000001,-0.4913271942147684,1.140000000000001,-0.4999082353886323,1.140000000000001,-0.5051013498436112,1.140000000000001,-0.5085409503148766,1.140000000000001,-0.5109658404743245,1.140000000000001,-0.5127559061113056,1.140000000000001,-0.5152022558814848,1.140000000000001,-0.5213016861901649,1.140000000000001,-0.5259032736278512,1.140000000000001,-0.5294987275869059,1.140000000000001,-0.5323856127046231,1.140000000000001,-0.5347546164776243,1.140000000000001,-0.536733604063809
1.150000000000001,-0.3891887429989985,1.150000000000001,-0.4487477139336578,1.150000000000001,-0.4792085731663042,1.150000000000001,-0.4982703889006739,1.150000000000001,-0.5070552995738722,1.150000000000001,-0.51237862103864,1.150000000000001,-0.5159084034559043,1.150000000000001,-0.5183992551412255,1.150000000000001,-0.5202395173977942,1.150000000000001,-0.522756882967176,1.150000000000001,-0.5289134338458858,1.150000000000001,-0.5335575217083606,1.150000000000001,-0.5371857591620177,1.150000000000001,-0.5400986577127016,1.150000000000001,-0.5424887784249256,1.150000000000001,-0.5444852323662936
1.160000000000001,-0.3940709831693243,1.160000000000001,-0.4546785844115301,1.160000000000001,-0.4857389626093543,1.160000000000001,-0.5052113920623875,1.160000000000001,-0.5142035599210352,1.160000000000001,-0.5196595330128744,1.160000000000001,-0.5232813456337715,1.160000000000001,-0.5258396043342578,1.160000000000001,-0.5277312235906405,1.160000000000001,-0.5303213493805115,1.160000000000001,-0.5365349622906149,1.160000000000001,-0.5412214923937626,1.160000000000001,-0.5448824587641344,1.160000000000001,-0.5478213207143522,1.160000000000001,-0.5502325129149395,1.160000000000001,-0.5522463920409232
1.170000000000001,-0.3989366231769784,1.170000000000001,-0.4605979518536207,1.170000000000001,-0.4922628611867501,1.170000000000001,-0.5121502209874892,1.170000000000001,-0.5213530102708942,1.170000000000001,-0.526944067206769,1.170000000000001,-0.530659751325936,1.170000000000001,-0.533286858498326,1.170000000000001,-0.5352309927822411,1.170000000000001,-0.5378956211460675,1.170000000000001,-0.5441662338261248,1.170000000000001,-0.5488951450770536,1.170000000000001,-0.5525887834656391,1.170000000000001,-0.5555535568949098,1.170000000000001,-0.5579857735725088,1.170000000000001,-0.5600170354032031
1.180000000000001,-0.403785902548052,1.180000000000001,-0.4665059400499303,1.180000000000001,-0.498780329294194,1.180000000000001,-0.5190869013618312,1.180000000000001,-0.5285036529700518,1.180000000000001,-0.5342322135526691,1.180000000000001,-0.5380436034520814,1.180000000000001,-0.5407409964624134,1.180000000000001,-0.542738801391933,1.180000000000001,-0.5454796725142198,1.180000000000001,-0.5518072188260871,1.180000000000001,-0.5565784471089616,1.180000000000001,-0.5603046982082153,1.180000000000001,-0.5632953292383638,1.180000000000001,-0.565748521763259,1.180000000000001,-0.5677971224607898
1.190000000000001,-0.4086190657912582,1.190000000000001,-0.4724026794475348,1.190000000000001,-0.5052914345668674,1.190000000000001,-0.5260214663642397,1.190000000000001,-0.5356554980078695,1.190000000000001,-0.5415239696429274,1.190000000000001,-0.545432892565801,1.190000000000001,-0.548202004649789,1.190000000000001,-0.5502546333910228,1.190000000000001,-0.5530734852084677,1.190000000000001,-0.5594578950011068,1.190000000000001,-0.5642713730760281,1.190000000000001,-0.5680301750909033,1.190000000000001,-0.5710466078231743,1.190000000000001,-0.573520725895756,1.190000000000001,-0.5755866202212712
1.200000000000001,-0.4134363614101329,1.200000000000001,-0.4782883062310071,1.200000000000001,-0.5117962510211982,1.200000000000001,-0.5329539558476105,1.200000000000001,-0.5428085622342745,1.200000000000001,-0.5488193399749683,1.200000000000001,-0.5528276161204448,1.200000000000001,-0.5556698763600705,1.200000000000001,-0.5577784795979506,1.200000000000001,-0.5606770477404646,1.200000000000001,-0.5671182467298143,1.200000000000001,-0.5719739041433228,1.200000000000001,-0.5757651927217458,1.200000000000001,-0.5788073691810933,1.200000000000001,-0.5813023607859463,1.200000000000001,-0.5833855020611731
1.210000000000001,-0.4182380410150952,1.210000000000001,-0.4841629614933004,1.210000000000001,-0.5182948582797765,1.210000000000001,-0.5398844155988405,1.210000000000001,-0.5499628686513474,1.210000000000001,-0.5561183352667146,1.210000000000001,-0.5602277778027819,1.210000000000001,-0.5631446111172604,1.210000000000001,-0.5653103370378619,1.210000000000001,-0.5682903547870114,1.210000000000001,-0.5747882644502414,1.210000000000001,-0.579686027456484,1.210000000000001,-0.5835097356279031,1.210000000000001,-0.586577595713536,1.210000000000001,-0.5890934070788283,1.210000000000001,-0.5911937471520117
1.220000000000001,-0.423024358526752,1.220000000000001,-0.490026790489113,1.220000000000001,-0.5247873408721144,1.220000000000001,-0.5468128966706667,1.220000000000001,-0.5571184457724779,1.220000000000001,-0.5634209718364491,1.220000000000001,-0.5676333869288485,1.220000000000001,-0.5706262140781885,1.220000000000001,-0.5728502083612413,1.220000000000001,-0.5759134066240869,1.220000000000001,-0.5824679441068865,1.220000000000001,-0.5874077355980831,1.220000000000001,-0.5912637937192106,1.220000000000001,-0.5943572751609387,1.220000000000001,-0.5968938507223345,1.220000000000001,-0.5990113399378995
1.230000000000001,-0.4277955694625359,1.230000000000001,-0.4958799419633925,1.230000000000001,-0.5312737876045069,1.230000000000001,-0.5537394547790493,1.230000000000001,-0.5642753270431338,1.230000000000001,-0.5707272710416753,1.230000000000001,-0.5750444578966841,1.230000000000001,-0.5781146954962102,1.230000000000001,-0.5803981013164758,1.230000000000001,-0.5835462086129787,1.230000000000001,-0.5901572866484232,1.230000000000001,-0.5951390260939773,1.230000000000001,-0.5990273618010078,1.230000000000001,-0.6021464001206176,1.230000000000001,-0.6047036824893814,1.230000000000001,-0.6068382696610435
1.240000000000001,-0.4325519302993451,1.240000000000001,-0.501722567548289,1.240000000000001,-0.537754290992839,1.240000000000001,-0.56066414976035,1.240000000000001,-0.5714335503180789,1.240000000000001,-0.5780372587718587,1.240000000000001,-0.5824610096912387,1.240000000000001,-0.5856100702357243,1.240000000000001,-0.5879540282721445,1.240000000000001,-0.591188770734277,1.240000000000001,-0.597856297572155,1.240000000000001,-0.6028799009652303,1.240000000000001,-0.6068004391318115,1.240000000000001,-0.609944967608968,1.240000000000001,-0.612522897543709,1.240000000000001,-0.6146745299306045
1.250000000000001,-0.4372936979054425,1.250000000000001,-0.5075548212223737,1.250000000000001,-0.5442289467527496,1.250000000000001,-0.5675870450830747,1.250000000000001,-0.5785931573901508,1.250000000000001,-0.5853509649907059,1.250000000000001,-0.5898830654370754,1.250000000000001,-0.5931123573331805,1.250000000000001,-0.5955180057847242,1.250000000000001,-0.5988411071658081,1.250000000000001,-0.6055649865113507,1.250000000000001,-0.6106303663222235,1.250000000000001,-0.6145830290225446,1.250000000000001,-0.6177529786646999,1.250000000000001,-0.6203514950462602,1.250000000000001,-0.6225201183317728
1.260000000000001,-0.4420211290354124,1.260000000000001,-0.5133768588265363,1.260000000000001,-0.5506978533420147,1.260000000000001,-0.5745082074093728,1.260000000000001,-0.5857541935662304,1.260000000000001,-0.5926684233236883,1.260000000000001,-0.5973106519949849,1.260000000000001,-0.6006215796008493,1.260000000000001,-0.6030900542081651,1.260000000000001,-0.6065032359010001,1.260000000000001,-0.6132833668617755,1.260000000000001,-0.6183904319971835,1.260000000000001,-0.6223751384735451,1.260000000000001,-0.625570437989395,1.260000000000001,-0.6281894777986554,1.260000000000001,-0.6303750360713862
1.270000000000001,-0.4467344798824746,1.270000000000001,-0.5191888376313858,1.270000000000001,-0.5571611115504923,1.270000000000001,-0.5814277062020159,1.270000000000001,-0.5929167072865407,1.270000000000001,-0.5999896706873196,1.270000000000001,-0.6047437995989963,1.270000000000001,-0.608137763269945,1.270000000000001,-0.6106701973419362,1.270000000000001,-0.6141751784042981,1.270000000000001,-0.6210114554446885,1.270000000000001,-0.626160111212423,1.270000000000001,-0.630176777846788,1.270000000000001,-0.6333973536227551,1.270000000000001,-0.6360368519208303,1.270000000000001,-0.6382392876577506
